age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
58,Self-emp-not-inc,1490170,Masters,11,Never-married,Craft-repair, Husband,Black,Female,99979,3899,15,India,<=50K
35,Private,199508, Bachelors,11,Never-married,Sales,Own-child,White,Male,12801,467,39,Mexico,<=50K
30,Private,182074,HS-grad,9, Divorced, Adm-clerical, Husband, White, Male,10782,472,50,United-States, <=50K
28,Private,181034,Bachelors,13, Married-civ-spouse, Prof-specialty,Own-child,White,Male,11527,436,28, United-States,<=50K
30,Private,173284,HS-grad,9, Divorced, Adm-clerical, Husband, White, Male,10064,489,49,United-States, <=50K
27,Private,195672, HS-grad,12, Divorced, Craft-repair, Husband, White, Male,11960,528,34,United-States, <=50K
28, Self-emp-not-inc,215634,Masters,12,Married-civ-spouse,Craft-repair,Husband, White, Male,13268,555,7, South,<=50K
35, Private,158560,HS-grad,8,Divorced, Sales,Not-in-family,Black, Male,11536,390,35,United-States, <=50K
34,State-gov,1490208, 10th,13,Married-civ-spouse,Craft-repair, Husband,Black, Male,99984,3899,11,India,<=50K
40,Self-emp-not-inc,180493,Some-college,9,Never-married,Craft-repair,Husband,White,Male,12542,488,33,Cuba,<=50K
45,Self-emp-not-inc,193285,Some-college,6,Never-married,Craft-repair,Husband,White,Male,11651,489,60,Ireland,<=50K
39, Private,197401, Bachelors,12,Never-married,Prof-specialty,Husband,White,Male,12216,426,26,Cuba,<=50K
38,Private,187564, HS-grad,11, Never-married, Craft-repair, Husband, White, Male,11022,470,39,United-States, <=50K
41, Private,176707, Bachelors,12,Never-married,Prof-specialty,Own-child,White,Male,11535,413,26,Cuba,<=50K
43, Private,176396, Masters,11,Married-civ-spouse,Exec-managerial, Not-in-family,White,Female,11699,412,24,Cuba,<=50K
38,Self-emp-not-inc,190617,Some-college,11,Never-married,Craft-repair,Husband,White,Male,12481,485,33,Cuba,<=50K
45, Private,195565,HS-grad,12, Never-married,Machine-op-inspct, Not-in-family, White, Male,11405,485,47,United-States, <=50K
41,Self-emp-not-inc,176178,Assoc-acdm,11,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,11252,427,27,Mexico,<=50K
36, Private,227069,HS-grad,12, Never-married,Farming-fishing, Not-in-family, White, Male,13323,539,38,United-States, <=50K
40, Private,183185, 11th,8,Married-civ-spouse,Exec-managerial, Not-in-family,White,Female,11992,455,49,Mexico, <=50K
36, Private,199127,HS-grad,12,Divorced, Sales,Not-in-family, White, Male,12914,476,47,United-States, <=50K
36,Private,205581,HS-grad,11, Never-married, Craft-repair, Husband, White, Male,11934,485,39,United-States, <=50K
41,Private,189843, HS-grad,12, Never-married, Craft-repair, Husband, White, Male,12370,443,38,United-States, <=50K
35, Private,224015,HS-grad,7, Divorced, Adm-clerical, Husband, White, Male,12925,476,48,United-States, <=50K
26,Private,160602, Some-college,9, Married-civ-spouse, Exec-managerial, Husband,White,Male,9675,407,41, United-States,<=50K
39,Local-gov,162206, 11th,9,Married-civ-spouse,Exec-managerial, Not-in-family,White,Female,10864,413,36,Mexico, <=50K
42,Self-emp-not-inc,162176,Masters,8,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,10305,454,42, Mexico,<=50K
39,Local-gov,188075,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,11063,437,25,Mexico,<=50K
35, Private,196895,HS-grad,10, Never-married, Adm-clerical, Not-in-family, White, Male,12402,523,42,United-States, <=50K
44, Private,198709,HS-grad,11, Never-married, Other-service,Husband, White, Male,12435,493,45,United-States, <=50K
45,Self-emp-not-inc,175601,Some-college,7,Never-married,Craft-repair,Husband,White,Male,11176,425,45,Ireland,<=50K
32,Private,183069,Bachelors,12, Married-civ-spouse,Sales,Own-child,White,Male,11793,451,36,Mexico,<=50K
32,Private,203689,Bachelors,12, Divorced, Exec-managerial, Husband, White,Male,11989,511,35, United-States,<=50K
45,Self-emp-not-inc,173603,Some-college,6,Never-married,Craft-repair,Husband,White,Male,11321,444,62, Guatemala,<=50K
22,State-gov,1490072,Assoc-voc,15,Married-civ-spouse,Craft-repair, Husband, White, Male,99970,3899,4,Jamaica,<=50K
43, Private,233172,HS-grad,12,Divorced, Sales, Not-in-family, White, Male,13799,533,44,United-States, <=50K
35, Private,202009,HS-grad,13,Divorced, Sales, Not-in-family,Black, Male,12589,525,30,United-States, <=50K
39,Local-gov,215533,Some-college,9, Never-married,Craft-repair,Husband, White,Male,11842,450,53, Guatemala,<=50K
40, Private,186521,11th,11,Married-civ-spouse,Exec-managerial, Not-in-family,White,Female,11770,483,15,Mexico,<=50K
26,Private,184722,Bachelors,13, Married-civ-spouse, Prof-specialty, Husband,White,Male,11834,451,29, United-States,<=50K
38,Private,190991,Bachelors,10,Never-married,Sales,Own-child,White,Male,12918,514,48,Mexico,<=50K
32, Private,176876,HS-grad,9,Divorced, Sales, Not-in-family,Black, Male,11447,406,28,United-States, <=50K
42,Self-emp-not-inc,181628,Masters,9,Married-civ-spouse,Craft-repair,Husband, White, Male,11141,447,21, South,<=50K
33, Private,185216,HS-grad,8,Divorced, Sales,Not-in-family,Black, Male,12028,381,57,United-States, <=50K
40,Self-emp-not-inc,176241,Masters,11,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,10061,410,30,Cuba,<=50K
44, Private,187784, HS-grad,11, Never-married, Craft-repair,Husband, White,Male,12859,521,51,Mexico, <=50K
44,Self-emp-inc,169631,Assoc-voc,8,Married-civ-spouse,Exec-managerial,Not-in-family, White, Male,10710,426,39, South,<=50K
37,Private,188104,Bachelors,12, Never-married,Other-service, Husband,White,Male,10554,461,29, United-States,<=50K
34,Private,211133,Bachelors,12,Never-married,Sales,Own-child,White,Male,11844,471,37,Mexico,<=50K
39,Self-emp-not-inc,167187,Assoc-voc,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,11353,424,35, Mexico,<=50K
47,Self-emp-not-inc,173589,Some-college,6,Never-married,Craft-repair,Husband,White,Male,12145,465,67, Guatemala,<=50K
41,Self-emp-not-inc,193175,Masters,12,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,10632,467,28,Cuba,<=50K
26,Private,204978,11th,11, Married-civ-spouse,Prof-specialty,Unmarried,White,Female,13322,535,22,Mexico,<=50K
37,Self-emp-not-inc,179672,Masters,11,Never-married,Exec-managerial,Husband,White,Male,11734,471,26,Cuba,<=50K
29, Private,1477697,HS-grad,4,Divorced, Sales, Own-child, Black,Male,99159,3859,27,United-States, <=50K
40,Self-emp-not-inc,168022,Masters,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,10528,398,38, Portugal,<=50K
41,Self-emp-not-inc,174211,Some-college,9,Never-married,Craft-repair,Husband,White,Male,11134,421,45,Ireland,<=50K
29, Self-emp-not-inc,203287,Masters,12,Married-civ-spouse,Craft-repair,Husband, White, Male,14132,507,8,Nicaragua,<=50K
27,Self-emp-not-inc,155591,Some-college,12,Married-civ-spouse,Craft-repair,Husband,Black,Male,10878,437,6, Guatemala,<=50K
80, Private,1489332,HS-grad,1,Divorced, Sales, Own-child, Black, Male,99938,3894,97,United-States, <=50K
37, Private,182255,HS-grad,3,Separated, Adm-clerical, Not-in-family, White, Male,9814,430,71,United-States, <=50K
65,Private,1490041, HS-grad,11,Never-married,Craft-repair,Husband,Black,Male,99975,3898,13, ?,<=50K
19,State-gov,1489666,Masters,15,Married-civ-spouse,Craft-repair, Husband,Black, Male,99947,3898,2,Philippines,<=50K
39, Private,157084,11th,10,Married-civ-spouse,Exec-managerial, Not-in-family,White,Female,10473,415,22,Mexico, <=50K
27,Private,184826,Bachelors,13, Divorced, Exec-managerial, Husband, White,Male,10241,425,32, United-States,<=50K
36, Private,229960,HS-grad,12,Divorced, Sales, Not-in-family,Black, Male,14035,538,33,United-States, <=50K
44,Self-emp-not-inc,182739, Masters,11,Never-married,Exec-managerial,Husband,White,Female,11540,460,32,Cuba,<=50K
35, Private,201603,HS-grad,12,Divorced, Sales, Not-in-family,Black, Male,12098,487,37,United-States, <=50K
35,Private,192304, HS-grad,12, Never-married, Craft-repair, Husband, White, Male,11012,484,36,United-States, <=50K
33, Private,194713,Some-college,11, Married-civ-spouse, Sales,Husband,Black,Male,12353,418,18, United-States, <=50K
43,Private,205034,Bachelors,11,Never-married,Sales,Own-child,White,Male,11568,469,40, Mexico,<=50K
33,Private,181498,10th,5, Married-civ-spouse, Exec-managerial, Husband,White,Male,9973,386,51, United-States,<=50K
43,Self-emp-not-inc,175624,Some-college,7,Married-civ-spouse,Craft-repair,Husband, White,Male,11403,432,34, Guatemala,<=50K
20,Local-gov,1482489,Bachelors,14, Married-civ-spouse,Sales,Husband,Black,Male,99458,3875,2, ?, <=50K
35,Private,178415,Bachelors,12, Never-married,Other-service,Own-child,White,Male,10289,426,36, Mexico,<=50K
20,Self-emp-not-inc,1489929, HS-grad,15, Married-civ-spouse,Sales,Husband,Black,Male,99965,3898,2,Philippines,<=50K
31, Private,235440,HS-grad,10,Divorced, Sales, Own-child,Black, Male,16376,584,16, United-States, <=50K
41,State-gov,165437,Assoc-voc,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,9574,391,41,El-Salvador,<=50K
37,Self-emp-not-inc,180827, Masters,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,13578,469,28,Cuba,<=50K
43, Private,192934, HS-grad,12, Never-married, Craft-repair, Not-in-family, White, Male,12012,471,40,United-States, <=50K
21,Self-emp-not-inc,415168,Some-college,14,Married-civ-spouse,Craft-repair,Husband,Black,Male,31798,1177,2, Guatemala,<=50K
40,Private,175260, Bachelors,11,Never-married,Prof-specialty,Unmarried,White,Male,11787,482,23,Cuba,<=50K
34,Private,187232,Bachelors,12, Divorced, Prof-specialty, Husband,White,Male,11357,453,34, United-States,<=50K
19,Self-emp-not-inc,1489995, HS-grad,15, Married-civ-spouse,Craft-repair,Husband,Black,Male,99965,3898,2,Italy,<=50K
23,Self-emp-not-inc,170695,Some-college,12,Married-civ-spouse,Craft-repair,Husband,Black,Male,11506,473,6, Guatemala,<=50K
41, Private,192651,Some-college,11, Never-married, Craft-repair,Husband, White,Male,11936,454,49,Mexico,<=50K
32,Private,194642,HS-grad,10, Divorced, Adm-clerical, Husband, White, Male,11644,477,42,United-States, <=50K
23, Self-emp-not-inc,387605,Assoc-voc,14,Married-civ-spouse, Craft-repair,Not-in-family, White, Male,23360,999,9, South,<=50K
82,Self-emp-not-inc,1490178, 10th,9,Never-married,Craft-repair, Husband,Asian-Pac-Islander,Female,99977,3899,37,Jamaica,<=50K
59, Private,188961, Assoc-acdm,2,Married-civ-spouse,Exec-managerial, Not-in-family,White,Female,12039,605,91,Mexico,>50K
37,Local-gov,164261, 11th,9,Married-civ-spouse,Exec-managerial, Not-in-family,White,Female,11578,399,54,Mexico, <=50K
26,Private,187181,HS-grad,10, Divorced, Exec-managerial, Husband, White, Male,11201,431,37,United-States, <=50K
46,Self-emp-not-inc,192227,Some-college,7,Married-civ-spouse,Craft-repair,Husband, White,Male,12616,463,38, South,<=50K
35, Private,186562,11th,10,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,11394,467,19,Mexico,<=50K
32, Private,198166,HS-grad,10,Divorced, Sales, Not-in-family,Black, Male,14658,503,16,United-States, <=50K
30,Private,162431,11th,8, Married-civ-spouse,Prof-specialty,Unmarried,White,Male,9478,409,45,Mexico,<=50K
32,State-gov,174604,Assoc-voc,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,10162,404,56, ?,<=50K
45,Self-emp-not-inc,161522,Some-college,7,Never-married,Craft-repair,Husband,White,Male,10058,396,43, South,<=50K
40,Private,202614,Bachelors,12, Never-married,Other-service,Own-child,White,Male,13147,499,31, United-States,<=50K
45, Private,185338,Some-college,10, Never-married, Other-service,Husband, White,Male,12043,507,58, Guatemala,>50K
21, Local-gov,1490124, 10th,15,Married-civ-spouse, Craft-repair, Husband, White, Male,99977,3899,6,China,<=50K
33,Private,206371, HS-grad,13, Never-married, Craft-repair, Husband, White, Male,13382,498,34,United-States, <=50K
37,Private,196319,Bachelors,12,Never-married,Sales,Own-child,White,Male,11804,495,31, Mexico,<=50K
50,Local-gov,190382,Some-college,8,Never-married,Craft-repair,Husband, White,Male,13123,424,65, Japan,<=50K
