sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,34.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,M,0
Female,23.0,25 - 45,African-American,0.0,6.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,M,1
Male,29.0,25 - 45,Caucasian,0.0,8.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,M,0
Female,59.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,2.0,0.0,1.0,M,0
Female,24.0,Less than 25,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0,F,0
Female,42.0,25 - 45,Hispanic,0.0,1.0,0.0,0.0,2.0,-1.0,0.0,0.0,1.0,F,0
Male,46.013542,25 - 45,Hispanic,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,F,0
Male,30.0,Less than 25,African-American,0.0,4.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,M,0
Male,35.0,25 - 45,African-American,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,F,1
Male,23.0,Less than 25,African-American,0.0,6.0,0.0,0.0,0.0,0.0,602.0,0.0,0.0,F,1
Male,26.0,25 - 45,African-American,0.0,10.0,0.0,0.0,0.0,-1.0,116.0,0.0,1.0,F,1
Female,24.0,25 - 45,Caucasian,0.0,5.0,0.0,0.0,0.0,-3.0,602.0,1.0,7604.0,M,0
Male,23.0,Less than 25,African-American,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,M,0
Male,42.0,25 - 45,Caucasian,0.0,3.0,0.0,0.0,36.0,-1.0,25.0,0.0,1.0,F,1
Male,30.0,25 - 45,Hispanic,0.0,6.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,M,0
Male,48.0,25 - 45,African-American,0.0,7.0,0.0,0.0,23.0,-414.0,602.0,0.0,25.0,F,0
Male,42.0,Greater than 45,Caucasian,0.0,10.0,0.0,0.0,0.0,-1.0,602.0,0.0,1.0,M,1
Male,34.0,Greater than 45,African-American,0.0,10.0,0.0,0.0,1.0,-1.0,178.0,0.0,1.0,M,0
Male,29.0,Less than 25,African-American,0.0,8.0,0.0,7.0,0.0,1025.0,0.0,0.0,0.0,M,1
