age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
61,157840,8,0,0,39,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,United-States,Male,unpref
35,187258,8,0,0,39,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,United-States,unpriv,unpref
48,177069,7,0,0,42,Private,11th,Married-civ-spouse,Sales,Husband,White,United-States,Male,unpref
18,181198,8,0,0,40,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Mexico,Male,unpref
31,128173,12,0,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,unpriv,unpref
41,232862,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
31,153658,9,0,0,35,Private,HS-grad,Divorced,Prof-specialty,Wife,White,United-States,unpriv,unpref
45,151527,14,0,0,39,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
31,72835,8,0,0,40,Local-gov,11th,Never-married,Other-service,Unmarried,Black,Mexico,unpriv,unpref
22,31006,9,0,0,39,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
36,152764,8,0,0,40,Private,HS-grad,Never-married,Other-service,Not-in-family,White,United-States,unpriv,unpref
40,149696,8,0,0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
48,142005,12,0,0,52,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
57,140624,3,0,0,21,Private,10th,Married-civ-spouse,Other-service,Husband,White,United-States,Male,unpref
58,108754,9,0,0,36,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
31,265275,10,0,0,39,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
40,93011,13,0,0,14,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,?,unpriv,unpref
38,394529,9,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
28,114482,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
28,399106,9,0,0,39,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,Male,unpref
17,217585,8,0,0,25,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,unpriv,unpref
57,185276,12,0,0,29,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,United-States,Male,unpref
25,54709,13,0,0,44,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
30,126701,10,0,0,49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
19,238396,8,0,0,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Philippines,Male,unpref
31,96734,10,0,0,40,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,United-States,Male,unpref
47,227940,9,5521,0,51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Mexico,Male,>50K
33,114337,10,0,0,45,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
47,71964,13,0,0,51,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Philippines,Male,unpref
41,105766,8,0,0,39,Private,HS-grad,Divorced,Other-service,Own-child,White,United-States,unpriv,unpref
42,274857,10,2762,1953,37,Self-emp-not-inc,Some-college,Never-married,Machine-op-inspct,Husband,White,Mexico,unpriv,unpref
29,148694,13,0,0,53,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,United-States,Male,unpref
47,131663,10,5249,0,48,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Scotland,Male,>50K
47,208470,14,0,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
61,219314,8,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male,>50K
50,103564,9,0,0,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
46,144155,9,0,0,45,Private,Some-college,Divorced,Sales,Unmarried,White,United-States,unpriv,unpref
51,162604,10,0,0,31,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,unpriv,>50K
61,409523,5,14485,1630,48,State-gov,Bachelors,Widowed,Handlers-cleaners,Own-child,Asian-Pac-Islander,Germany,Male,>50K
54,11277,12,8630,0,32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Own-child,Black,Peru,unpriv,>50K
50,257280,8,0,0,52,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Mexico,Male,unpref
60,56268,9,0,0,40,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,?,Male,>50K
56,229413,8,0,0,43,Private,HS-grad,Married-civ-spouse,Craft-repair,Not-in-family,White,United-States,Male,unpref
46,56508,8,0,0,40,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,United-States,unpriv,unpref
25,301689,12,0,0,49,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,United-States,Male,unpref
32,41514,12,5563,1926,51,Local-gov,Masters,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Philippines,Male,>50K
32,207021,9,0,0,39,Private,Some-college,Never-married,Craft-repair,Husband,White,Philippines,Male,unpref
22,116325,9,0,0,7,Private,Some-college,Never-married,Other-service,Own-child,White,United-States,Male,unpref
45,243860,13,0,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
22,147499,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,Male,unpref
42,51254,10,0,0,53,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,United-States,Male,unpref
