age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
43,management,married,secondary,no,45,yes,no,cellular,6,may,133,0,0,0,unknown,no
55,blue-collar,married,tertiary,no,285,yes,no,cellular,7,jul,109,1,0,0,unknown,no
40,blue-collar,married,tertiary,no,-215,yes,no,cellular,1,may,61,2,-1,0,unknown,no
57,blue-collar,married,tertiary,no,531,yes,no,cellular,7,jul,129,1,0,2,unknown,no
36,management,married,secondary,no,2251,yes,no,cellular,28,may,135,1,0,0,unknown,no
41,management,married,secondary,no,161,yes,no,cellular,6,may,110,2,0,0,unknown,no
42,management,married,secondary,no,250,yes,no,cellular,8,may,128,0,0,0,unknown,no
56,services,married,tertiary,no,-146,yes,no,cellular,8,apr,398,4,31,0,failure,no
60,blue-collar,married,tertiary,no,261,yes,no,cellular,5,jul,110,1,0,0,unknown,no
40,blue-collar,married,tertiary,no,-14,yes,no,cellular,4,may,79,2,-1,0,unknown,no
47,admin.,married,tertiary,no,5803,yes,no,cellular,0,may,143,2,-1,1,unknown,no
46,blue-collar,married,tertiary,no,-73,yes,no,cellular,1,jul,8,1,0,1,unknown,no
44,admin.,married,tertiary,no,-13,yes,no,cellular,1,may,217,3,-1,0,unknown,no
32,technician,single,secondary,no,2081,no,no,cellular,25,jun,311,0,-1,0,unknown,no
57,blue-collar,married,tertiary,no,460,yes,no,cellular,6,jul,125,1,0,2,unknown,no
32,management,single,secondary,no,1612,no,no,cellular,28,jun,280,1,-1,0,unknown,no
60,blue-collar,married,tertiary,no,72,yes,no,cellular,6,jul,113,2,0,0,unknown,no
36,management,married,secondary,no,1827,yes,no,cellular,29,may,131,1,0,0,unknown,no
43,admin.,married,tertiary,no,-250,yes,no,cellular,0,may,172,2,-1,0,unknown,no
22,services,married,tertiary,no,-243,yes,no,cellular,9,apr,1138,5,8,3,failure,no
46,management,married,secondary,no,221,yes,no,cellular,6,may,130,1,0,0,unknown,no
40,management,married,secondary,no,-25,yes,no,cellular,5,may,88,2,-1,0,unknown,no
40,management,married,secondary,no,19,yes,no,cellular,6,may,99,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,-41,yes,no,cellular,4,may,99,2,-1,0,unknown,no
60,blue-collar,married,tertiary,no,41,yes,no,cellular,1,apr,332,3,79,0,failure,no
38,blue-collar,married,secondary,no,-200,yes,no,cellular,2,may,93,2,-1,0,unknown,no
33,admin.,single,secondary,no,1662,no,no,cellular,26,jun,312,0,-1,0,unknown,no
37,management,single,secondary,no,972,no,no,cellular,29,jun,347,0,0,0,unknown,no
61,blue-collar,married,tertiary,no,85,yes,no,cellular,6,apr,425,4,71,0,failure,no
52,blue-collar,married,tertiary,no,53,yes,no,cellular,5,jul,83,2,0,0,unknown,no
32,technician,single,secondary,no,1514,no,no,cellular,26,jun,334,1,-1,0,unknown,no
22,services,married,primary,no,8503,yes,no,unknown,29,nov,271,4,75,2,success,no
41,management,married,secondary,no,209,yes,no,cellular,6,may,121,1,0,0,unknown,no
30,technician,single,secondary,no,1643,no,yes,unknown,17,aug,242,0,-1,0,unknown,no
53,management,married,secondary,no,257,yes,no,cellular,8,may,123,1,0,0,unknown,no
32,technician,single,secondary,no,1893,no,no,cellular,26,jun,321,0,-1,0,unknown,no
60,blue-collar,married,tertiary,no,102,yes,no,cellular,6,jul,125,2,0,0,unknown,no
36,management,married,secondary,no,1594,yes,no,cellular,29,nov,318,0,0,0,unknown,no
45,management,married,secondary,no,191,yes,no,cellular,28,may,128,1,0,0,unknown,no
43,management,married,secondary,no,119,yes,no,cellular,6,may,127,1,0,0,unknown,no
