age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
51,60066,9,595,15,38,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Honduras,Male,>50K
50,285528,9,216,7,42,Self-emp-not-inc,Doctorate,Married-civ-spouse,Protective-serv,Husband,White,Germany,Male,>50K
27,352546,7,392,0,40,,Assoc-voc,Married-AF-spouse,Priv-house-serv,Husband,Amer-Indian-Eskimo,United-States,unpriv,unpref
48,191386,3,959,3,26,,1st-4th,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
43,133222,9,53,3,42,Local-gov,Prof-school,Separated,Adm-clerical,Other-relative,White,Yugoslavia,unpriv,unpref
22,67345,10,21,1,18,Local-gov,Preschool,Never-married,Other-service,Other-relative,White,United-States,unpriv,unpref
41,153893,8,41,3,35,Self-emp-not-inc,9th,Married-spouse-absent,Handlers-cleaners,Own-child,Black,Trinadad&Tobago,unpriv,>50K
36,122559,9,70,0,41,Self-emp-inc,11th,Divorced,Priv-house-serv,Unmarried,White,Cambodia,unpriv,unpref
24,238261,9,33,0,37,Local-gov,Masters,Never-married,Handlers-cleaners,Wife,White,Vietnam,Male,unpref
20,156967,10,116,31,33,Local-gov,Doctorate,Married-civ-spouse,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,India,Male,unpref
39,88715,13,68106,0,38,Local-gov,Masters,Married-spouse-absent,Other-service,Husband,White,Vietnam,Male,>50K
39,164947,14,0,3,40,Private,Doctorate,Married-civ-spouse,Farming-fishing,Wife,Other,Hungary,unpriv,unpref
34,105514,10,43,0,19,Private,Preschool,Never-married,Prof-specialty,Other-relative,White,Vietnam,unpriv,unpref
36,207010,8,3970,1,39,Self-emp-inc,Masters,Widowed,Exec-managerial,Own-child,Amer-Indian-Eskimo,Cuba,Male,unpref
36,23775,3,2,0,47,Federal-gov,11th,Never-married,Adm-clerical,Wife,Amer-Indian-Eskimo,Peru,unpriv,unpref
59,66125,10,113,0,32,Self-emp-not-inc,Preschool,Married-AF-spouse,Protective-serv,Husband,Black,Vietnam,Male,unpref
25,113094,15,0,13,43,Self-emp-inc,HS-grad,Never-married,Prof-specialty,Own-child,White,Ecuador,Male,>50K
34,102698,11,9,35,47,Local-gov,Assoc-voc,Married-spouse-absent,Exec-managerial,Unmarried,White,Canada,Male,>50K
31,215370,10,0,0,37,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,White,Jamaica,unpriv,unpref
38,265249,14,8546,0,34,,Some-college,Divorced,Protective-serv,Wife,Amer-Indian-Eskimo,United-States,unpriv,unpref
40,200696,12,318,1,41,Self-emp-inc,HS-grad,Married-spouse-absent,Transport-moving,Husband,Asian-Pac-Islander,Trinadad&Tobago,Male,>50K
35,105470,8,0,0,34,,Bachelors,Married-spouse-absent,?,Unmarried,Other,Yugoslavia,unpriv,unpref
35,275738,9,29,0,33,Federal-gov,Masters,Never-married,Other-service,Not-in-family,White,Vietnam,unpriv,unpref
30,247571,6,1,20,36,Private,12th,Married-spouse-absent,Adm-clerical,Unmarried,Black,United-States,Male,unpref
23,109199,10,33,0,62,Local-gov,Prof-school,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Thailand,Male,unpref
36,104649,11,1646,0,16,Local-gov,Assoc-voc,Never-married,Sales,Other-relative,White,Puerto-Rico,unpriv,unpref
64,141547,8,202,0,37,Local-gov,Masters,Divorced,Armed-Forces,Not-in-family,White,Yugoslavia,unpriv,>50K
37,106216,14,151,0,29,Private,9th,Married-spouse-absent,Priv-house-serv,Other-relative,White,United-States,Male,unpref
22,159683,6,1,5,43,Private,HS-grad,Separated,Prof-specialty,Unmarried,Other,United-States,unpriv,unpref
31,174986,13,3685,7,48,Local-gov,10th,Married-spouse-absent,Exec-managerial,Not-in-family,White,Yugoslavia,Male,>50K
34,154121,12,3565,471,58,Private,Doctorate,Married-spouse-absent,Handlers-cleaners,Husband,White,Hungary,unpriv,>50K
30,279503,9,22,0,48,Self-emp-inc,HS-grad,Married-spouse-absent,Tech-support,Not-in-family,White,Yugoslavia,Male,unpref
36,201806,9,307,5,39,Local-gov,HS-grad,Married-spouse-absent,Farming-fishing,Unmarried,Asian-Pac-Islander,Taiwan,unpriv,unpref
32,98191,14,99990,13,46,Self-emp-not-inc,Assoc-voc,Never-married,Exec-managerial,Not-in-family,Other,Japan,Male,>50K
64,222705,12,121,1,20,Self-emp-not-inc,Bachelors,Widowed,Tech-support,Own-child,White,Vietnam,Male,unpref
34,132856,5,203,0,26,Self-emp-inc,1st-4th,Married-civ-spouse,Priv-house-serv,Other-relative,White,Thailand,Male,unpref
25,205475,5,21,0,44,Private,5th-6th,Never-married,Other-service,Other-relative,Black,United-States,unpriv,unpref
45,173006,13,365,0,47,Local-gov,Prof-school,Married-civ-spouse,Tech-support,Husband,White,United-States,Male,>50K
24,138263,9,5,3,38,Private,Masters,Married-AF-spouse,Other-service,Own-child,Asian-Pac-Islander,United-States,Male,unpref
54,170171,3,133,0,43,Private,Assoc-acdm,Never-married,Tech-support,Own-child,White,Vietnam,unpriv,unpref
69,294614,10,33,3,24,Local-gov,Masters,Separated,Other-service,Not-in-family,White,Thailand,unpriv,unpref
53,55091,9,22,0,43,Self-emp-inc,Prof-school,Married-civ-spouse,Other-service,Other-relative,White,United-States,Male,unpref
62,264208,9,58,0,53,Private,HS-grad,Never-married,Priv-house-serv,Own-child,White,Vietnam,unpriv,unpref
31,248205,9,443,0,49,Without-pay,5th-6th,Separated,Farming-fishing,Other-relative,White,Yugoslavia,Male,unpref
43,176813,6,7,0,47,Self-emp-inc,Preschool,Married-spouse-absent,Exec-managerial,Own-child,Other,United-States,unpriv,>50K
25,187215,10,37,0,44,Private,Preschool,Separated,Other-service,Own-child,Black,Vietnam,Male,unpref
37,250035,14,9868,0,53,Self-emp-inc,Preschool,Married-civ-spouse,Protective-serv,Not-in-family,White,Trinadad&Tobago,Male,>50K
32,247081,10,598,1,36,,Bachelors,Married-spouse-absent,Farming-fishing,Husband,White,Yugoslavia,Male,unpref
25,208165,11,406,10,39,Local-gov,Masters,Never-married,Priv-house-serv,Not-in-family,White,Puerto-Rico,Male,>50K
28,280994,11,94,3,28,Private,Doctorate,Widowed,Craft-repair,Unmarried,White,Yugoslavia,Male,unpref
25,112493,8,95,0,9,Self-emp-inc,Assoc-voc,Never-married,Farming-fishing,Other-relative,White,United-States,unpriv,unpref
51,160824,9,121,0,45,Private,Prof-school,Married-civ-spouse,Protective-serv,Husband,White,United-States,Male,>50K
48,210125,10,14,3,42,Private,HS-grad,Married-civ-spouse,Armed-Forces,Not-in-family,White,Scotland,unpriv,unpref
20,303749,9,0,0,30,Federal-gov,HS-grad,Married-civ-spouse,?,Wife,White,Trinadad&Tobago,unpriv,unpref
48,244487,11,17007,39,44,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,Black,Trinadad&Tobago,Male,>50K
20,145407,10,0,0,35,Local-gov,11th,Never-married,Transport-moving,Own-child,Amer-Indian-Eskimo,Cambodia,unpriv,unpref
51,235064,9,65,0,53,Private,HS-grad,Married-spouse-absent,Other-service,Own-child,White,United-States,unpriv,unpref
40,121012,11,1,1,39,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Cambodia,Male,unpref
