age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
54,265940,10,0,0,39,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
43,451011,8,0,0,48,Private,HS-grad,Divorced,Priv-house-serv,Unmarried,White,Poland,unpriv,unpref
44,55070,9,0,0,29,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,United-States,Male,unpref
54,166371,13,0,0,40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
48,64791,13,3746,0,39,Federal-gov,Masters,Divorced,Tech-support,Not-in-family,White,United-States,Male,unpref
50,546174,13,0,1927,39,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
51,269990,12,0,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
20,183744,10,0,0,35,Private,Some-college,Never-married,Other-service,Own-child,White,United-States,unpriv,unpref
48,296149,12,0,0,49,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male,>50K
51,182078,13,3097,0,40,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,United-States,Male,unpref
41,168395,9,0,0,39,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,Male,>50K
45,352624,13,0,0,39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
31,78032,13,0,0,39,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
51,260249,8,0,0,31,Private,HS-grad,Never-married,Sales,Not-in-family,Black,United-States,unpriv,unpref
20,90934,8,0,0,39,Private,HS-grad,Never-married,Transport-moving,Own-child,White,United-States,Male,unpref
45,58533,11,0,0,37,Private,Assoc-voc,Divorced,Other-service,Husband,White,United-States,Male,unpref
32,172053,9,0,0,40,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,unpriv,unpref
46,76416,3,0,0,26,Local-gov,5th-6th,Married-AF-spouse,Exec-managerial,Other-relative,Black,Mexico,unpriv,unpref
20,320552,9,7219,0,43,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
24,202406,8,0,0,52,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,Male,unpref
34,55229,8,0,1911,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male,unpref
48,234695,8,0,0,39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,Black,United-States,Male,>50K
54,59380,13,0,0,39,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,United-States,Male,unpref
51,233384,10,0,0,57,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,unpref
34,188547,8,0,0,39,Private,HS-grad,Divorced,Craft-repair,Wife,Black,United-States,unpriv,unpref
37,509395,12,0,0,61,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
45,166574,12,0,0,53,State-gov,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male,>50K
51,233424,9,99999,0,48,Federal-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
53,186278,12,0,0,39,Local-gov,Bachelors,Divorced,Other-service,Not-in-family,Black,United-States,Male,unpref
22,103757,9,0,0,48,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Unmarried,White,United-States,Male,unpref
37,86721,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
17,199140,10,0,0,37,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,United-States,unpriv,unpref
30,103084,9,4211,0,49,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
35,388462,8,0,0,39,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
32,78937,13,0,0,35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,unpref
57,185514,6,0,0,40,Private,10th,Married-civ-spouse,Other-service,Husband,White,United-States,Male,unpref
36,286710,9,0,0,48,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,United-States,Male,unpref
17,68261,9,0,0,30,Private,HS-grad,Never-married,Other-service,Unmarried,White,United-States,unpriv,unpref
42,93530,9,0,0,39,Private,HS-grad,Never-married,Transport-moving,Own-child,Black,United-States,Male,>50K
19,180270,8,0,0,28,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,Asian-Pac-Islander,Philippines,unpriv,unpref
64,350755,13,0,1709,7,Private,Bachelors,Married-civ-spouse,Tech-support,Not-in-family,White,United-States,Male,unpref
42,235077,13,14949,0,58,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
46,308016,12,0,0,39,Private,Bachelors,Divorced,Protective-serv,Not-in-family,Black,United-States,unpriv,unpref
70,199669,8,7621,0,76,Federal-gov,HS-grad,Divorced,Sales,Not-in-family,White,United-States,Male,>50K
43,180769,8,0,0,40,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male,unpref
21,374277,10,0,0,22,?,Some-college,Never-married,Sales,Wife,White,United-States,unpriv,unpref
33,190876,9,0,0,39,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Honduras,unpriv,unpref
18,137086,10,5258,0,29,Private,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,Male,unpref
54,172534,9,0,0,48,Private,Some-college,Never-married,Craft-repair,Own-child,White,United-States,Male,unpref
19,124071,6,0,0,39,Private,11th,Married-civ-spouse,Craft-repair,Own-child,Black,United-States,unpriv,unpref
25,213007,9,0,0,39,Private,HS-grad,Married-civ-spouse,Other-service,Not-in-family,White,United-States,unpriv,unpref
44,63521,9,0,0,29,Private,HS-grad,Divorced,Farming-fishing,Unmarried,White,United-States,Male,unpref
59,236353,14,0,0,60,State-gov,Masters,Divorced,Sales,Own-child,White,United-States,unpriv,unpref
43,73620,13,0,0,77,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,unpriv,unpref
36,67743,13,0,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
75,41500,13,0,0,49,Local-gov,1st-4th,Married-civ-spouse,Farming-fishing,Husband,White,United-States,Male,>50K
39,284832,9,4200,0,40,Private,HS-grad,Never-married,Armed-Forces,Not-in-family,White,Nicaragua,unpriv,unpref
23,51950,12,0,1635,40,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,Male,unpref
40,375646,14,5247,0,57,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
31,274391,13,0,0,39,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,Male,unpref
37,339805,9,0,0,39,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,Male,unpref
18,158228,9,0,0,55,Private,Some-college,Never-married,Sales,Not-in-family,White,United-States,unpriv,unpref
33,165790,9,0,0,13,Private,HS-grad,Never-married,Sales,Not-in-family,White,United-States,unpriv,unpref
40,192796,14,0,0,64,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
36,68702,13,0,0,40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
22,63636,8,0,0,29,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,Male,unpref
25,334504,12,0,0,40,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,United-States,Male,>50K
