age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,sex,age_cat,c_charge_degree,race,two_year_recid
24,0,6,0,0,0,60.6241455078125,6.302627086639404,-1.9905090332031248,0.0550678968429565,Female,Less than 25,F,Caucasian,0
57,0,4,0,0,0,-63.395782470703125,-0.8286962509155272,7601.35693359375,7603.99609375,Male,Greater than 45,M,unpriv,unpref
37,0,7,9,4,24,10.68743896484375,-0.11397695541381829,111.638671875,20.141027450561523,Male,25 - 45,F,unpriv,unpref
20,0,9,0,0,0,936.731689453125,-0.9961555004119872,-226.56056213378903,0.0,Female,25 - 45,M,unpriv,unpref
20,0,5,0,6,1,42.77194213867188,-0.8772889375686644,76.68447875976562,0.0,Male,Less than 25,M,Caucasian,unpref
68,0,1,0,0,0,-172.7907257080078,1.531714677810669,-4.380401611328125,0.5216720104217529,Female,Greater than 45,M,unpriv,0
52,0,3,0,0,22,694.8555908203125,9.140090942382812,585.1107177734375,31.74131774902344,Male,Greater than 45,F,Caucasian,0
26,0,4,0,0,2,-14.7779541015625,345.2171936035156,14.73760986328125,1.147587776184082,Male,25 - 45,M,unpriv,0
27,0,9,0,0,0,600.7120971679688,-0.3719160556793213,-157.93531799316406,0.0090646743774414,Female,Greater than 45,F,unpriv,unpref
25,0,9,0,0,0,708.4267578125,-0.987572431564331,1408.9151611328125,275.9257507324219,Male,Less than 25,F,unpriv,unpref
31,0,1,0,0,0,-1.429107666015625,303.8356628417969,44.2117919921875,3.02646803855896,Female,25 - 45,F,unpriv,0
48,0,7,0,0,4,791.920654296875,15.793825149536133,1502.6907958984375,236.0074005126953,Male,Greater than 45,M,Caucasian,unpref
33,0,5,0,0,2,961.8848876953124,115.2783203125,4338.90185546875,457.0751037597656,Male,25 - 45,F,unpriv,0
21,0,3,0,0,0,-61.77178955078125,4.869120597839356,-23.456268310546875,0.921650767326355,Female,Less than 25,M,unpriv,unpref
26,0,6,0,0,0,-158.83404541015625,1.0987167358398438,-50.38862609863281,0.354655385017395,Female,25 - 45,M,Caucasian,0
47,0,6,0,0,1,-78.11810302734375,23.13483047485352,4524.64306640625,6160.048828125,Male,25 - 45,F,Caucasian,unpref
52,0,5,0,0,0,-220.15280151367188,31.556228637695312,276.3592529296875,3305.16455078125,Male,Greater than 45,F,unpriv,unpref
24,0,9,0,3,8,-122.80136108398438,2.4588873386383057,-119.99862670898438,0.0163164138793945,Female,25 - 45,F,Caucasian,unpref
50,0,8,0,0,29,-398.13232421875,189.2394256591797,-134.3048095703125,2.6341943740844727,Male,Greater than 45,M,unpriv,unpref
54,0,3,0,0,1,29.34286499023437,-0.9985471367836001,7462.82275390625,7602.83056640625,Male,Less than 25,M,Caucasian,unpref
21,0,6,0,5,20,-76.490234375,-0.3593990802764892,-102.642822265625,0.47612202167510975,Male,Less than 25,F,Caucasian,0
23,0,2,0,0,0,747.2550048828125,55.33611297607422,552.6643676757812,20.87413215637207,Male,Less than 25,M,unpriv,0
24,0,5,1,3,0,987.2845458984376,0.6352758407592773,2875.198974609375,0.0174494981765747,Female,Greater than 45,F,Caucasian,0
29,0,9,0,1,11,-12.734710693359377,-0.4294494390487671,31.85107421875,5.709611892700195,Male,25 - 45,M,Caucasian,unpref
24,0,9,8,0,9,-2.74755859375,21.82445907592773,-45.3770751953125,11.298890113830566,Female,Less than 25,F,unpriv,unpref
82,0,1,0,4,0,-7.201995849609375,-0.9865666031837464,-78.39076232910156,7.234743118286133,Male,Greater than 45,M,Caucasian,0
43,0,6,0,0,9,-0.7977294921875,191.0647125244141,-22.89877319335937,17.65979766845703,Female,Greater than 45,M,Caucasian,unpref
24,0,2,0,0,1,586.3556518554688,-0.4503483176231385,355.1990966796875,26.65240859985352,Female,Less than 25,M,Caucasian,0
22,0,1,0,0,0,17.95343017578125,-0.881647527217865,-11.152069091796877,0.9830639362335203,Male,25 - 45,F,Caucasian,0
60,0,2,0,0,1,-239.1371917724609,-0.7359365224838258,15.794189453125002,19.472732543945312,Female,Greater than 45,F,Caucasian,unpref
22,0,6,10,0,6,0.140655517578125,0.2610405683517456,-39.66717529296875,4.86976957321167,Male,Less than 25,F,unpriv,0
49,0,7,0,0,1,-26.24066162109375,34.78668212890625,6028.4130859375,6981.00830078125,Male,25 - 45,M,unpriv,unpref
39,0,1,0,0,19,920.571533203125,10.322029113769531,1091.2120361328125,27.507434844970703,Male,25 - 45,F,Caucasian,unpref
46,0,1,0,0,0,851.5592041015625,-0.9994188547134399,-6.648529052734375,17.499353408813477,Male,Greater than 45,M,unpriv,0
51,0,1,0,0,6,-6.77276611328125,0.6472563743591309,-21.465576171875,0.5067152976989746,Female,Greater than 45,F,unpriv,0
24,0,8,0,0,20,-29.775421142578125,-0.8616427183151245,-142.9863739013672,0.0,Male,Less than 25,M,unpriv,unpref
31,0,1,0,0,0,74.14788818359375,5.0923027992248535,56.42721557617188,0.0478161573410034,Male,Less than 25,F,Caucasian,unpref
34,0,2,0,0,0,89.59768676757812,580.45703125,15.912200927734379,0.0,Male,25 - 45,F,unpriv,unpref
23,0,9,0,0,0,772.930419921875,-0.8230636119842529,-172.8291473388672,0.0018129348754882,Female,25 - 45,F,unpriv,unpref
26,0,9,0,0,7,9.854949951171877,0.22753536701202387,-137.89637756347656,0.0038524866104125,Male,Less than 25,M,Caucasian,0
57,0,6,0,0,2,-55.660675048828125,11.798004150390625,6092.56494140625,7172.111328125,Male,Greater than 45,F,Caucasian,unpref
32,0,4,0,0,7,766.029541015625,2.990925788879394,1167.69189453125,214.6104736328125,Male,25 - 45,M,unpriv,unpref
48,0,9,0,0,26,17.57965087890625,22.78536033630371,-59.35353088378906,30.414928436279297,Male,25 - 45,F,unpriv,0
53,0,9,0,0,24,26.60894775390625,36.23979187011719,-84.29591369628906,27.60102653503418,Male,Greater than 45,F,unpriv,0
50,0,1,0,0,0,-97.40423583984376,-1.0,-239.13351440429685,0.5117008686065674,Female,25 - 45,M,unpriv,unpref
51,0,7,0,0,29,-1.354888916015625,32.10297393798828,-40.7974853515625,1.9087938070297237,Male,Greater than 45,F,Caucasian,unpref
28,0,6,0,0,1,842.5838623046875,69.35745239257812,1508.261474609375,9.596997261047363,Male,Less than 25,F,Caucasian,0
18,0,9,0,3,0,-43.578125,-0.3064701557159424,-78.314453125,0.1606713533401489,Female,Less than 25,M,unpriv,0
38,0,2,0,5,1,-134.62307739257812,0.4088526964187622,-104.47027587890624,17.743192672729492,Female,25 - 45,M,unpriv,0
50,0,1,0,0,5,-280.10272216796875,5.5859856605529785,-128.26541137695312,19.528255462646484,Male,Greater than 45,M,Caucasian,unpref
37,0,3,0,0,0,618.6884765625,4.350783348083496,684.6925659179688,377.0616760253906,Female,25 - 45,M,Caucasian,unpref
30,0,9,1,3,19,8.4454345703125,-0.1467446088790893,31.76321411132813,5.079617023468018,Male,25 - 45,F,Caucasian,unpref
54,0,8,0,0,6,-108.97174072265624,6.132150173187255,201.3858337402344,570.8265380859375,Male,Greater than 45,M,unpriv,0
19,0,9,0,4,0,12.026519775390623,3.744425296783447,-44.03385925292969,0.0006798505783081,Female,Less than 25,F,Caucasian,unpref
