age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,sex,age_cat,c_charge_degree,race,two_year_recid
22,0,9,0,0,2,60.81378173828125,4.757495880126953,57.32879638671875,0.4981038570404053,Male,Less than 25,F,Caucasian,unpref
59,0,3,0,0,18,-36.707366943359375,2.9161815643310547,54.827728271484375,459.6859436035156,Male,25 - 45,F,unpriv,0
25,0,4,0,0,0,7.24725341796875,-0.5536580681800842,14.946990966796875,7.367087364196777,Male,25 - 45,F,Caucasian,0
27,0,2,0,0,1,-2.2144775390625,0.8909573554992676,-24.50790405273437,0.019715666770935,Male,25 - 45,M,Caucasian,0
33,0,1,0,0,1,-2.573699951171875,6.86598014831543,29.19314575195312,1.2876369953155518,Male,25 - 45,F,unpriv,0
44,0,2,0,0,0,0.877960205078125,19.756275177001957,-7.264923095703125,3.9900429248809806,Male,25 - 45,F,Caucasian,unpref
19,0,7,0,0,3,-9.582275390625,0.1468678712844848,-74.24288940429688,0.0235681533813476,Male,Less than 25,F,unpriv,unpref
32,0,8,0,0,5,45.122467041015625,5.760753631591796,-41.6116943359375,0.5989483594894409,Male,25 - 45,F,Caucasian,unpref
29,0,4,0,0,5,0.056304931640625,-0.2157891392707824,14.254547119140623,1.3456509113311768,Male,25 - 45,M,unpriv,unpref
65,0,1,0,0,0,37.0809326171875,8.645670890808105,-40.45571899414063,18.18645668029785,Female,Greater than 45,M,unpriv,0
23,0,3,0,0,0,4.268096923828125,16.223716735839844,24.95175170898437,21.288387298583984,Male,25 - 45,F,unpriv,unpref
23,0,4,0,0,2,18.51937866210937,-0.7938722372055054,-14.414367675781252,3.303393840789795,Male,25 - 45,M,Caucasian,unpref
27,0,8,0,0,4,-0.17626953125,9.666274070739746,3.5858459472656254,0.9395534992218018,Male,25 - 45,F,unpriv,unpref
32,0,8,0,0,6,1.4144287109375,0.238085389137268,-11.368041992187502,2.1950109004974365,Male,25 - 45,M,unpriv,unpref
30,0,7,0,0,10,0.386566162109375,35.6670036315918,-13.04852294921875,11.753029823303224,Male,25 - 45,F,Caucasian,unpref
23,0,9,0,0,4,-1.739776611328125,37.61216354370117,3.2900390625,3.2417540550231934,Female,25 - 45,M,Caucasian,unpref
48,0,5,0,0,10,-2.70947265625,6.508821964263917,-3.207000732421875,3.32537579536438,Male,Greater than 45,F,unpriv,unpref
35,0,6,0,0,3,-3.662872314453125,236.4376373291016,-27.2174072265625,8.702993392944336,Female,25 - 45,F,Caucasian,0
34,0,1,0,0,1,-1.3724365234375,3.2405948638916016,-14.8326416015625,0.0045323371887207005,Male,25 - 45,M,Caucasian,0
42,0,2,0,0,1,-1.191864013671875,8.335383415222168,14.903442382812502,13.934670448303224,Male,25 - 45,M,unpriv,0
39,0,1,0,0,0,-1.128204345703125,25.58916282653809,6.807159423828125,6.318984508514404,Male,25 - 45,F,unpriv,0
24,0,6,0,0,3,-17.42462158203125,-0.7923076152801514,-93.9669189453125,0.0015863180160522,Male,Less than 25,F,unpriv,unpref
23,0,5,0,2,0,-3.257781982421875,-0.47898089885711664,29.57586669921875,0.0337659120559692,Female,Less than 25,F,Caucasian,0
30,0,6,0,0,1,-6.934173583984375,-0.967724084854126,6.912689208984376,0.9368340969085691,Female,25 - 45,F,unpriv,unpref
33,0,1,0,0,0,-2.46954345703125,-0.9877959489822387,2.524322509765625,2.370638847351074,Male,25 - 45,F,Caucasian,0
21,0,5,0,0,0,-2.094207763671875,5.105825424194336,26.21487426757812,1.983124136924744,Male,Less than 25,F,Caucasian,0
35,0,1,0,0,0,-3.736541748046875,-0.7812435030937195,5.746826171875,2.3418586254119877,Male,25 - 45,M,unpriv,0
32,0,3,0,0,0,-12.658782958984377,-0.7911229729652405,10.557952880859377,4.511034965515137,Male,25 - 45,M,Caucasian,0
22,1,8,0,0,1,6.262786865234375,32.650726318359375,-1.319732666015625,0.0006798505783081,Male,Less than 25,F,unpriv,unpref
29,0,3,0,0,7,32.153045654296875,-0.1872236132621765,200.3890686035156,0.6304481029510498,Female,25 - 45,M,Caucasian,unpref
22,0,8,1,1,6,-2.520294189453125,-0.083690345287323,33.332305908203125,13.049052238464357,Male,Less than 25,F,Caucasian,unpref
21,0,8,0,0,0,2.5433349609375,2.641098737716675,14.424835205078123,2.2296831607818604,Male,Less than 25,F,unpriv,unpref
51,0,1,0,0,0,3.684967041015625,-0.552115797996521,-25.287017822265625,0.0033992528915405,Male,Greater than 45,M,Caucasian,0
22,0,4,0,0,0,18.170074462890625,1.1282658576965332,-34.671173095703125,0.1722288131713867,Male,Less than 25,F,unpriv,0
55,0,1,0,0,0,-33.23748779296875,0.5051215887069702,-21.747039794921875,1.185886025428772,Male,Greater than 45,F,Caucasian,0
49,0,5,0,0,2,2.617889404296875,29.9716911315918,4.737335205078125,0.0716109275817871,Male,Greater than 45,F,unpriv,0
32,0,2,0,0,0,-5.56591796875,0.9232332706451416,7.021728515625,2.431372165679932,Female,25 - 45,M,Caucasian,0
19,0,9,0,0,0,-86.07095336914062,-0.2175102233886718,-71.62004089355469,0.0942726135253906,Female,Less than 25,F,Caucasian,0
21,0,6,0,0,0,-1.506683349609375,0.85959792137146,19.056976318359368,0.7034187316894531,Male,Less than 25,M,unpriv,0
