sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,64,25 - 45,African-American,4,6,2,1,8,-20.833343505859375,106.28852081298828,2579.737060546875,1185.898681640625,M,1
Male,62,25 - 45,Caucasian,4,5,2,1,6,-30.90338134765625,117.02976989746094,1524.9078369140625,1371.849365234375,M,1
Male,61,25 - 45,African-American,4,7,2,1,8,-13.1732177734375,119.63542938232422,1456.0709228515625,1191.06787109375,F,1
Male,62,25 - 45,Caucasian,4,5,2,1,7,-22.90496826171875,106.41000366210938,1334.7364501953125,1331.9219970703125,F,1
Male,62,25 - 45,African-American,4,8,2,1,6,180.0096435546875,105.41204833984375,1139.2135009765625,1315.7542724609375,F,1
Male,61,25 - 45,Hispanic,4,5,2,1,8,-17.450958251953125,96.17659759521484,2545.280029296875,1482.10595703125,F,0
Female,61,25 - 45,African-American,4,5,2,1,7,3.302734375,126.32907104492188,1276.5860595703125,1597.3587646484375,F,1
Female,61,25 - 45,Caucasian,4,5,2,3,7,-33.044830322265625,80.57147216796875,2759.489501953125,3114.057373046875,M,0
Male,63,25 - 45,Hispanic,4,5,2,1,6,114.5794677734375,123.78776550292969,1373.767578125,1213.056884765625,F,0
Male,63,25 - 45,African-American,4,7,2,1,6,6.134063720703125,107.84937286376953,1137.675048828125,1386.9234619140625,F,1
Male,61,25 - 45,African-American,4,8,3,1,9,15.874786376953125,106.14293670654297,1495.99755859375,1314.1590576171875,F,1
Male,65,25 - 45,African-American,4,5,2,1,7,16.8892822265625,121.7232437133789,1159.8453369140625,1606.7933349609375,M,1
Male,63,25 - 45,Caucasian,4,6,1,1,7,50.003021240234375,217.09683227539062,1806.30810546875,1496.6253662109375,M,1
Male,61,25 - 45,Hispanic,4,5,3,4,5,50.33941650390625,66.54118347167969,6053.18212890625,4895.2822265625,F,0
Male,62,25 - 45,African-American,4,6,2,1,8,-38.909210205078125,122.92900848388672,1142.441162109375,1311.0904541015625,F,1
Female,61,25 - 45,African-American,4,6,2,1,10,-26.4039306640625,151.09371948242188,1510.00439453125,1592.5406494140625,F,1
Male,62,25 - 45,Asian,4,5,2,1,5,-50.45379638671875,147.4197235107422,1434.930419921875,1591.801513671875,F,0
Female,62,25 - 45,Hispanic,4,6,2,1,7,65.9432373046875,115.54912567138672,1374.68994140625,1551.089111328125,F,1
