age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
65,Federal-gov,1258178,7th-8th,7,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,77806,3144,57,United-States,>50K
28,Private,114926,Some-college,11,Never-married,Sales,Not-in-family,White,Female,75998,3223,31,Canada,<=50K
27,Private,114872,Some-college,11,Never-married,Sales,Not-in-family,White,Male,75679,3237,33,Canada,<=50K
35,Local-gov,272568,11th,6,Married-civ-spouse,Adm-clerical,Wife,Black,Female,63561,3765,39,United-States,>50K
29,Private,144092,Some-college,9,Never-married,Sales,Not-in-family,White,Male,68514,3549,35,Canada,<=50K
29,Private,110072,HS-grad,11,Never-married,Sales,Not-in-family,White,Female,77875,3141,33,Canada,<=50K
56,Self-emp-not-inc,522968,HS-grad,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,76713,3192,45,United-States,>50K
30,Private,170272,Some-college,8,Never-married,Other-service,Other-relative,White,Female,66591,3633,34,Canada,<=50K
28,Private,120316,Some-college,11,Never-married,Sales,Not-in-family,White,Male,76102,3218,31,Canada,<=50K
29,Private,100266,HS-grad,13,Never-married,Prof-specialty,Not-in-family,White,Male,80868,3011,31,Canada,<=50K
38,Private,400235,11th,6,Married-civ-spouse,Adm-clerical,Own-child,White,Female,63796,3754,37,United-States,<=50K
28,Private,90169,HS-grad,12,Never-married,Sales,Not-in-family,White,Female,84716,2843,31,Cambodia,<=50K
29,Private,195063,Some-college,7,Never-married,Other-service,Own-child,Black,Male,65010,3702,36,Canada,<=50K
33,Private,183096,Some-college,7,Never-married,Adm-clerical,Other-relative,White,Male,66042,3657,36,Canada,<=50K
28,Private,151804,Some-college,9,Never-married,Other-service,Other-relative,White,Male,68410,3554,35,Canada,<=50K
42,Local-gov,413035,11th,4,Married-civ-spouse,Adm-clerical,Wife,Black,Male,59739,3931,37,United-States,>50K
39,Federal-gov,627583,Assoc-acdm,10,Widowed,Adm-clerical,Own-child,Asian-Pac-Islander,Male,71877,3403,49,United-States,<=50K
32,Private,169037,11th,11,Married-civ-spouse,Adm-clerical,Own-child,White,Female,69537,3504,38,United-States,<=50K
28,Private,143262,Some-college,9,Never-married,Sales,Own-child,White,Male,70954,3443,36,Canada,<=50K
37,Self-emp-not-inc,339181,Some-college,8,Married-civ-spouse,Craft-repair,Other-relative,White,Female,63687,3759,38,United-States,<=50K
31,Private,92865,HS-grad,12,Never-married,Prof-specialty,Not-in-family,White,Female,79662,3063,36,Cambodia,<=50K
28,Private,139311,Some-college,11,Never-married,Sales,Own-child,White,Male,70608,3458,33,Canada,<=50K
31,Private,96050,HS-grad,11,Never-married,Prof-specialty,Own-child,White,Female,77262,3168,41,Cambodia,<=50K
29,Private,160930,Some-college,9,Never-married,Sales,Own-child,White,Male,67908,3575,34,Canada,<=50K
44,State-gov,467624,11th,5,Married-civ-spouse,Craft-repair,Own-child,White,Female,60751,3887,34,United-States,>50K
27,Private,82984,HS-grad,12,Never-married,Sales,Not-in-family,White,Female,85763,2798,31,Cambodia,<=50K
31,Private,88152,HS-grad,11,Never-married,Prof-specialty,Not-in-family,White,Male,80776,3015,35,Canada,<=50K
34,Local-gov,188641,Some-college,8,Never-married,Sales,Other-relative,Black,Female,65777,3668,37,Canada,<=50K
74,Self-emp-not-inc,1217933,Bachelors,11,Divorced,Adm-clerical,Unmarried,White,Male,85109,2826,62,United-States,>50K
85,Self-emp-inc,1490388,Bachelors,3,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,95924,2355,85,United-States,>50K
28,Private,174490,11th,9,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,65942,3661,35,Canada,<=50K
30,Private,202020,11th,7,Never-married,Adm-clerical,Own-child,White,Male,65336,3687,36,Canada,<=50K
64,Private,31633,HS-grad,13,Divorced,Prof-specialty,Husband,White,Male,98621,2237,58,Cambodia,>50K
27,Private,75114,HS-grad,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,89834,2620,29,Cambodia,<=50K
82,Self-emp-inc,1386930,Bachelors,4,Divorced,Exec-managerial,Husband,White,Male,94055,2436,76,United-States,>50K
30,Private,114194,HS-grad,10,Never-married,Sales,Own-child,White,Female,73450,3334,38,Canada,<=50K
32,Private,222040,11th,6,Never-married,Other-service,Own-child,Black,Female,64231,3736,37,Canada,<=50K
35,Private,87807,HS-grad,11,Married-civ-spouse,Prof-specialty,Husband,White,Female,80456,3029,42,Cambodia,<=50K
33,Local-gov,253724,11th,5,Married-civ-spouse,Other-service,Wife,Black,Male,62963,3791,37,Canada,<=50K
27,Private,104489,Some-college,11,Never-married,Sales,Not-in-family,White,Female,78592,3110,32,Canada,<=50K
33,Private,212720,Some-college,11,Married-civ-spouse,Adm-clerical,Husband,White,Female,67242,3604,37,United-States,<=50K
29,Private,156084,Some-college,8,Never-married,Other-service,Own-child,White,Male,67191,3607,35,Canada,<=50K
27,Private,119348,Some-college,11,Never-married,Sales,Not-in-family,White,Female,73373,3337,34,Canada,<=50K
49,Federal-gov,819191,Assoc-acdm,10,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,74748,3277,53,United-States,>50K
71,Federal-gov,1231399,Bachelors,11,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Female,83706,2887,64,United-States,>50K
76,Self-emp-not-inc,369364,HS-grad,12,Married-civ-spouse,Exec-managerial,Husband,White,Female,93084,2479,66,United-States,>50K
43,Federal-gov,534150,Assoc-acdm,9,Married-civ-spouse,Adm-clerical,Own-child,Black,Female,68578,3546,46,United-States,<=50K
81,Self-emp-inc,276035,Bachelors,8,Divorced,Exec-managerial,Unmarried,White,Female,93159,2475,68,Canada,>50K
83,Self-emp-not-inc,1394266,Bachelors,11,Divorced,Adm-clerical,Unmarried,Other,Male,89182,2649,73,United-States,>50K
86,Self-emp-not-inc,340397,Bachelors,6,Divorced,Exec-managerial,Husband,White,Male,94909,2399,67,Canada,>50K
40,Private,39863,HS-grad,13,Divorced,Prof-specialty,Husband,White,Male,97417,2290,43,Cambodia,<=50K
33,Private,254367,11th,5,Married-civ-spouse,Other-service,Own-child,Black,Male,63531,3766,37,Canada,<=50K
29,Private,170104,Some-college,8,Never-married,Other-service,Own-child,White,Female,66313,3645,36,Canada,<=50K
33,Private,178070,11th,8,Never-married,Craft-repair,Not-in-family,White,Female,67666,3586,38,Canada,<=50K
83,Self-emp-not-inc,800250,Bachelors,11,Divorced,Exec-managerial,Unmarried,White,Male,95202,2386,77,United-States,>50K
56,Self-emp-not-inc,461779,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,76496,3201,49,United-States,>50K
33,Private,143439,Some-college,9,Never-married,Sales,Not-in-family,White,Male,72619,3370,43,Canada,<=50K
31,Private,188732,Some-college,7,Never-married,Adm-clerical,Own-child,White,Male,65984,3659,36,Canada,<=50K
27,Private,92410,HS-grad,11,Never-married,Sales,Not-in-family,White,Male,82723,2930,30,Cambodia,<=50K
