age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
89,248870,1,16141,622,10,Private,10th,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
39,184287,11,12015,497,20,Private,11th,Married-civ-spouse,Prof-specialty,Unmarried,White,Mexico,unpriv,unpref
24,158838,11,11190,364,25,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,unpref
57,75882,10,770,48,26,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,unpref
41,160777,10,10091,401,34,Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Not-in-family,White,Portugal,unpriv,unpref
29,212698,10,6600,313,39,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
30,517498,10,26248,1033,23,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,United-States,unpriv,unpref
33,135339,11,547,80,57,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,>50K
42,138751,10,5222,252,44,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
19,116344,6,6979,284,38,Private,Some-college,Never-married,Sales,Not-in-family,White,United-States,Male,unpref
27,183295,10,8385,363,24,Private,Bachelors,Never-married,Craft-repair,Own-child,White,United-States,Male,unpref
56,182958,1,11488,597,56,Self-emp-not-inc,Masters,Married-civ-spouse,Transport-moving,Not-in-family,Black,Poland,Male,unpref
53,148285,11,2,1,86,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
29,228384,8,11300,405,31,Private,Some-college,Never-married,Adm-clerical,Husband,White,United-States,unpriv,unpref
35,789384,10,46067,1820,29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
24,228412,11,13977,535,42,Private,Masters,Never-married,Craft-repair,Not-in-family,White,El-Salvador,Male,unpref
32,474492,9,3928,147,45,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Mexico,Male,unpref
46,137183,14,5847,232,51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
28,393187,8,2892,94,43,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Mexico,Male,unpref
30,184146,11,11750,393,83,Self-emp-not-inc,Bachelors,Never-married,Sales,Not-in-family,White,Mexico,Male,unpref
35,211573,8,12169,399,30,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Japan,Male,unpref
46,266911,12,14387,552,30,Private,Some-college,Never-married,Prof-specialty,Husband,White,United-States,Male,unpref
19,1096697,6,825,3,48,Private,Some-college,Never-married,Other-service,Own-child,Black,Mexico,unpriv,unpref
62,253538,9,14344,566,77,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
25,212611,11,783,35,41,Private,Some-college,Never-married,Sales,Own-child,White,United-States,Male,unpref
28,130554,9,8982,453,39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Unmarried,White,Mexico,Male,unpref
36,219477,8,6445,252,36,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
41,171383,11,10697,439,48,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
31,308773,7,20209,716,8,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Unmarried,Black,Mexico,Male,unpref
30,160049,13,6557,289,37,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,United-States,Male,unpref
34,213954,10,13882,529,37,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Mexico,Male,unpref
21,120650,6,569,9,39,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,Male,unpref
28,176329,10,11151,371,51,Private,Bachelors,Never-married,Sales,Unmarried,White,Cuba,Male,unpref
36,195328,9,11986,505,32,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
27,74477,12,6517,270,52,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
