age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,sex,age_cat,c_charge_degree,race,two_year_recid
36,0,1,0,0,0,7.249786376953125,-0.9830797314643859,7.0914306640625,0.000453233718872,Male,25 - 45,M,unpriv,0
29,0,5,0,0,2,-5.5440673828125,-0.9475181102752686,7.40093994140625,1.3810031414031985,Male,25 - 45,F,unpriv,unpref
33,0,5,0,0,5,-4.682037353515625,-0.3233233690261841,7.58935546875,0.232508897781372,Male,25 - 45,F,Caucasian,unpref
57,0,1,0,0,0,-15.347900390625,5.368391513824463,65.56167602539062,1.623483180999756,Female,Greater than 45,F,Caucasian,0
35,0,1,0,0,1,12.2161865234375,7.14555549621582,-83.09989929199219,8.921679496765137,Male,25 - 45,F,unpriv,unpref
71,0,2,0,0,0,2.956024169921875,-0.7216314077377319,-40.0294189453125,0.3653063774108886,Male,Greater than 45,M,Caucasian,0
29,0,5,0,0,0,4.025360107421875,1.6085152626037598,12.86328125,0.0208487510681152,Male,25 - 45,F,unpriv,0
22,0,6,1,0,3,4.271148681640625,6.2493181228637695,-41.1875,2.712377071380615,Male,25 - 45,F,unpriv,unpref
47,0,1,0,0,4,-9.359405517578123,8.607047080993652,7.152435302734375,4.845748424530029,Male,Greater than 45,F,unpriv,0
36,0,3,0,0,3,-1.490936279296875,9.633685111999512,36.16217041015625,3.892824411392212,Male,25 - 45,F,unpriv,unpref
31,0,7,0,0,5,-5.765350341796875,-0.0329965949058532,3.0457763671875,2.03479266166687,Male,25 - 45,F,Caucasian,unpref
37,0,4,0,0,0,2.6475830078125,2.562264204025269,87.46646118164062,6.871476173400879,Male,25 - 45,M,unpriv,0
48,0,2,0,0,0,1.22882080078125,9.841913223266602,24.4705810546875,4.897417068481444,Female,Greater than 45,M,unpriv,0
33,0,8,0,0,6,-1.321685791015625,-0.761439859867096,10.470794677734377,0.0228883028030395,Female,25 - 45,F,unpriv,unpref
31,0,4,0,0,0,-57.55462646484375,7.549385070800781,8.055450439453125,1.5511924028396606,Male,25 - 45,M,Caucasian,unpref
27,0,3,0,0,0,-0.72442626953125,-0.1023540496826171,31.52743530273437,1.8532726764678955,Female,25 - 45,F,Caucasian,0
35,0,2,0,0,4,18.5447998046875,-0.3127509951591491,102.06753540039064,0.8115149736404419,Male,25 - 45,M,Caucasian,unpref
31,0,9,0,0,9,-5.325927734375,40.50568771362304,0.360076904296875,3.2959156036376953,Male,25 - 45,F,unpriv,unpref
21,0,3,0,0,0,0.669952392578125,-0.992065131664276,-45.25907897949218,0.0043057203292846,Male,Less than 25,F,unpriv,unpref
23,0,6,0,0,2,4.86279296875,48.61393737792969,-9.420684814453123,0.1747215986251831,Male,Less than 25,M,unpriv,unpref
22,0,5,0,0,0,-11.09832763671875,-0.5215833187103271,-102.22004699707031,0.0006798505783081,Male,Less than 25,F,unpriv,unpref
22,0,5,0,0,0,2.835357666015625,24.5911808013916,-13.621337890625,5.964102268218994,Female,Less than 25,F,unpriv,0
29,0,9,0,0,1,385.97210693359375,1.3931787014007568,154.99652099609375,0.2488253116607666,Male,25 - 45,F,Caucasian,unpref
56,0,3,0,0,2,-6.76226806640625,-0.5277076959609985,6372.43701171875,7504.3984375,Male,Greater than 45,M,unpriv,0
33,0,8,0,0,0,-64.3489990234375,23.686023712158203,-38.909942626953125,2.5492129325866704,Female,25 - 45,M,unpriv,unpref
29,0,9,0,1,8,21.720977783203125,1.2629573345184326,0.384552001953125,0.30276012420654286,Male,25 - 45,M,unpriv,unpref
53,0,1,0,0,0,-8.321929931640625,-0.6332526206970215,37.31930541992188,1.1199405193328855,Male,Greater than 45,M,Caucasian,0
51,0,1,0,0,2,-11.74761962890625,10.301353454589844,-21.521392822265625,9.33865451812744,Male,Greater than 45,M,unpriv,0
43,0,4,0,0,9,-1.47845458984375,0.9205734729766845,22.31573486328125,7.79267406463623,Male,Greater than 45,F,unpriv,0
27,0,4,0,0,0,-2.772552490234375,-0.7848868370056152,27.97756958007812,0.4072304964065551,Female,25 - 45,F,Caucasian,0
48,0,1,0,0,3,-10.540008544921877,-0.6628463268280029,-33.237274169921875,0.7337853908538818,Male,Greater than 45,M,unpriv,unpref
34,0,2,0,0,1,-0.904083251953125,-0.7710287570953368,8.9610595703125,1.043797254562378,Male,25 - 45,F,unpriv,0
58,0,6,0,0,23,9.6136474609375,119.57937622070312,13.445526123046877,0.3734645843505859,Male,Greater than 45,F,unpriv,unpref
61,0,1,0,0,0,12.93792724609375,-0.4734600186347961,5321.94775390625,6349.228515625,Male,Greater than 45,M,unpriv,0
30,0,1,0,0,0,-12.626953125,4.446359634399414,-40.82385253906249,20.543272018432617,Male,25 - 45,M,Caucasian,0
21,0,4,0,0,0,11.985260009765623,45.99684143066406,-16.885284423828125,0.0895136594772338,Male,Less than 25,F,unpriv,0
30,0,5,0,2,14,8.078216552734375,0.7456263303756714,-3.230316162109375,8.237069129943848,Male,25 - 45,M,unpriv,unpref
30,0,2,0,0,0,12.404510498046877,1.090446710586548,-51.67814636230469,0.4722695350646972,Female,25 - 45,M,unpriv,0
29,0,9,3,0,6,48.78424072265625,9.46242618560791,222.44293212890625,34.45958709716797,Male,25 - 45,M,unpriv,unpref
29,0,1,0,0,2,-15.883209228515623,4.4914655685424805,-58.105224609375,51.28248977661133,Male,25 - 45,F,Caucasian,0
57,0,6,0,0,6,-2.13006591796875,9.92383289337158,49.8470458984375,14.130467414855953,Male,Greater than 45,M,Caucasian,0
48,0,1,0,0,1,-4.338348388671875,-0.9887123703956605,-4.5914306640625,0.0081582069396972,Male,25 - 45,F,unpriv,unpref
21,0,7,0,0,0,-19.01934814453125,28.180221557617188,-100.56051635742188,0.0,Male,Less than 25,F,unpriv,0
31,0,3,0,0,2,7.653228759765625,-0.8682141304016113,11.45269775390625,4.135530948638916,Male,25 - 45,M,Caucasian,0
24,0,7,0,0,2,-0.6885986328125,23.343170166015625,11.243804931640623,3.2413008213043213,Male,25 - 45,M,Caucasian,0
35,0,3,0,0,5,-0.03558349609375,-0.8026341199874878,-20.3880615234375,0.8063027858734131,Male,25 - 45,F,unpriv,0
57,0,1,0,0,2,6.13555908203125,6.28034257888794,-4.6719970703125,6.963709354400635,Male,Greater than 45,M,Caucasian,0
25,0,1,0,0,0,2.595703125,-0.9934062361717224,5.44134521484375,0.3940867185592651,Male,25 - 45,M,unpriv,0
22,0,3,0,0,0,-5.507720947265625,-0.9809116125106812,23.58355712890625,0.445302128791809,Male,Less than 25,F,Caucasian,0
43,0,1,0,0,0,8.024627685546875,-0.9768212437629701,-19.9534912109375,0.0176761150360107,Male,25 - 45,F,Caucasian,0
24,0,5,0,0,0,7.347381591796875,-0.6193274855613708,8.80303955078125,3.771584272384644,Male,Less than 25,F,Caucasian,0
33,0,8,0,0,2,-86.19754028320312,6.289573669433594,-100.99153137207033,0.3816227912902832,Male,25 - 45,F,Caucasian,unpref
42,0,1,0,0,0,0.24847412109375,-0.9049380421638488,3.467620849609375,3.673232555389404,Male,25 - 45,F,Caucasian,unpref
35,0,5,0,0,1,1.517242431640625,5.301850318908691,20.91973876953125,1.3982260227203371,Male,25 - 45,M,Caucasian,0
30,0,1,0,0,0,5.86895751953125,50.88214874267578,21.549316406249996,6.943314075469971,Male,25 - 45,F,Caucasian,0
32,0,3,0,0,0,4.160736083984375,-0.8198002576828003,13.89959716796875,3.0183098316192627,Male,25 - 45,M,unpriv,0
22,0,2,0,0,0,105.720458984375,-0.7941181063652039,19.034362792968754,0.0006798505783081,Female,Less than 25,M,Caucasian,0
26,0,2,0,0,3,-116.337158203125,69.43201446533203,-72.34547424316406,40.36567306518555,Male,25 - 45,F,unpriv,0
25,0,3,0,0,3,-2.055633544921875,-0.9853596091270447,43.5640869140625,0.0024927854537963,Male,25 - 45,F,unpriv,unpref
34,0,1,0,0,0,-0.542266845703125,0.0894463062286377,42.92816162109375,0.1207867860794067,Female,25 - 45,F,Caucasian,0
33,0,7,0,0,7,-1.398406982421875,12.778328895568848,27.26205444335937,0.1574987173080444,Male,25 - 45,F,unpriv,unpref
57,0,1,0,0,0,2.129486083984375,-0.2110058665275573,-80.65489196777344,2.5684754848480225,Male,Greater than 45,M,Caucasian,unpref
36,0,4,0,0,0,-1.051727294921875,-0.6806606650352478,2.826751708984375,5.090494632720947,Female,25 - 45,M,Caucasian,0
47,0,1,0,0,1,-1.45220947265625,4.50764799118042,-26.66390991210937,0.0020395517349243,Male,Greater than 45,M,Caucasian,0
27,0,7,0,0,3,1.727752685546875,23.42082023620605,1.9828491210937498,22.04596710205078,Male,25 - 45,F,unpriv,0
21,0,4,0,0,1,-3.672576904296875,3.320077419281006,0.8294677734375,0.5003700256347656,Male,Less than 25,F,unpriv,0
30,0,6,0,0,0,-17.27947998046875,-0.3447586894035339,8.871795654296875,2.3350601196289062,Male,25 - 45,F,Caucasian,0
