age,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,sex,age_cat,c_charge_degree,race,two_year_recid
24,0,6,0,0,2,-57.15460205078125,17.196016311645508,57.845794677734375,2.8166208267211914,Male,Less than 25,F,unpriv,unpref
24,0,1,0,0,1,-42.729766845703125,0.5358552932739258,83.20718383789061,33.52229690551758,Male,Less than 25,M,unpriv,unpref
19,0,9,0,4,2,-116.32684326171876,-0.7192844748497008,-104.09249877929688,0.0126905441284179,Male,Less than 25,F,Caucasian,0
30,0,1,0,0,0,-0.350738525390625,2.30720853805542,9.37017822265625,2.326901912689209,Male,25 - 45,M,unpriv,unpref
31,0,5,0,0,4,42.430938720703125,10.57639217376709,-23.37994384765625,0.2766991853713989,Female,25 - 45,M,Caucasian,unpref
65,0,2,0,0,3,31.7496337890625,17.941781997680664,-39.896575927734375,54.97543716430664,Male,Greater than 45,M,unpriv,0
33,0,1,0,0,1,-75.96475219726562,2.9525701999664307,-24.041320800781246,226.33653259277344,Male,25 - 45,M,unpriv,0
51,0,1,0,0,0,1.47503662109375,-0.9877512454986572,0.224395751953125,2.7839879989624023,Male,Greater than 45,F,Caucasian,0
36,0,1,0,0,0,-0.361175537109375,-0.8474270105361938,-8.84271240234375,0.5808190107345581,Male,25 - 45,M,Caucasian,unpref
32,0,2,0,0,0,-7.022308349609375,13.695443153381348,9.267486572265623,7.501924514770509,Male,25 - 45,M,unpriv,0
24,0,7,0,0,0,-6.858184814453125,2.3138246536254883,-158.62094116210935,0.0022661685943603,Male,Less than 25,F,unpriv,unpref
37,0,3,0,0,1,-1.819854736328125,6.105104923248291,63.498443603515625,46.59491729736328,Male,Greater than 45,M,unpriv,0
28,0,3,0,0,0,-1.597747802734375,182.1236267089844,-46.16302490234375,0.1429952383041381,Male,25 - 45,F,unpriv,0
34,0,4,0,0,2,1.77618408203125,-0.9073967337608336,7.050689697265625,0.4831471443176269,Male,25 - 45,M,unpriv,0
37,0,6,0,0,12,1.162689208984375,12.959512710571287,10.048736572265623,10.170564651489258,Male,25 - 45,F,unpriv,unpref
58,0,1,0,0,0,-1.31793212890625,1.1350159645080566,3.462677001953125,0.1978365182876587,Male,Greater than 45,M,Caucasian,0
36,0,6,0,0,1,-3.847747802734375,54.6685791015625,-39.5352783203125,29.10123062133789,Male,25 - 45,F,Caucasian,0
30,0,9,0,0,8,-5.71502685546875,-0.23391640186309812,43.79302978515625,0.470683217048645,Male,25 - 45,F,unpriv,unpref
19,0,3,0,0,0,-2.84100341796875,-0.6946752071380615,15.081268310546877,0.0299134254455566,Male,Less than 25,F,unpriv,unpref
19,0,2,0,0,0,-22.293487548828125,-0.8184368014335632,-65.98362731933594,0.7174689769744873,Male,Less than 25,F,unpriv,0
23,0,8,0,0,6,0.240081787109375,-0.3975982069969177,17.821136474609375,0.960628867149353,Male,25 - 45,M,unpriv,unpref
28,3,6,0,0,3,22.358917236328125,7.758485794067383,142.8070068359375,190.89819335937503,Male,25 - 45,M,Caucasian,unpref
31,0,3,0,0,3,5.200225830078125,-0.7408762574195862,30.98007202148437,0.5148735046386719,Male,25 - 45,F,Caucasian,0
47,0,1,0,0,5,-0.9439697265625,-0.9493733048439026,23.11181640625,0.0562009811401367,Male,Greater than 45,F,unpriv,0
38,0,7,0,0,4,3.95654296875,-0.9917969107627868,27.09857177734375,0.0045323371887207005,Female,25 - 45,M,Caucasian,unpref
22,0,7,0,0,1,-2.1380615234375,-0.9263286590576172,13.12353515625,0.0,Male,Less than 25,F,unpriv,unpref
22,0,5,0,0,0,-2.850311279296875,-0.8163580894470215,10.433105468749998,1.869815707206726,Male,Less than 25,M,unpriv,unpref
19,0,4,0,0,0,-0.54058837890625,-0.6944069862365723,15.865783691406252,3.087881326675415,Female,Less than 25,F,Caucasian,0
22,0,5,0,0,0,-1.3846435546875,3.7424807548522954,43.351409912109375,0.7034187316894531,Male,Less than 25,M,unpriv,unpref
33,0,4,0,0,6,-24.495574951171875,49.472938537597656,42.371856689453125,8.706846237182617,Male,25 - 45,F,unpriv,unpref
19,0,3,0,0,0,-1.453948974609375,0.320764422416687,7.622314453125,4.153886795043945,Female,Less than 25,F,unpriv,0
22,0,5,0,0,1,-1.29669189453125,37.00307846069336,-14.084625244140623,0.0183559656143188,Male,Less than 25,M,unpriv,unpref
36,0,2,0,0,5,-1.76971435546875,10.85476016998291,-7.414703369140625,4.149127960205078,Male,25 - 45,M,unpriv,unpref
35,0,2,0,0,1,3.3966064453125,-0.8198449611663818,-1.738494873046875,6.561691284179688,Male,25 - 45,F,unpriv,0
29,0,2,0,0,0,-2.3525390625,-0.999217689037323,13.962982177734379,0.1735885143280029,Female,25 - 45,M,unpriv,unpref
44,0,1,0,0,0,3.767120361328125,-0.9193549156188964,-3.622711181640625,0.5762866735458374,Female,25 - 45,M,Caucasian,0
25,0,3,0,0,0,-0.450958251953125,-0.9101012945175172,45.15533447265625,3.200056552886963,Male,25 - 45,M,Caucasian,unpref
24,0,7,0,0,1,-255.78260803222656,0.9612312316894532,-205.52040100097653,0.0013597011566162,Male,Less than 25,F,unpriv,unpref
43,0,1,0,0,0,-163.129638671875,0.3980344533920288,6.701873779296875,2.4769222736358643,Female,25 - 45,M,unpriv,0
41,0,6,0,0,0,179.93499755859375,1.014719009399414,-91.45312499999999,0.15976488590240467,Female,Greater than 45,F,unpriv,0
24,0,4,0,0,3,-33.84893798828125,20.62104034423828,1288.9404296875,237.27758789062497,Male,25 - 45,F,unpriv,0
63,0,1,0,0,0,11.416778564453123,-0.9958425760269164,-4.168182373046875,1.7807552814483645,Male,Greater than 45,M,unpriv,unpref
