age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,technician,married,secondary,no,617,no,no,unknown,26,jul,99,1,0,0,unknown,no
1,retired,single,primary,yes,7095,yes,yes,unknown,25,apr,462,8,247,7,other,yes
1,technician,married,secondary,no,299,yes,no,cellular,18,may,16,1,0,0,unknown,no
1,management,married,secondary,no,214,yes,no,cellular,18,may,128,1,-1,0,unknown,no
1,management,married,secondary,no,468,yes,no,cellular,17,may,127,0,-1,0,unknown,no
1,admin.,married,tertiary,no,583,yes,no,cellular,2,feb,232,2,338,2,failure,no
1,management,married,secondary,no,256,yes,no,cellular,4,may,202,1,0,0,unknown,no
1,management,married,secondary,no,73,yes,no,cellular,9,may,159,1,0,0,unknown,no
1,retired,single,primary,yes,3863,no,yes,unknown,31,aug,359,2,392,2,success,yes
1,technician,married,secondary,no,30,yes,no,cellular,19,may,56,1,-1,0,unknown,no
1,management,married,secondary,no,430,yes,no,cellular,14,may,175,0,0,0,unknown,no
1,technician,married,secondary,no,533,no,no,cellular,19,may,44,0,-1,0,unknown,no
1,blue-collar,married,secondary,no,332,no,no,cellular,1,jun,77,1,-1,0,unknown,no
1,blue-collar,married,secondary,no,168,yes,no,cellular,4,aug,187,2,-1,0,unknown,no
1,blue-collar,married,tertiary,no,2025,no,no,cellular,8,jun,113,2,-1,0,unknown,no
1,admin.,married,tertiary,no,2026,no,no,cellular,2,jun,172,2,-1,0,unknown,no
1,management,married,secondary,no,366,yes,no,cellular,15,may,190,0,0,0,unknown,no
1,technician,married,secondary,no,-83,no,no,cellular,26,jul,80,1,0,0,unknown,no
1,blue-collar,married,tertiary,no,856,yes,no,cellular,1,nov,330,2,256,2,failure,no
1,management,married,secondary,no,-74,yes,no,cellular,15,may,100,1,0,0,unknown,no
1,admin.,married,tertiary,no,2122,yes,no,cellular,8,aug,234,2,-1,1,unknown,no
1,technician,married,secondary,no,197,no,no,cellular,17,may,18,1,-1,0,unknown,no
1,blue-collar,married,secondary,no,472,yes,no,cellular,8,jun,199,1,0,0,unknown,no
1,retired,single,primary,yes,7315,yes,yes,unknown,9,apr,290,3,324,2,other,yes
1,management,married,secondary,no,-276,yes,no,cellular,17,may,203,1,0,0,unknown,no
1,services,single,tertiary,no,1929,no,no,unknown,24,jul,335,4,0,0,unknown,no
0,retired,single,primary,yes,8088,yes,yes,unknown,31,apr,270,5,288,3,other,yes
1,services,married,tertiary,no,615,yes,no,cellular,3,nov,406,1,128,2,failure,no
1,admin.,married,tertiary,no,1485,yes,no,cellular,8,aug,100,1,0,0,unknown,no
1,management,married,secondary,no,-116,yes,no,cellular,16,may,117,1,0,0,unknown,no
1,blue-collar,married,tertiary,no,169,yes,no,cellular,1,nov,376,2,-1,0,unknown,no
1,retired,single,primary,yes,2544,no,yes,unknown,30,jun,635,3,339,1,failure,no
1,technician,married,secondary,no,598,no,no,cellular,19,may,195,0,-1,0,unknown,no
1,blue-collar,married,tertiary,no,1909,no,no,cellular,5,jun,193,1,0,0,unknown,no
0,retired,single,primary,yes,3597,yes,yes,unknown,25,apr,649,6,258,5,other,yes
1,blue-collar,married,tertiary,no,2706,yes,no,cellular,4,jun,385,1,0,2,unknown,no
1,management,married,secondary,no,528,yes,no,cellular,13,may,190,0,0,0,unknown,no
1,services,single,tertiary,no,653,no,no,unknown,14,jul,321,2,79,2,failure,no
1,admin.,married,tertiary,no,2391,no,no,cellular,28,jun,381,1,0,0,unknown,no
1,blue-collar,married,tertiary,no,275,no,no,cellular,2,jun,411,2,-1,0,unknown,no
1,technician,married,secondary,no,44,no,no,cellular,14,may,46,1,0,0,unknown,no
1,services,single,tertiary,no,1572,no,no,unknown,10,nov,410,2,359,2,failure,no
0,blue-collar,married,secondary,no,-163,yes,no,cellular,9,may,189,0,0,0,unknown,no
1,management,married,secondary,no,63,yes,no,cellular,16,may,181,1,0,0,unknown,no
1,admin.,married,tertiary,no,1283,no,no,cellular,28,aug,186,4,0,0,unknown,no
1,blue-collar,married,tertiary,no,21,yes,no,cellular,8,nov,156,1,0,0,unknown,no
1,services,single,tertiary,no,343,no,no,unknown,31,jun,170,2,245,1,failure,no
1,management,married,secondary,no,-54,yes,no,cellular,5,may,158,1,-1,0,unknown,no
0,blue-collar,married,tertiary,no,-700,yes,no,cellular,1,nov,160,2,-1,1,failure,no
1,management,married,secondary,no,242,yes,no,cellular,10,jul,25,1,-1,0,unknown,no
1,technician,married,secondary,no,245,yes,no,cellular,13,may,51,1,0,0,unknown,no
1,services,married,tertiary,no,1928,no,no,cellular,27,jun,417,2,-1,0,unknown,no
1,technician,married,secondary,no,-75,yes,no,cellular,16,may,117,1,-1,0,unknown,no
1,retired,single,primary,yes,8169,no,yes,unknown,30,mar,686,2,293,3,success,yes
1,technician,married,secondary,no,95,yes,no,cellular,14,may,67,0,-1,0,unknown,no
1,management,married,secondary,no,636,no,no,cellular,20,may,194,0,0,0,unknown,no
1,blue-collar,single,tertiary,yes,2089,yes,yes,unknown,6,apr,271,2,309,2,failure,yes
1,admin.,married,secondary,no,1001,no,no,unknown,27,jul,138,2,0,0,unknown,no
1,management,married,secondary,no,106,yes,no,cellular,5,may,179,0,0,0,unknown,no
1,admin.,married,tertiary,no,869,no,no,cellular,3,jul,133,2,0,0,unknown,no
1,services,married,tertiary,no,185,no,no,cellular,4,jun,412,2,-1,0,unknown,no
1,blue-collar,married,tertiary,no,2001,no,no,cellular,7,nov,196,2,-1,0,unknown,no
1,blue-collar,married,secondary,no,-514,yes,no,cellular,5,nov,159,1,-1,0,unknown,no
1,technician,married,secondary,no,416,no,no,cellular,26,jul,45,1,-1,0,unknown,no
1,technician,married,secondary,no,196,no,no,unknown,27,jul,141,3,-1,0,unknown,no
1,admin.,married,tertiary,no,2443,no,no,cellular,9,jul,276,1,0,0,unknown,no
0,blue-collar,married,secondary,no,-150,yes,no,cellular,3,aug,126,0,-1,0,unknown,no
1,blue-collar,married,tertiary,no,-332,yes,no,cellular,7,nov,198,1,0,0,unknown,no
1,services,married,tertiary,no,2221,no,no,cellular,24,jun,422,2,-1,0,unknown,no
1,services,single,tertiary,no,1166,no,no,unknown,27,feb,385,2,294,2,failure,no
1,technician,married,secondary,no,426,yes,no,cellular,15,may,52,1,0,0,unknown,no
0,admin.,married,secondary,no,470,yes,no,cellular,30,may,33,0,-1,0,unknown,no
1,management,married,secondary,no,41,yes,no,cellular,11,may,156,1,-1,0,unknown,no
1,management,married,secondary,no,561,yes,no,cellular,17,may,113,0,-1,0,unknown,no
1,admin.,single,tertiary,no,2171,no,no,unknown,25,jun,413,3,0,2,unknown,no
1,technician,married,secondary,no,-139,yes,no,cellular,18,may,117,1,0,0,unknown,no
1,retired,single,primary,yes,8509,yes,yes,unknown,29,feb,386,3,360,3,failure,yes
1,blue-collar,married,secondary,no,-35,yes,no,cellular,8,nov,112,1,-1,0,unknown,no
