age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
25,281790,11,20,1,26,Private,Masters,Separated,Craft-repair,Own-child,White,Vietnam,Male,unpref
27,239604,11,819,0,49,Federal-gov,Preschool,Married-spouse-absent,Handlers-cleaners,Husband,White,United-States,Male,unpref
37,86641,4,1,0,48,Local-gov,Assoc-voc,Divorced,Other-service,Own-child,Black,United-States,unpriv,unpref
39,231155,7,146,0,17,,12th,Widowed,Priv-house-serv,Other-relative,Asian-Pac-Islander,Peru,unpriv,unpref
35,185983,14,14771,3,44,Self-emp-inc,Preschool,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Ireland,Male,>50K
44,141672,10,697,1,44,Local-gov,Assoc-voc,Divorced,Armed-Forces,Own-child,White,Vietnam,unpriv,unpref
22,139352,8,7,0,31,State-gov,Masters,Married-civ-spouse,Handlers-cleaners,Wife,Other,Vietnam,unpriv,unpref
39,126189,13,118,348,47,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Peru,Male,>50K
35,140889,9,97,9,25,Self-emp-not-inc,Bachelors,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Trinadad&Tobago,unpriv,>50K
34,156856,9,384,0,53,Federal-gov,Preschool,Married-AF-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
41,30804,9,58,0,36,Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Vietnam,Male,unpref
35,120095,8,48,0,58,Self-emp-not-inc,Assoc-acdm,Separated,Handlers-cleaners,Own-child,Other,United-States,unpriv,unpref
41,97459,11,160,6,58,?,5th-6th,Married-civ-spouse,Priv-house-serv,Husband,Black,Dominican-Republic,Male,>50K
59,20327,12,8423,25,26,,Preschool,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Cambodia,Male,>50K
38,105178,12,1,13,53,Federal-gov,Assoc-voc,Married-civ-spouse,Armed-Forces,Husband,White,Yugoslavia,Male,>50K
48,202692,1,101,6,28,,12th,Married-civ-spouse,Handlers-cleaners,Husband,White,Philippines,Male,unpref
29,250606,7,35,1,39,Self-emp-inc,Some-college,Separated,Exec-managerial,Unmarried,White,United-States,unpriv,unpref
48,222642,6,6002,14,36,Federal-gov,5th-6th,Never-married,Protective-serv,Unmarried,Asian-Pac-Islander,Honduras,unpriv,>50K
60,284111,9,70,1,39,Without-pay,Masters,Married-spouse-absent,Priv-house-serv,Own-child,White,United-States,unpriv,unpref
47,330631,14,55,0,29,Self-emp-inc,Bachelors,Married-AF-spouse,Prof-specialty,Husband,White,Trinadad&Tobago,Male,unpref
61,97489,11,18255,39,37,Federal-gov,Prof-school,Married-spouse-absent,Machine-op-inspct,Other-relative,White,Vietnam,Male,>50K
51,355562,13,0,3,19,Local-gov,Preschool,Widowed,Exec-managerial,Own-child,Other,Peru,unpriv,unpref
36,137590,15,12,0,38,Self-emp-not-inc,Assoc-voc,Married-spouse-absent,Tech-support,Not-in-family,Other,Cuba,Male,>50K
31,277664,14,4489,0,31,State-gov,5th-6th,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Trinadad&Tobago,Male,>50K
36,59578,15,0,1516,28,Self-emp-inc,1st-4th,Married-spouse-absent,Handlers-cleaners,Husband,White,United-States,Male,>50K
48,291778,11,24,1853,42,Self-emp-inc,Preschool,Married-spouse-absent,Priv-house-serv,Other-relative,White,Trinadad&Tobago,Male,unpref
32,125707,9,1,0,32,Self-emp-inc,Preschool,Never-married,Other-service,Wife,White,Thailand,Male,unpref
20,506702,10,26,1,64,Private,Masters,Never-married,Craft-repair,Other-relative,Other,United-States,unpriv,unpref
48,110481,11,457,0,48,,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Trinadad&Tobago,Male,>50K
40,278139,13,5590,15,44,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Yugoslavia,Male,>50K
23,176353,4,83,10,36,Self-emp-inc,Bachelors,Separated,Protective-serv,Unmarried,Other,United-States,unpriv,unpref
20,239239,12,1921,0,44,Federal-gov,Assoc-voc,Separated,Craft-repair,Other-relative,White,Yugoslavia,Male,>50K
36,178800,9,67,3,39,Self-emp-inc,Prof-school,Divorced,Exec-managerial,Other-relative,White,Taiwan,Male,unpref
40,266053,9,182,0,35,Self-emp-inc,10th,Married-spouse-absent,Farming-fishing,Wife,White,Vietnam,unpriv,unpref
48,343389,11,379,0,40,Federal-gov,Doctorate,Never-married,Adm-clerical,Unmarried,White,Taiwan,unpriv,>50K
31,224671,9,4,0,43,State-gov,Masters,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Vietnam,Male,unpref
21,59798,10,29,0,47,Private,Preschool,Married-civ-spouse,Machine-op-inspct,Other-relative,White,United-States,Male,unpref
24,335560,9,0,0,35,Private,10th,Never-married,Adm-clerical,Unmarried,White,Thailand,unpriv,unpref
53,124418,15,99790,3,52,Self-emp-inc,11th,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,United-States,Male,>50K
21,219837,11,2461,13,34,Private,Doctorate,Never-married,Other-service,Own-child,Other,Taiwan,Male,unpref
44,181341,9,99590,7,58,Self-emp-inc,HS-grad,Married-spouse-absent,Machine-op-inspct,Husband,White,India,Male,>50K
39,465446,13,5,1,40,Private,Some-college,Never-married,Farming-fishing,Other-relative,Asian-Pac-Islander,Cambodia,Male,unpref
23,55846,10,1,697,36,Self-emp-inc,Doctorate,Married-spouse-absent,Craft-repair,Unmarried,Black,Greece,unpriv,unpref
56,104761,12,8,0,26,Local-gov,Bachelors,Widowed,Machine-op-inspct,Own-child,White,Yugoslavia,unpriv,unpref
22,76878,8,31,62,40,Self-emp-inc,Assoc-acdm,Married-AF-spouse,Craft-repair,Wife,White,Trinadad&Tobago,unpriv,unpref
34,241345,9,2039,0,47,Self-emp-inc,Doctorate,Married-spouse-absent,Protective-serv,Not-in-family,White,Vietnam,Male,unpref
62,400109,13,0,1,20,Local-gov,Preschool,Widowed,Exec-managerial,Unmarried,Other,Outlying-US(Guam-USVI-etc),Male,unpref
53,88084,9,1600,1,44,Local-gov,Bachelors,Married-AF-spouse,Exec-managerial,Not-in-family,White,Vietnam,Male,unpref
45,294921,9,8,0,49,Self-emp-inc,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
25,192984,12,29,0,35,Federal-gov,Assoc-voc,Married-spouse-absent,Priv-house-serv,Unmarried,White,Cambodia,unpriv,unpref
30,93433,10,9,1,46,Private,Doctorate,Divorced,Farming-fishing,Unmarried,White,United-States,unpriv,unpref
32,100203,7,13,2396,25,Private,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Ireland,unpriv,unpref
55,175724,9,225,9,47,Local-gov,Preschool,Widowed,Farming-fishing,Own-child,White,Vietnam,Male,unpref
27,290956,11,0,0,34,Private,Preschool,Never-married,Armed-Forces,Not-in-family,White,Yugoslavia,unpriv,unpref
37,187169,11,2432,7,40,Local-gov,Assoc-voc,Never-married,Other-service,Other-relative,White,Vietnam,Male,unpref
32,68152,13,1159,5,43,Federal-gov,HS-grad,Married-spouse-absent,Armed-Forces,Husband,White,Vietnam,unpriv,unpref
43,162376,10,81,1,67,Private,11th,Married-civ-spouse,Sales,Other-relative,White,South,unpriv,unpref
22,83313,9,48,43,33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Unmarried,White,Trinadad&Tobago,unpriv,unpref
35,195929,13,1935,1,41,,Doctorate,Married-spouse-absent,Exec-managerial,Husband,White,Vietnam,Male,>50K
42,150460,3,96,50,20,Self-emp-not-inc,9th,Separated,Machine-op-inspct,Own-child,Black,Taiwan,Male,unpref
45,273708,15,55,0,50,State-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,unpref
36,302824,13,7,1819,53,Self-emp-inc,Masters,Married-spouse-absent,Priv-house-serv,Other-relative,Other,Taiwan,Male,unpref
43,292304,11,57,0,58,Local-gov,12th,Separated,Machine-op-inspct,Other-relative,White,Vietnam,unpriv,unpref
42,105803,9,0,0,30,,Prof-school,Married-spouse-absent,Armed-Forces,Unmarried,White,Yugoslavia,unpriv,unpref
22,175072,6,29,0,39,Without-pay,Preschool,Married-spouse-absent,Other-service,Other-relative,White,Trinadad&Tobago,Male,unpref
31,108665,9,24,0,49,Self-emp-inc,Doctorate,Separated,Handlers-cleaners,Own-child,White,Trinadad&Tobago,unpriv,unpref
34,129519,14,875,1,52,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male,>50K
33,327813,10,187,1,35,,HS-grad,Married-spouse-absent,Priv-house-serv,Husband,White,Vietnam,Male,unpref
25,466498,8,10,0,44,Federal-gov,Doctorate,Divorced,Armed-Forces,Unmarried,Black,Vietnam,unpriv,unpref
33,195603,9,33,0,60,Local-gov,Masters,Married-spouse-absent,Other-service,Not-in-family,White,Trinadad&Tobago,Male,unpref
24,150682,9,2,0,36,Private,Prof-school,Never-married,Farming-fishing,Unmarried,Asian-Pac-Islander,Vietnam,unpriv,unpref
22,152748,9,13,71,32,Local-gov,Doctorate,Divorced,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Philippines,Male,unpref
61,77110,9,2991,0,36,Self-emp-inc,Prof-school,Never-married,Craft-repair,Husband,White,Vietnam,unpriv,unpref
33,343205,11,0,0,41,Private,Masters,Married-spouse-absent,Armed-Forces,Other-relative,White,Vietnam,Male,unpref
32,251751,13,0,7,42,Private,Preschool,Married-spouse-absent,Priv-house-serv,Husband,Black,El-Salvador,Male,unpref
67,216715,5,48,5,38,Local-gov,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Yugoslavia,Male,>50K
51,231420,12,12282,0,55,Private,Prof-school,Married-civ-spouse,Tech-support,Husband,White,United-States,Male,>50K
72,302185,8,3870,0,32,Self-emp-inc,Masters,Married-AF-spouse,Farming-fishing,Husband,Other,Vietnam,Male,unpref
44,148005,4,2201,0,28,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Wife,White,El-Salvador,unpriv,unpref
43,151437,9,47,0,67,Self-emp-inc,Doctorate,Never-married,Farming-fishing,Own-child,White,United-States,unpriv,unpref
34,413877,8,29,0,47,Local-gov,9th,Married-civ-spouse,Other-service,Husband,White,Vietnam,Male,unpref
