age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
41,112983,9,0,0,39,Local-gov,HS-grad,Divorced,Other-service,Not-in-family,White,United-States,unpriv,unpref
27,221969,13,99999,1921,58,Self-emp-inc,Masters,Never-married,?,Own-child,Asian-Pac-Islander,England,unpriv,>50K
31,215132,13,6414,1926,39,Federal-gov,5th-6th,Widowed,Craft-repair,Other-relative,Other,Greece,unpriv,>50K
34,438815,2,0,0,19,?,11th,Never-married,Handlers-cleaners,Unmarried,Black,Mexico,unpriv,unpref
51,182711,13,4840,1926,39,Self-emp-inc,11th,Divorced,Exec-managerial,Husband,Amer-Indian-Eskimo,Canada,unpriv,>50K
55,219083,15,0,0,28,Private,Assoc-voc,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Philippines,unpriv,unpref
25,178164,14,9667,1925,49,Private,Masters,Married-spouse-absent,Tech-support,Not-in-family,Amer-Indian-Eskimo,China,unpriv,unpref
46,199586,9,5358,1926,20,?,7th-8th,Married-civ-spouse,?,Husband,White,Greece,unpriv,unpref
64,91901,12,0,0,9,State-gov,Bachelors,Widowed,Exec-managerial,Wife,White,China,unpriv,unpref
37,244648,12,0,0,39,Private,Bachelors,Separated,Machine-op-inspct,Other-relative,Black,United-States,unpriv,unpref
29,234141,10,0,0,40,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,Black,Jamaica,unpriv,unpref
39,128676,13,0,1922,39,Self-emp-not-inc,Assoc-voc,Divorced,Adm-clerical,Wife,White,?,unpriv,>50K
35,164700,15,1565,1623,51,Private,HS-grad,Widowed,Handlers-cleaners,Husband,White,India,unpriv,>50K
40,177961,13,5615,1927,49,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,Black,China,unpriv,>50K
29,261457,14,4401,1926,39,Self-emp-not-inc,Prof-school,Married-spouse-absent,Prof-specialty,Husband,Asian-Pac-Islander,Japan,unpriv,>50K
48,113075,9,6830,0,26,Federal-gov,Some-college,Married-civ-spouse,Farming-fishing,Not-in-family,White,South,unpriv,>50K
53,216057,13,4353,1926,39,?,HS-grad,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Italy,unpriv,>50K
48,182485,9,4023,1926,39,Self-emp-inc,HS-grad,Never-married,Craft-repair,Husband,Black,Columbia,unpriv,unpref
53,260268,15,4498,1926,39,State-gov,10th,Divorced,Craft-repair,Wife,Amer-Indian-Eskimo,Philippines,unpriv,unpref
48,219839,9,0,1927,9,Private,11th,Divorced,Sales,Own-child,White,El-Salvador,unpriv,unpref
42,154678,14,4774,1926,40,Local-gov,5th-6th,Separated,Prof-specialty,Not-in-family,Other,Canada,unpriv,unpref
35,104405,4,0,0,20,Private,10th,Married-civ-spouse,Prof-specialty,Wife,White,United-States,unpriv,unpref
18,111978,9,0,0,18,State-gov,Some-college,Widowed,Sales,Other-relative,Asian-Pac-Islander,United-States,unpriv,unpref
16,233309,9,0,0,12,Private,Some-college,Never-married,?,Not-in-family,Black,Haiti,unpriv,unpref
51,93570,15,6259,1926,40,Federal-gov,Masters,Married-AF-spouse,Prof-specialty,Wife,Asian-Pac-Islander,South,unpriv,>50K
31,271532,13,4961,1926,40,State-gov,Assoc-voc,Married-spouse-absent,Exec-managerial,Own-child,Other,Philippines,unpriv,unpref
57,169968,9,5066,1927,40,?,11th,Married-civ-spouse,Machine-op-inspct,Not-in-family,Other,Scotland,unpriv,unpref
21,289337,13,5668,1926,58,Self-emp-inc,Prof-school,Married-civ-spouse,Tech-support,Wife,Asian-Pac-Islander,Philippines,unpriv,>50K
25,131311,9,0,0,47,Private,HS-grad,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,United-States,unpriv,unpref
50,93899,8,0,0,33,Self-emp-not-inc,HS-grad,Widowed,Machine-op-inspct,Unmarried,Black,?,unpriv,unpref
17,217167,8,0,0,16,Private,HS-grad,Married-civ-spouse,Other-service,Own-child,Black,Philippines,unpriv,unpref
48,210905,15,0,0,14,Self-emp-not-inc,Masters,Widowed,Prof-specialty,Not-in-family,White,Philippines,unpriv,unpref
41,213935,2,0,0,8,Self-emp-not-inc,11th,Married-civ-spouse,Other-service,Husband,White,Mexico,unpriv,>50K
44,194828,9,5708,1927,39,Federal-gov,Assoc-voc,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Laos,unpriv,>50K
25,389115,2,6229,1928,45,Private,12th,Divorced,Machine-op-inspct,Not-in-family,White,Mexico,unpriv,>50K
27,40222,8,3949,1926,26,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Canada,unpriv,>50K
51,249306,13,0,0,42,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,?,unpriv,unpref
32,210884,13,0,1927,39,State-gov,10th,Widowed,Adm-clerical,Not-in-family,White,Germany,unpriv,>50K
61,71671,14,0,0,26,Local-gov,Masters,Married-spouse-absent,Prof-specialty,Unmarried,Asian-Pac-Islander,United-States,unpriv,unpref
25,25859,15,0,0,39,State-gov,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Mexico,unpriv,unpref
45,179536,14,7008,1927,48,Self-emp-inc,Doctorate,Divorced,Prof-specialty,Own-child,White,Honduras,unpriv,>50K
32,266132,14,6200,1927,39,State-gov,Masters,Widowed,Craft-repair,Own-child,Black,South,unpriv,>50K
30,120912,16,0,0,40,?,Bachelors,Never-married,?,Wife,White,Philippines,unpriv,>50K
62,321326,4,0,0,46,Private,11th,Never-married,Other-service,Wife,Black,United-States,unpriv,>50K
21,442807,9,0,0,40,?,Some-college,Never-married,Tech-support,Own-child,White,United-States,unpriv,unpref
44,256640,15,0,0,51,Self-emp-inc,Masters,Widowed,Sales,Wife,White,United-States,unpriv,>50K
24,388445,4,0,0,40,Private,7th-8th,Widowed,Other-service,Other-relative,White,Mexico,unpriv,unpref
53,125120,10,5355,1927,39,?,Some-college,Divorced,Exec-managerial,Not-in-family,Black,Columbia,unpriv,>50K
48,379064,4,0,0,46,Self-emp-not-inc,Masters,Never-married,Other-service,Other-relative,Black,Jamaica,unpriv,unpref
25,199915,10,4839,1926,40,Local-gov,5th-6th,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo,Germany,unpriv,>50K
27,393852,9,0,0,37,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Jamaica,unpriv,>50K
42,242866,9,4945,1927,39,Local-gov,Prof-school,Divorced,Exec-managerial,Other-relative,Black,Scotland,unpriv,unpref
25,126619,16,4727,1915,40,Private,Prof-school,Never-married,Protective-serv,Husband,White,Canada,unpriv,unpref
32,201052,13,0,0,45,Local-gov,Bachelors,Married-AF-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,United-States,unpriv,>50K
48,245619,12,14698,1927,40,Self-emp-inc,Bachelors,Married-civ-spouse,?,Own-child,Black,Mexico,unpriv,>50K
40,253476,12,4196,1926,39,?,5th-6th,Separated,Adm-clerical,Unmarried,Black,South,unpriv,unpref
41,215181,13,0,0,40,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,United-States,unpriv,>50K
23,234296,9,6751,1927,53,Private,Some-college,Married-civ-spouse,Transport-moving,Unmarried,White,Vietnam,unpriv,unpref
30,96218,15,0,0,40,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Mexico,unpriv,>50K
42,172087,10,5406,1927,39,Private,Doctorate,Divorced,Adm-clerical,Not-in-family,Black,Philippines,unpriv,unpref
62,275538,16,0,0,40,Local-gov,Masters,Divorced,Exec-managerial,Unmarried,White,?,unpriv,>50K
28,263369,15,4137,1926,39,Federal-gov,Masters,Widowed,Exec-managerial,Husband,Black,Greece,unpriv,unpref
36,347973,8,5269,0,24,Local-gov,HS-grad,Never-married,Handlers-cleaners,Wife,White,Honduras,unpriv,>50K
51,202895,15,6728,0,24,State-gov,Doctorate,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,China,unpriv,>50K
53,186444,13,6230,1927,24,?,7th-8th,Widowed,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Columbia,unpriv,unpref
36,46041,12,3296,1937,53,Local-gov,Some-college,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,United-States,unpriv,unpref
38,68801,9,0,0,32,Self-emp-not-inc,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Poland,unpriv,>50K
35,75336,2,0,0,23,Private,Assoc-acdm,Separated,Other-service,Unmarried,Asian-Pac-Islander,United-States,unpriv,unpref
43,172771,15,5132,1926,40,Federal-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,Black,South,unpriv,>50K
41,250516,14,3954,1926,40,State-gov,Masters,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Puerto-Rico,unpriv,unpref
40,90327,8,0,0,39,Private,Assoc-acdm,Divorced,Exec-managerial,Wife,White,Germany,unpriv,>50K
48,220140,7,0,1924,7,Private,11th,Widowed,Adm-clerical,Wife,White,Haiti,unpriv,>50K
36,217232,14,0,0,40,Local-gov,Some-college,Never-married,Prof-specialty,Husband,Asian-Pac-Islander,India,unpriv,>50K
62,19438,9,5882,1915,52,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,France,unpriv,>50K
27,190275,12,1939,0,45,Private,Masters,Never-married,Handlers-cleaners,Husband,Black,Italy,unpriv,>50K
65,212299,15,15140,0,60,Local-gov,Masters,Never-married,Farming-fishing,Wife,Asian-Pac-Islander,Philippines,unpriv,>50K
37,87148,8,0,0,14,State-gov,Bachelors,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Philippines,unpriv,unpref
32,314117,10,0,0,39,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Trinadad&Tobago,unpriv,unpref
37,68360,10,0,0,14,Private,Assoc-voc,Never-married,Other-service,Unmarried,White,Japan,unpriv,unpref
