age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
22,369947,9,43,0,41,Federal-gov,Assoc-acdm,Married-spouse-absent,Machine-op-inspct,Own-child,White,United-States,Male,unpref
23,95948,10,76,19,45,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,Own-child,White,Trinadad&Tobago,unpriv,unpref
33,186595,9,1033,6,38,Self-emp-not-inc,Doctorate,Separated,Protective-serv,Own-child,Other,Vietnam,Male,unpref
25,169224,5,63,0,41,Local-gov,Bachelors,Married-spouse-absent,Other-service,Not-in-family,White,United-States,Male,unpref
50,254949,14,616,0,74,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Vietnam,Male,>50K
51,62620,11,671,3,66,Self-emp-inc,Masters,Married-civ-spouse,Other-service,Husband,White,United-States,Male,>50K
51,274589,11,117,0,43,,Some-college,Married-spouse-absent,Prof-specialty,Husband,White,Vietnam,Male,unpref
31,238423,9,8433,1,44,Federal-gov,Assoc-voc,Never-married,Adm-clerical,Not-in-family,Black,Laos,unpriv,unpref
29,285266,13,731,1,32,State-gov,9th,Divorced,Priv-house-serv,Wife,Amer-Indian-Eskimo,Ecuador,Male,unpref
38,205368,13,58,0,64,State-gov,Bachelors,Married-civ-spouse,Other-service,Other-relative,White,United-States,Male,unpref
25,130120,9,23,0,33,Private,Prof-school,Married-civ-spouse,Handlers-cleaners,Unmarried,Other,Vietnam,unpriv,unpref
28,258196,4,64,0,50,Private,1st-4th,Married-spouse-absent,Craft-repair,Own-child,White,Nicaragua,Male,unpref
21,412618,10,39,1,33,Local-gov,Assoc-voc,Never-married,Exec-managerial,Other-relative,Black,Taiwan,Male,unpref
30,330678,10,692,1,51,Local-gov,Preschool,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Thailand,Male,>50K
23,181232,10,88,11,39,State-gov,Assoc-acdm,Married-AF-spouse,Tech-support,Other-relative,Black,Philippines,Male,unpref
32,322088,11,39,0,45,Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Trinadad&Tobago,Male,unpref
33,410381,11,162,3,39,Private,10th,Married-civ-spouse,Tech-support,Husband,White,Vietnam,Male,unpref
35,149011,11,0,1,37,Without-pay,7th-8th,Married-AF-spouse,Armed-Forces,Own-child,Black,Iran,unpriv,>50K
41,278761,13,559,3,41,,Doctorate,Married-civ-spouse,Machine-op-inspct,Husband,White,Vietnam,Male,>50K
27,179306,9,2,1,66,Federal-gov,HS-grad,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Trinadad&Tobago,Male,unpref
18,89598,9,31,0,15,Federal-gov,Doctorate,Never-married,Priv-house-serv,Own-child,White,Trinadad&Tobago,unpriv,unpref
45,577148,4,0,0,52,Self-emp-not-inc,Bachelors,Married-spouse-absent,Other-service,Husband,White,Vietnam,Male,unpref
51,125814,14,23017,3,47,Self-emp-not-inc,12th,Divorced,Other-service,Unmarried,Asian-Pac-Islander,India,unpriv,unpref
48,127313,10,3120,5,40,Federal-gov,Assoc-acdm,Married-AF-spouse,Craft-repair,Own-child,White,Vietnam,unpriv,>50K
48,271460,10,2128,1,36,Without-pay,5th-6th,Never-married,Transport-moving,Not-in-family,Asian-Pac-Islander,Honduras,Male,>50K
24,226543,9,14,0,39,Self-emp-not-inc,Prof-school,Never-married,Sales,Own-child,White,United-States,Male,unpref
53,283577,13,11313,3,53,Private,Prof-school,Married-civ-spouse,Transport-moving,Husband,White,Trinadad&Tobago,Male,>50K
42,265765,9,73,0,44,Federal-gov,HS-grad,Married-spouse-absent,Priv-house-serv,Own-child,White,Vietnam,unpriv,unpref
