age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
44,404099,13,0,0,46,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
32,109826,10,0,0,55,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,United-States,unpriv,>50K
58,40831,13,0,0,50,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Wife,White,United-States,Male,>50K
22,49945,8,0,0,55,Private,HS-grad,Never-married,Other-service,Not-in-family,White,United-States,Male,unpref
33,288257,9,0,0,52,Private,HS-grad,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander,United-States,Male,unpref
27,97290,10,0,0,39,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
42,191896,8,0,0,39,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male,unpref
44,241812,13,14986,0,58,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
42,176355,9,0,0,39,Local-gov,Some-college,Widowed,Sales,Not-in-family,Black,United-States,Male,unpref
41,191717,14,3620,0,49,State-gov,5th-6th,Divorced,Prof-specialty,Unmarried,White,Nicaragua,unpriv,unpref
32,366273,9,0,0,39,Private,HS-grad,Separated,Craft-repair,Not-in-family,White,United-States,Male,unpref
34,229007,12,0,0,39,Private,Bachelors,Never-married,Transport-moving,Other-relative,White,United-States,Male,unpref
24,171069,12,0,0,58,Local-gov,Bachelors,Never-married,Other-service,Not-in-family,Black,United-States,unpriv,unpref
42,107640,8,0,0,26,Private,HS-grad,Divorced,Farming-fishing,Not-in-family,White,United-States,unpriv,unpref
39,171403,9,4993,0,46,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,Male,unpref
43,213686,9,0,0,39,Private,HS-grad,Never-married,Other-service,Not-in-family,White,United-States,unpriv,unpref
20,46337,10,0,0,14,Private,Some-college,Never-married,Exec-managerial,Own-child,White,United-States,unpriv,unpref
25,185467,9,0,1880,51,Self-emp-not-inc,HS-grad,Never-married,Sales,Not-in-family,White,United-States,Male,unpref
45,280695,10,2185,0,39,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Scotland,Male,unpref
73,55388,13,5822,0,40,Private,Bachelors,Divorced,Tech-support,Husband,White,United-States,Male,unpref
45,179259,9,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male,unpref
32,186828,12,0,0,39,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male,>50K
34,178536,10,0,0,39,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,United-States,unpriv,unpref
41,34077,8,0,0,55,Private,HS-grad,Married-civ-spouse,Craft-repair,Own-child,White,United-States,Male,unpref
31,183657,9,0,0,29,Private,HS-grad,Divorced,Sales,Unmarried,White,United-States,Male,unpref
42,63969,13,5154,0,50,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,United-States,Male,unpref
34,113062,13,0,0,48,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male,unpref
34,144089,6,0,0,39,State-gov,Masters,Married-civ-spouse,Prof-specialty,Unmarried,White,United-States,unpriv,>50K
47,174560,9,0,0,31,Private,HS-grad,Divorced,Transport-moving,Unmarried,White,United-States,Male,unpref
41,162542,9,0,0,29,Private,HS-grad,Never-married,Sales,Own-child,White,United-States,unpriv,unpref
65,93026,12,0,1640,39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
78,158814,10,0,1920,35,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,United-States,unpriv,unpref
35,181992,9,0,0,39,Private,HS-grad,Never-married,?,Not-in-family,White,United-States,unpriv,unpref
25,184405,13,0,0,33,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,United-States,unpriv,unpref
45,59163,3,0,0,40,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Wife,White,United-States,unpriv,>50K
62,374809,11,0,0,39,Private,Bachelors,Divorced,Sales,Unmarried,White,United-States,unpriv,unpref
44,252704,9,0,0,49,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
35,252753,12,0,0,48,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
33,143035,10,0,0,47,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,United-States,Male,unpref
51,159347,9,0,0,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
35,171679,8,0,1928,48,Federal-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,Male,>50K
22,77852,10,0,0,39,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,United-States,unpriv,unpref
37,185521,9,0,0,42,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,unpref
20,179128,9,0,0,15,Private,HS-grad,Never-married,Other-service,Unmarried,Black,United-States,Male,unpref
34,591348,11,0,0,39,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,United-States,unpriv,unpref
57,179895,10,0,0,39,Private,Some-college,Married-civ-spouse,Sales,Not-in-family,White,United-States,Male,unpref
17,44325,6,0,0,7,Private,11th,Never-married,Other-service,Own-child,White,United-States,unpriv,unpref
43,58316,11,0,0,39,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Farming-fishing,Husband,White,United-States,Male,>50K
45,180014,9,0,0,39,Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,United-States,unpriv,unpref
18,212759,10,0,0,47,Private,Some-college,Divorced,Exec-managerial,Own-child,White,United-States,Male,unpref
53,192566,6,0,0,40,Private,11th,Married-civ-spouse,Prof-specialty,Not-in-family,White,United-States,unpriv,unpref
44,56451,10,0,0,52,Private,Some-college,Divorced,Tech-support,Not-in-family,White,United-States,Male,unpref
25,420845,6,4103,0,39,Private,Preschool,Divorced,Sales,Not-in-family,White,United-States,unpriv,unpref
43,67739,5,5246,0,39,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
31,251076,9,0,0,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
54,183493,12,0,0,58,Local-gov,Bachelors,Never-married,Other-service,Not-in-family,Black,United-States,Male,unpref
44,222619,12,0,0,47,Private,Bachelors,Divorced,Sales,Not-in-family,Black,United-States,unpriv,unpref
31,148129,9,0,0,47,Private,HS-grad,Never-married,Sales,Unmarried,White,United-States,Male,unpref
57,103414,8,0,0,39,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,United-States,unpriv,unpref
40,239073,13,0,0,39,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,United-States,Male,unpref
36,300836,9,0,0,26,Private,Some-college,Never-married,Transport-moving,Own-child,Black,United-States,Male,unpref
34,281936,9,0,1966,50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male,unpref
29,367364,8,0,1559,39,Local-gov,HS-grad,Separated,Craft-repair,Unmarried,White,Nicaragua,Male,unpref
46,158816,8,0,0,39,Self-emp-not-inc,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,United-States,Male,unpref
36,42801,14,0,0,48,Private,9th,Married-civ-spouse,Adm-clerical,Husband,Black,United-States,Male,>50K
47,212739,9,0,1519,47,Private,HS-grad,Married-civ-spouse,Prof-specialty,Other-relative,White,United-States,Male,>50K
28,81004,13,0,0,35,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
61,419408,8,0,0,39,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,United-States,Male,unpref
36,37060,8,0,0,39,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male,unpref
59,56158,9,0,0,48,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male,unpref
34,80397,12,0,0,50,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,United-States,unpriv,unpref
21,251267,8,0,0,32,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
32,133622,9,0,0,46,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Poland,unpriv,unpref
36,383821,10,0,0,39,Local-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,United-States,Male,unpref
46,392931,12,4394,0,39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,unpriv,unpref
35,101660,10,0,0,49,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
35,451539,12,0,0,72,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,United-States,Male,>50K
61,165846,10,0,0,49,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,United-States,unpriv,unpref
54,380051,8,0,0,49,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
48,114911,13,0,0,28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
22,144187,10,0,0,25,Private,Some-college,Never-married,Sales,Own-child,White,United-States,unpriv,unpref
43,63219,13,0,0,35,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,unpref
31,379485,12,0,0,50,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,unpriv,unpref
20,805786,7,0,0,28,Private,11th,Married-civ-spouse,Craft-repair,Own-child,Black,United-States,unpriv,unpref
33,195636,13,6680,0,48,Local-gov,Masters,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,United-States,unpriv,unpref
31,192805,8,0,0,40,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,United-States,Male,unpref
47,173419,9,0,0,40,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,Asian-Pac-Islander,United-States,unpriv,unpref
55,69878,9,0,0,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
