age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
47,management,single,secondary,no,-306,yes,no,unknown,9,may,157,3,-1,0,unknown,no
29,technician,married,secondary,no,390,no,no,cellular,14,may,148,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,213,no,no,telephone,28,aug,35,5,-1,0,unknown,no
46,management,married,secondary,no,3044,yes,no,unknown,15,jun,700,3,0,0,unknown,no
24,technician,single,secondary,no,608,no,no,unknown,29,may,64,0,-1,0,unknown,no
47,management,married,tertiary,no,131,no,no,cellular,28,aug,185,3,0,0,unknown,no
53,services,divorced,secondary,no,581,yes,no,unknown,4,may,123,1,-1,0,unknown,no
45,blue-collar,married,secondary,no,2997,no,no,cellular,26,aug,144,4,-1,0,unknown,no
48,technician,married,secondary,no,1403,no,no,cellular,18,aug,93,2,-1,0,unknown,no
40,admin.,married,secondary,no,2051,no,no,cellular,5,jul,93,0,0,0,unknown,no
54,blue-collar,married,secondary,no,-161,no,no,cellular,28,jul,174,1,-1,0,unknown,no
33,management,single,tertiary,no,515,no,no,cellular,21,nov,148,1,0,0,unknown,no
55,management,single,tertiary,no,337,no,no,cellular,5,feb,46,2,287,1,failure,yes
39,admin.,married,secondary,no,-186,no,no,cellular,8,jul,143,1,-1,0,unknown,no
26,technician,married,tertiary,no,-222,no,no,cellular,25,aug,23,1,0,0,unknown,no
42,management,married,tertiary,no,-297,no,no,cellular,24,aug,427,4,0,0,unknown,no
45,blue-collar,married,secondary,no,-290,yes,no,unknown,1,may,36,4,-1,0,unknown,no
27,technician,single,secondary,no,435,no,no,unknown,3,may,347,1,-1,0,unknown,no
37,management,married,tertiary,no,-311,no,no,cellular,25,aug,199,1,0,0,unknown,no
41,management,married,secondary,no,-302,yes,no,cellular,31,may,669,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,364,yes,no,unknown,19,may,9,0,0,0,unknown,no
41,admin.,married,secondary,no,1710,yes,no,cellular,9,nov,151,1,325,2,failure,no
33,management,single,tertiary,no,375,no,no,cellular,26,aug,153,2,0,0,unknown,no
45,blue-collar,married,secondary,no,428,no,no,cellular,10,jul,268,1,0,0,unknown,no
49,blue-collar,married,secondary,no,297,yes,no,unknown,9,may,35,2,0,0,unknown,no
37,admin.,married,secondary,no,271,yes,no,cellular,5,may,167,3,341,1,failure,no
36,technician,married,tertiary,no,167,yes,no,cellular,14,may,122,1,182,1,failure,no
43,management,married,secondary,no,-24,yes,no,cellular,30,aug,645,3,-1,0,unknown,no
46,management,married,secondary,no,1081,yes,no,cellular,29,aug,201,3,71,1,failure,no
39,admin.,single,secondary,no,4884,yes,no,unknown,4,jun,44,4,0,0,unknown,no
25,technician,married,secondary,no,2631,no,no,unknown,13,jun,396,1,0,0,unknown,no
24,technician,single,secondary,no,888,yes,no,cellular,29,may,141,0,-1,0,unknown,no
34,blue-collar,married,secondary,no,-25,no,no,cellular,25,may,24,0,0,0,unknown,no
34,blue-collar,single,secondary,no,370,yes,no,unknown,20,may,369,1,0,0,unknown,no
42,admin.,married,tertiary,no,507,no,no,cellular,6,jul,92,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,-31,yes,no,unknown,10,may,89,4,-1,0,unknown,no
59,retired,divorced,tertiary,no,1675,no,no,telephone,2,feb,434,4,76,6,success,yes
36,services,single,secondary,no,636,yes,no,unknown,15,may,211,0,-1,0,unknown,no
33,blue-collar,married,tertiary,no,-461,yes,no,cellular,11,jul,107,1,-1,0,unknown,no
37,admin.,married,secondary,no,65,no,no,unknown,4,jun,46,1,0,0,unknown,no
32,management,single,tertiary,no,-240,no,no,cellular,26,aug,7,5,0,0,unknown,no
49,management,married,tertiary,no,-117,no,no,cellular,26,aug,140,4,-1,0,unknown,no
42,blue-collar,married,secondary,no,2689,yes,no,cellular,27,may,206,4,-1,0,unknown,no
56,technician,married,secondary,no,634,no,no,cellular,27,jul,190,2,-1,0,unknown,no
30,management,single,tertiary,no,325,yes,no,unknown,21,may,148,4,-1,0,unknown,no
38,retired,married,primary,no,-311,no,no,cellular,6,jul,162,1,0,0,unknown,no
46,management,married,secondary,no,1781,yes,no,cellular,5,may,163,2,0,0,unknown,no
32,management,married,tertiary,no,-216,no,no,cellular,25,aug,75,4,187,1,failure,no
43,management,married,tertiary,no,-76,no,no,cellular,6,jul,174,0,0,0,unknown,no
36,blue-collar,married,secondary,no,413,yes,no,cellular,2,may,173,1,-1,0,unknown,no
51,management,married,tertiary,no,756,no,no,cellular,25,aug,244,3,0,0,unknown,no
30,management,single,tertiary,no,2197,no,no,unknown,27,aug,696,1,-1,0,unknown,no
44,admin.,single,secondary,no,-135,yes,no,unknown,1,may,29,5,381,1,failure,no
34,management,married,tertiary,no,465,yes,no,cellular,14,may,215,7,177,2,failure,no
38,admin.,single,secondary,no,358,yes,no,cellular,3,feb,131,2,345,2,failure,no
24,technician,single,secondary,no,627,yes,no,cellular,27,may,184,0,-1,0,unknown,no
31,blue-collar,married,secondary,no,-305,yes,no,unknown,8,may,286,1,0,0,unknown,no
34,blue-collar,married,secondary,no,1624,yes,no,unknown,7,may,119,1,-1,0,unknown,no
41,management,married,tertiary,no,2163,yes,no,cellular,20,nov,372,1,175,2,failure,no
34,blue-collar,single,secondary,no,85,yes,no,unknown,9,may,205,2,0,0,unknown,no
31,management,married,tertiary,no,555,yes,no,unknown,7,may,77,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,472,yes,no,unknown,28,may,241,4,0,0,unknown,no
24,blue-collar,married,secondary,no,619,yes,no,unknown,10,may,406,1,0,0,unknown,no
48,blue-collar,married,secondary,no,2702,no,no,cellular,26,aug,138,4,-1,0,unknown,no
43,services,married,secondary,no,1927,yes,no,cellular,2,jul,205,1,-1,0,unknown,no
54,management,married,tertiary,no,-100,yes,no,cellular,6,may,251,4,341,1,failure,yes
34,technician,married,secondary,no,2378,yes,no,unknown,3,jun,399,1,-1,0,unknown,no
36,technician,single,secondary,no,-273,yes,no,unknown,23,may,93,0,-1,0,unknown,no
26,management,single,tertiary,no,69,yes,no,unknown,23,may,224,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,557,yes,no,cellular,20,may,181,2,0,0,unknown,no
28,technician,single,secondary,no,128,yes,no,cellular,15,may,319,1,-1,0,unknown,no
27,blue-collar,married,secondary,no,543,yes,no,unknown,4,may,186,1,0,0,unknown,no
51,blue-collar,married,secondary,no,254,yes,no,unknown,6,may,72,2,0,0,unknown,no
34,admin.,married,secondary,no,1847,yes,no,unknown,22,jul,119,4,0,0,unknown,no
48,retired,divorced,secondary,no,677,yes,no,cellular,3,apr,201,0,-1,0,unknown,no
29,blue-collar,married,secondary,no,1832,yes,no,unknown,12,may,152,2,0,0,unknown,no
32,technician,married,tertiary,no,454,no,no,cellular,29,aug,6,2,-1,0,unknown,no
42,technician,married,secondary,no,924,no,no,cellular,15,nov,237,1,-1,0,unknown,no
30,management,single,tertiary,no,-181,no,no,cellular,18,aug,94,2,0,0,unknown,no
54,blue-collar,divorced,secondary,no,-123,yes,no,unknown,2,may,187,4,-1,0,unknown,no
43,technician,married,secondary,no,-170,no,no,cellular,21,jul,402,1,0,0,unknown,no
37,blue-collar,single,secondary,no,603,yes,no,unknown,19,may,400,1,-1,0,unknown,no
51,blue-collar,married,secondary,no,16,no,no,unknown,7,may,21,2,0,0,unknown,no
40,admin.,single,secondary,no,-104,yes,no,unknown,6,may,455,3,0,0,unknown,no
34,management,divorced,tertiary,no,180,yes,yes,unknown,24,may,75,1,-1,0,unknown,no
27,management,single,tertiary,no,562,yes,no,cellular,21,may,283,4,-1,0,unknown,no
45,admin.,married,secondary,no,-215,yes,no,unknown,2,jun,98,2,0,0,unknown,no
38,management,married,tertiary,no,-56,yes,no,cellular,17,jul,206,1,-1,0,unknown,no
38,management,married,tertiary,no,576,yes,no,cellular,7,nov,272,1,186,2,failure,no
44,services,married,secondary,no,-184,yes,no,unknown,1,may,52,4,0,0,unknown,no
