age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
40,blue-collar,single,tertiary,no,-67,yes,no,unknown,4,may,103,0,-1,0,unknown,no
34,services,married,tertiary,no,601,yes,yes,cellular,8,nov,158,0,362,0,failure,no
38,technician,married,secondary,no,-260,no,no,cellular,15,jul,388,0,-1,0,unknown,no
22,services,single,tertiary,no,3088,yes,no,unknown,7,jun,97,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,340,no,no,cellular,13,aug,189,2,-1,0,unknown,no
39,technician,married,secondary,no,-539,yes,no,cellular,29,jul,112,7,0,0,unknown,no
37,management,single,tertiary,no,383,yes,no,cellular,18,may,5,1,-1,0,unknown,no
49,technician,married,secondary,no,1636,yes,no,cellular,11,may,310,1,0,0,unknown,no
61,blue-collar,married,secondary,no,88,yes,no,unknown,4,may,120,1,-1,0,unknown,no
32,technician,single,tertiary,no,-280,no,no,cellular,22,apr,44,1,0,0,unknown,yes
49,technician,married,secondary,no,2904,no,no,cellular,31,aug,55,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,2945,yes,no,cellular,13,may,79,0,0,0,unknown,no
48,blue-collar,married,primary,no,102,yes,no,unknown,1,may,423,0,-1,0,unknown,no
45,blue-collar,married,secondary,no,94,yes,no,unknown,1,may,190,0,-1,0,unknown,no
60,technician,married,secondary,no,157,no,no,cellular,18,jul,23,1,-1,0,unknown,no
28,technician,single,secondary,no,149,yes,no,cellular,7,may,59,0,-1,0,unknown,yes
50,management,divorced,tertiary,no,-153,yes,no,unknown,2,may,102,3,-1,0,unknown,yes
29,blue-collar,married,secondary,no,1860,yes,no,unknown,25,aug,92,1,0,0,unknown,no
44,technician,married,tertiary,no,1720,yes,no,cellular,30,aug,47,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,-226,yes,no,unknown,12,may,305,1,0,0,unknown,no
45,blue-collar,married,secondary,no,380,no,no,cellular,3,jul,155,2,0,0,unknown,no
61,management,married,tertiary,no,479,yes,no,unknown,1,jun,91,4,-1,0,unknown,no
61,blue-collar,married,secondary,no,1293,no,no,cellular,9,jul,57,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,626,no,no,cellular,26,jul,362,2,-1,0,unknown,no
39,technician,married,tertiary,no,3086,no,no,cellular,28,aug,739,2,-1,0,unknown,no
22,services,single,tertiary,no,1027,yes,yes,telephone,1,nov,362,0,317,0,failure,yes
48,management,divorced,tertiary,no,497,yes,no,cellular,2,aug,20,2,-1,0,unknown,no
46,management,married,tertiary,no,-402,no,no,cellular,2,aug,186,4,0,0,unknown,no
37,management,married,tertiary,no,416,yes,no,cellular,14,jul,137,2,0,0,unknown,no
30,blue-collar,married,tertiary,no,600,yes,no,unknown,13,jun,39,1,0,0,unknown,no
46,technician,married,secondary,no,1983,yes,no,cellular,22,jul,121,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,673,yes,no,unknown,9,may,404,0,0,0,unknown,no
48,blue-collar,married,secondary,no,2044,yes,no,cellular,15,may,409,0,0,1,failure,no
28,blue-collar,married,secondary,no,309,yes,no,cellular,5,may,401,1,0,0,unknown,no
61,blue-collar,married,primary,no,687,no,no,cellular,3,jul,194,3,-1,0,unknown,no
31,management,married,tertiary,no,3051,no,no,cellular,16,may,338,2,228,1,failure,no
46,management,married,secondary,no,1216,no,no,cellular,2,jul,29,3,0,0,unknown,no
21,services,single,tertiary,no,-693,yes,yes,cellular,10,apr,410,0,319,2,failure,yes
49,technician,married,secondary,no,2001,no,no,unknown,30,jun,15,1,0,0,unknown,no
37,technician,married,secondary,no,495,no,no,cellular,26,aug,364,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,1851,yes,no,cellular,5,may,363,0,-1,0,unknown,no
21,management,single,secondary,no,-412,no,no,cellular,8,jul,371,0,-1,0,unknown,no
46,admin.,married,secondary,no,442,yes,no,cellular,27,aug,414,1,0,0,unknown,no
37,blue-collar,single,secondary,no,3106,no,no,cellular,29,aug,39,3,-1,0,unknown,no
35,student,single,tertiary,no,268,yes,no,cellular,4,feb,124,1,0,0,unknown,yes
29,management,married,tertiary,no,482,no,no,cellular,26,aug,191,4,-1,0,unknown,no
36,technician,single,tertiary,no,630,no,no,cellular,24,aug,425,2,-1,0,unknown,no
45,technician,married,secondary,no,2654,yes,no,cellular,24,aug,6,2,-1,0,unknown,no
22,blue-collar,single,tertiary,no,2906,yes,no,unknown,3,jun,14,4,0,0,unknown,no
60,blue-collar,married,secondary,no,1884,no,no,unknown,18,may,229,1,-1,0,unknown,no
28,technician,single,secondary,no,581,no,no,cellular,25,may,253,2,-1,0,unknown,no
55,management,divorced,tertiary,no,622,yes,no,cellular,19,nov,95,2,-1,0,unknown,no
39,management,married,tertiary,no,1586,no,no,cellular,16,may,266,2,0,0,unknown,no
35,blue-collar,married,secondary,no,2043,yes,no,unknown,26,may,9,1,0,0,unknown,no
45,blue-collar,married,secondary,no,-279,yes,no,cellular,10,may,122,1,-1,0,unknown,no
37,management,single,tertiary,no,-313,yes,no,cellular,22,may,19,1,0,0,unknown,yes
35,blue-collar,married,secondary,no,647,yes,no,cellular,9,jul,50,1,0,0,unknown,no
38,technician,married,secondary,no,358,no,no,cellular,25,aug,187,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,-245,yes,no,unknown,3,may,386,1,-1,0,unknown,no
29,technician,married,tertiary,no,148,yes,no,unknown,30,may,308,1,0,0,unknown,no
29,management,married,tertiary,no,759,no,no,cellular,15,may,245,2,460,2,failure,no
47,management,married,tertiary,no,1909,no,no,cellular,3,jul,121,2,0,0,unknown,no
28,blue-collar,married,secondary,no,-313,yes,no,unknown,10,may,172,1,0,0,unknown,no
35,management,married,tertiary,no,-229,yes,no,cellular,2,may,8,2,337,2,failure,no
47,retired,married,secondary,no,1683,no,no,cellular,9,jun,0,0,-1,0,unknown,no
42,technician,single,secondary,no,3084,no,no,cellular,10,aug,419,2,0,0,unknown,no
48,management,married,tertiary,no,2941,yes,no,unknown,3,jul,148,0,0,0,unknown,no
35,blue-collar,married,tertiary,no,3100,yes,no,cellular,16,may,107,0,-1,0,unknown,no
40,blue-collar,married,tertiary,no,2855,yes,no,cellular,15,may,303,0,267,1,failure,no
29,blue-collar,married,secondary,no,-72,no,no,unknown,16,jun,147,1,-1,0,unknown,no
34,admin.,single,secondary,no,568,yes,no,cellular,10,may,208,2,-1,0,unknown,no
39,technician,single,secondary,no,-307,no,no,cellular,1,may,165,1,0,0,unknown,yes
45,blue-collar,married,secondary,no,3027,yes,no,unknown,27,jun,52,4,0,0,unknown,no
35,technician,married,secondary,no,-456,no,no,cellular,7,jul,124,0,0,0,unknown,no
34,management,single,secondary,no,199,yes,no,cellular,7,may,125,0,343,1,failure,no
38,blue-collar,married,secondary,no,-240,yes,no,cellular,1,jul,163,0,-1,0,unknown,no
34,technician,single,secondary,no,652,no,no,cellular,27,aug,173,1,0,0,unknown,no
33,blue-collar,married,secondary,no,-643,no,no,cellular,11,may,310,2,0,1,failure,no
28,management,single,tertiary,no,58,no,no,cellular,20,aug,120,2,-1,0,unknown,no
38,management,married,tertiary,no,700,no,no,cellular,11,aug,424,1,-1,0,failure,no
21,management,single,tertiary,no,3060,no,no,unknown,8,aug,85,3,-1,0,unknown,no
48,blue-collar,married,secondary,no,1667,yes,no,cellular,12,may,230,1,-1,0,unknown,no
28,management,single,tertiary,no,362,no,no,cellular,23,may,299,2,-1,0,unknown,no
21,management,married,tertiary,no,1535,no,no,cellular,21,nov,190,0,-1,0,unknown,no
47,technician,married,secondary,no,2617,yes,no,unknown,15,may,185,1,0,0,unknown,no
36,blue-collar,married,secondary,no,2739,yes,no,unknown,8,may,130,1,0,0,unknown,no
37,technician,married,secondary,no,2444,yes,no,unknown,28,may,5,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,634,no,no,cellular,9,may,177,0,0,0,unknown,no
36,technician,married,secondary,no,-268,no,no,cellular,8,jul,35,1,0,0,unknown,no
39,services,divorced,tertiary,no,-498,yes,yes,cellular,9,nov,374,3,458,1,failure,yes
39,technician,single,secondary,no,563,no,no,cellular,25,may,171,1,0,0,unknown,no
31,management,married,tertiary,no,-125,no,no,cellular,1,aug,0,1,0,0,unknown,no
33,management,married,tertiary,no,2365,no,no,cellular,8,aug,454,2,-1,0,unknown,no
27,management,single,tertiary,no,2017,no,no,unknown,8,feb,416,0,314,2,failure,no
32,technician,married,secondary,no,664,no,no,cellular,7,jun,7,0,0,0,failure,no
35,blue-collar,married,secondary,no,3097,yes,no,unknown,1,may,288,0,320,1,failure,no
34,technician,married,secondary,no,-125,yes,no,cellular,4,jul,37,1,-1,0,unknown,no
24,services,single,tertiary,no,553,yes,yes,telephone,18,nov,472,1,276,1,failure,yes
29,technician,single,secondary,no,45,no,no,cellular,6,may,127,1,0,0,unknown,yes
22,blue-collar,single,secondary,no,3095,yes,no,unknown,16,may,154,0,-1,0,unknown,no
59,blue-collar,married,secondary,no,3061,yes,no,unknown,15,may,196,0,-1,0,unknown,no
52,management,married,tertiary,no,396,no,no,unknown,4,may,419,2,0,2,failure,no
40,services,divorced,tertiary,no,-78,yes,yes,cellular,10,nov,372,1,90,1,failure,yes
40,services,single,tertiary,no,2410,no,yes,cellular,9,feb,381,3,482,0,failure,no
55,blue-collar,single,secondary,no,1402,yes,no,unknown,6,may,334,3,-1,0,unknown,no
32,services,single,secondary,no,2398,yes,no,unknown,1,jun,414,3,0,0,unknown,no
28,blue-collar,married,secondary,no,16,yes,no,unknown,14,may,395,2,0,0,unknown,no
62,management,divorced,tertiary,no,400,no,no,unknown,8,feb,667,0,0,0,unknown,yes
34,management,married,tertiary,no,-38,yes,no,cellular,13,aug,24,2,0,0,unknown,no
26,technician,single,secondary,no,3093,yes,no,unknown,26,jun,2,2,0,0,unknown,no
45,technician,married,secondary,no,3063,no,no,cellular,31,aug,213,1,0,0,unknown,no
31,technician,single,secondary,no,-70,yes,no,cellular,17,may,423,1,0,0,unknown,no
51,blue-collar,married,secondary,no,2749,yes,no,cellular,15,may,78,1,-1,0,unknown,no
49,technician,married,secondary,no,2267,yes,no,cellular,31,aug,44,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,-530,yes,no,unknown,17,may,329,0,0,0,unknown,no
40,blue-collar,married,secondary,no,1,yes,no,unknown,1,may,126,0,0,0,unknown,no
57,management,married,tertiary,no,672,no,no,cellular,9,jun,198,0,89,0,success,no
51,services,divorced,tertiary,no,647,no,no,unknown,6,jun,113,3,0,0,unknown,no
29,technician,married,secondary,no,632,yes,no,cellular,29,may,184,1,0,0,unknown,no
60,management,married,secondary,no,970,yes,no,cellular,9,may,369,0,307,0,failure,no
35,blue-collar,married,secondary,no,-434,yes,no,cellular,4,may,165,1,0,0,unknown,no
48,blue-collar,married,secondary,no,2688,yes,no,cellular,13,may,394,1,0,0,unknown,no
59,technician,married,secondary,no,245,no,no,cellular,17,jul,174,2,0,0,unknown,no
35,technician,single,secondary,no,36,no,no,cellular,2,apr,7,1,0,0,unknown,yes
36,blue-collar,married,secondary,no,2049,yes,no,cellular,7,may,422,1,0,0,unknown,no
53,blue-collar,married,tertiary,no,254,no,no,unknown,3,jun,193,4,-1,0,unknown,no
34,blue-collar,single,secondary,no,-305,yes,no,unknown,5,may,205,1,-1,0,unknown,yes
32,blue-collar,married,secondary,no,1991,yes,no,cellular,20,may,115,2,0,0,unknown,no
32,technician,single,secondary,no,467,yes,no,cellular,25,may,115,1,-1,0,unknown,no
30,technician,married,secondary,no,2626,no,no,unknown,30,jun,114,2,0,0,unknown,no
32,management,married,tertiary,no,543,yes,no,cellular,25,aug,117,3,0,0,unknown,no
38,blue-collar,married,secondary,no,-536,yes,no,cellular,6,may,331,1,355,2,failure,no
47,technician,married,secondary,no,2970,yes,no,cellular,14,may,408,1,0,0,unknown,no
37,blue-collar,married,tertiary,no,90,no,no,unknown,13,may,320,2,0,2,failure,no
41,technician,married,secondary,no,3106,yes,no,unknown,15,may,15,0,-1,0,unknown,no
31,management,married,tertiary,no,-179,yes,no,cellular,6,jul,195,2,-1,0,unknown,no
47,management,married,tertiary,no,8514,no,no,cellular,10,aug,436,3,-1,0,unknown,no
36,blue-collar,single,secondary,no,500,yes,no,cellular,10,aug,209,1,0,0,unknown,no
25,retired,single,secondary,no,-188,no,no,cellular,9,feb,116,0,0,0,unknown,yes
51,blue-collar,married,tertiary,no,2128,no,no,cellular,15,may,412,2,0,0,unknown,no
36,technician,married,secondary,no,11,no,no,cellular,20,nov,121,0,-1,0,unknown,no
60,technician,married,secondary,no,-253,no,no,cellular,7,may,162,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,2908,yes,no,unknown,4,jul,49,1,0,0,unknown,no
47,blue-collar,married,tertiary,no,2215,yes,no,unknown,2,may,34,3,0,0,unknown,no
57,management,married,tertiary,no,182,yes,no,cellular,4,jul,1,4,0,0,unknown,no
31,technician,single,tertiary,no,684,no,no,cellular,30,aug,381,2,-1,0,unknown,no
58,blue-collar,married,secondary,no,235,yes,no,cellular,5,jul,41,0,0,0,unknown,no
38,management,single,tertiary,no,425,yes,no,cellular,23,jul,173,2,-1,0,unknown,no
39,technician,married,secondary,no,68,no,no,cellular,1,jul,48,0,0,0,unknown,no
28,technician,single,secondary,no,-234,yes,no,cellular,24,may,219,1,0,0,unknown,no
29,management,married,tertiary,no,584,no,no,cellular,19,aug,280,2,-1,0,unknown,no
55,management,married,primary,no,416,no,no,cellular,6,jul,153,1,0,0,unknown,no
54,blue-collar,married,secondary,no,-352,yes,no,cellular,2,may,339,1,319,2,failure,no
49,blue-collar,married,secondary,no,531,yes,no,cellular,3,jul,199,3,-1,0,unknown,no
58,blue-collar,married,secondary,no,135,yes,no,cellular,9,may,373,1,-1,0,failure,no
36,blue-collar,married,secondary,no,3108,no,no,unknown,20,jun,6,0,0,0,unknown,no
45,technician,married,secondary,no,585,yes,no,telephone,30,may,10,1,-1,0,unknown,no
34,technician,married,secondary,no,580,yes,no,unknown,5,jul,126,0,0,0,unknown,no
38,student,single,secondary,no,425,yes,no,cellular,23,may,19,1,0,0,unknown,yes
