age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35,blue-collar,married,secondary,no,29,no,no,unknown,31,may,173,5,0,0,unknown,no
35,management,single,tertiary,no,2437,no,no,cellular,27,aug,49,1,-1,0,unknown,no
28,technician,single,secondary,no,2733,no,no,cellular,28,aug,2,1,-1,0,unknown,no
26,technician,single,secondary,no,1762,yes,no,cellular,6,may,362,2,-1,0,unknown,no
37,retired,single,tertiary,no,-24,no,no,cellular,3,jun,178,0,0,0,unknown,no
36,student,single,tertiary,no,6777,no,no,cellular,1,feb,263,0,364,2,failure,yes
34,blue-collar,married,secondary,no,-229,yes,no,cellular,25,may,12,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,2909,no,no,cellular,27,aug,3,2,0,0,unknown,no
41,blue-collar,married,secondary,no,-406,yes,no,unknown,8,may,36,0,-1,0,unknown,no
37,management,married,tertiary,no,470,yes,no,cellular,1,jul,201,3,0,0,unknown,no
52,technician,married,secondary,no,1856,no,no,cellular,14,jul,74,0,-1,0,unknown,no
40,admin.,married,secondary,no,604,no,no,cellular,17,jul,245,0,0,0,unknown,no
39,admin.,single,secondary,no,633,no,no,cellular,4,jun,164,0,-1,0,unknown,no
40,services,married,secondary,no,252,yes,no,unknown,3,may,133,2,0,0,unknown,no
30,blue-collar,married,secondary,no,-176,no,no,cellular,28,aug,139,4,152,0,failure,no
34,admin.,single,secondary,no,397,no,no,cellular,5,jun,131,0,0,0,unknown,no
55,retired,single,primary,no,5174,no,no,telephone,10,feb,679,0,89,6,success,yes
33,blue-collar,married,secondary,no,29,yes,no,unknown,8,may,101,1,-1,0,unknown,no
36,admin.,single,secondary,no,646,no,no,unknown,7,jul,78,0,0,0,unknown,no
38,admin.,married,secondary,no,19,no,no,unknown,3,may,231,1,0,0,unknown,no
35,blue-collar,married,secondary,no,-98,yes,no,cellular,13,may,6,0,0,0,unknown,no
33,blue-collar,married,secondary,no,24,yes,no,cellular,29,may,174,2,0,0,unknown,no
35,technician,single,secondary,no,-237,no,no,unknown,28,may,190,2,0,0,unknown,no
27,technician,single,tertiary,no,2479,no,no,unknown,14,aug,295,1,-1,0,unknown,no
45,management,divorced,tertiary,no,-51,no,no,cellular,2,apr,56,1,0,0,unknown,no
29,technician,married,secondary,no,-219,no,no,cellular,25,aug,204,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,173,yes,no,unknown,5,may,330,1,-1,0,unknown,no
44,admin.,married,secondary,no,-103,yes,no,unknown,1,may,62,2,-1,0,unknown,no
44,management,single,tertiary,no,1632,no,no,cellular,26,aug,192,0,0,0,unknown,no
36,blue-collar,married,secondary,no,439,yes,no,unknown,15,may,194,2,0,0,unknown,no
38,blue-collar,married,primary,no,212,no,no,unknown,8,may,80,1,-1,0,unknown,no
61,retired,single,primary,no,2308,no,no,telephone,14,feb,530,1,163,5,success,yes
53,blue-collar,married,primary,no,261,yes,no,unknown,10,may,17,1,-1,0,unknown,no
36,admin.,single,secondary,no,355,yes,no,unknown,2,may,365,3,-1,0,unknown,no
27,blue-collar,married,secondary,no,2563,yes,no,cellular,9,may,45,2,-1,0,unknown,no
48,self-employed,divorced,secondary,no,661,no,no,cellular,14,may,211,0,0,0,unknown,no
28,technician,single,secondary,no,87,yes,no,cellular,12,may,397,1,-1,0,unknown,no
38,admin.,married,secondary,no,2145,no,no,unknown,19,jun,77,0,-1,0,unknown,no
41,admin.,married,secondary,no,621,no,no,cellular,8,jul,125,0,-1,0,unknown,no
30,management,married,tertiary,no,7309,no,no,cellular,11,oct,174,4,165,2,success,yes
26,technician,single,tertiary,no,2728,yes,no,cellular,28,aug,65,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,2458,yes,no,unknown,15,may,300,4,0,0,unknown,no
44,management,single,tertiary,no,1401,yes,no,cellular,20,aug,577,9,0,0,unknown,no
48,blue-collar,married,secondary,no,-204,yes,no,unknown,7,may,324,4,0,0,unknown,no
36,blue-collar,single,primary,no,-196,no,no,cellular,1,feb,159,0,169,2,failure,yes
30,technician,married,secondary,no,445,no,no,cellular,27,aug,5,1,-1,0,unknown,no
39,admin.,single,secondary,no,1222,no,no,cellular,4,jul,77,0,-1,0,unknown,no
36,management,single,tertiary,no,2171,no,no,unknown,30,aug,46,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,254,no,no,cellular,28,jul,105,1,-1,0,unknown,no
51,retired,married,secondary,no,1045,no,no,cellular,18,jul,270,1,0,0,unknown,no
35,admin.,single,secondary,no,138,no,no,unknown,5,jun,155,4,-1,0,unknown,no
33,admin.,married,secondary,no,128,yes,no,cellular,15,jul,289,0,-1,0,unknown,no
37,admin.,married,secondary,no,-93,yes,no,unknown,1,jul,59,2,-1,0,unknown,no
36,management,married,secondary,no,379,no,no,cellular,6,aug,61,4,157,2,failure,no
50,management,married,secondary,no,1952,no,no,cellular,23,aug,221,4,0,0,unknown,no
25,management,single,tertiary,no,-151,yes,no,cellular,19,aug,45,1,0,0,unknown,no
39,blue-collar,married,primary,no,3308,yes,no,unknown,8,may,297,4,-1,0,unknown,no
34,management,divorced,tertiary,no,604,no,no,unknown,24,may,28,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,546,yes,no,cellular,3,may,101,1,0,0,unknown,no
53,technician,married,tertiary,no,361,no,no,cellular,28,aug,151,4,0,0,unknown,no
51,management,married,tertiary,no,1020,no,no,cellular,15,aug,111,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,481,yes,no,cellular,10,may,274,0,340,1,failure,no
28,technician,married,secondary,no,217,no,no,cellular,6,jul,403,1,0,0,unknown,no
37,blue-collar,single,secondary,no,-267,yes,no,unknown,15,may,201,1,0,0,unknown,no
32,technician,single,secondary,no,-522,yes,no,unknown,14,may,193,0,-1,0,unknown,no
45,blue-collar,married,secondary,no,2714,yes,no,unknown,7,may,260,2,0,0,unknown,no
30,management,married,tertiary,no,287,no,no,cellular,26,aug,12,3,-1,0,unknown,no
47,management,married,secondary,no,368,no,no,cellular,6,may,228,4,157,1,failure,no
28,blue-collar,married,secondary,no,1491,no,no,unknown,30,may,262,4,0,0,unknown,no
37,admin.,married,secondary,no,530,yes,no,cellular,4,jul,112,1,332,1,failure,no
59,student,single,primary,no,491,no,no,telephone,16,feb,404,0,176,5,failure,yes
54,retired,single,primary,no,909,no,no,telephone,16,apr,722,0,148,2,success,yes
35,blue-collar,single,secondary,no,-251,yes,no,unknown,6,may,347,4,0,0,unknown,no
38,blue-collar,married,secondary,no,-580,no,no,unknown,1,may,23,0,-1,0,unknown,no
32,technician,married,secondary,no,2679,yes,no,unknown,4,jun,389,0,-1,0,unknown,no
37,self-employed,single,secondary,no,295,yes,no,unknown,20,may,401,1,0,0,unknown,no
46,management,single,tertiary,no,1853,yes,no,unknown,24,may,162,4,0,0,unknown,no
48,management,married,tertiary,no,453,no,no,cellular,3,jun,147,1,0,0,unknown,no
50,management,married,secondary,no,974,no,no,cellular,25,aug,306,3,85,2,failure,no
55,retired,single,primary,no,8271,no,no,telephone,14,feb,722,0,337,5,success,yes
35,blue-collar,married,secondary,no,91,yes,no,unknown,9,may,394,4,0,0,unknown,no
25,technician,married,secondary,no,2697,yes,no,cellular,17,aug,133,1,-1,0,unknown,no
33,technician,married,tertiary,no,-135,no,no,cellular,29,jul,114,2,0,0,unknown,no
35,management,single,tertiary,no,1892,no,no,cellular,26,aug,14,1,0,0,unknown,no
46,blue-collar,married,secondary,no,-312,no,no,unknown,31,may,387,5,-1,0,unknown,no
35,admin.,married,secondary,no,308,no,no,cellular,4,jun,76,0,-1,0,unknown,no
33,technician,married,secondary,no,566,yes,no,unknown,5,may,419,1,0,0,unknown,no
45,management,divorced,tertiary,no,551,yes,no,cellular,15,apr,41,0,-1,0,unknown,no
47,technician,married,secondary,no,2458,no,no,cellular,27,aug,310,1,0,0,unknown,no
44,services,married,secondary,no,56,yes,no,unknown,16,jun,23,2,0,0,unknown,no
39,admin.,single,secondary,no,568,no,no,cellular,4,jun,35,0,-1,0,unknown,no
41,admin.,married,secondary,no,1332,yes,no,cellular,14,jul,245,1,0,2,failure,no
43,blue-collar,married,secondary,no,1641,no,no,cellular,29,may,241,4,0,0,unknown,no
25,management,married,tertiary,no,3674,no,no,cellular,27,aug,96,1,0,0,unknown,no
41,blue-collar,single,tertiary,no,1039,no,no,unknown,31,may,349,4,0,0,unknown,no
32,technician,married,secondary,no,2642,no,no,cellular,28,aug,172,4,-1,0,unknown,no
34,blue-collar,married,secondary,no,2721,yes,no,cellular,10,may,89,1,336,1,failure,no
41,admin.,married,secondary,no,2574,no,no,unknown,31,jul,115,1,0,0,unknown,no
44,management,married,secondary,no,3018,no,no,cellular,19,aug,120,1,206,1,failure,no
60,blue-collar,married,secondary,no,1136,no,no,cellular,29,jul,29,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,606,yes,no,cellular,5,may,191,1,0,0,unknown,no
36,blue-collar,married,secondary,no,219,yes,no,cellular,17,may,26,0,0,0,unknown,no
28,blue-collar,married,secondary,no,94,no,no,unknown,9,may,190,1,0,0,unknown,no
40,admin.,married,secondary,no,2599,yes,no,cellular,15,nov,97,1,348,2,failure,no
45,management,married,tertiary,no,-156,no,no,cellular,29,aug,28,5,-1,0,unknown,no
40,management,married,tertiary,no,622,yes,no,unknown,1,may,79,1,-1,0,unknown,no
35,admin.,single,secondary,no,-63,yes,no,cellular,8,jul,125,5,-1,0,unknown,no
39,services,married,secondary,no,2429,yes,no,unknown,19,jun,76,3,0,0,unknown,no
40,admin.,single,secondary,no,335,no,no,cellular,9,jun,58,1,-1,0,unknown,no
35,management,single,tertiary,no,475,no,no,unknown,1,may,394,1,-1,0,unknown,no
32,management,married,tertiary,no,38,no,no,unknown,8,may,114,1,-1,0,unknown,no
25,technician,single,secondary,no,-274,yes,no,unknown,23,may,111,0,-1,0,unknown,no
42,admin.,married,secondary,no,263,yes,no,unknown,2,jun,58,1,-1,0,unknown,no
35,management,single,tertiary,no,2852,yes,no,cellular,18,aug,214,1,-1,0,unknown,no
29,technician,married,tertiary,no,-62,yes,no,cellular,19,nov,180,1,306,0,failure,no
37,management,married,tertiary,no,2506,yes,no,unknown,15,jun,19,4,-1,0,unknown,no
25,technician,single,tertiary,no,163,yes,no,cellular,26,may,193,1,-1,0,unknown,no
26,technician,single,secondary,no,2622,no,no,cellular,27,aug,135,1,-1,0,unknown,no
39,admin.,single,secondary,no,239,yes,no,unknown,3,jun,184,4,0,0,unknown,no
36,technician,married,secondary,no,1299,no,no,cellular,12,aug,151,0,308,2,failure,no
27,management,single,tertiary,no,2412,yes,no,unknown,12,jun,66,0,-1,0,unknown,no
38,admin.,single,secondary,no,660,no,no,cellular,3,jun,139,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,474,yes,no,cellular,14,may,138,1,312,1,failure,no
35,blue-collar,married,secondary,no,155,yes,no,cellular,20,may,203,1,0,0,unknown,no
56,retired,married,primary,no,-14,no,no,cellular,9,jun,80,0,0,0,unknown,no
37,blue-collar,married,secondary,no,408,yes,no,unknown,15,may,203,1,0,0,unknown,no
42,services,married,secondary,no,1725,no,no,cellular,18,jul,84,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,242,yes,no,cellular,29,may,136,4,-1,0,unknown,no
37,admin.,married,secondary,no,-101,no,no,cellular,7,jul,57,0,0,0,unknown,no
42,management,married,tertiary,no,8635,yes,no,cellular,8,may,327,6,361,1,failure,no
25,blue-collar,married,secondary,no,2266,no,no,cellular,29,may,578,4,-1,0,unknown,no
37,self-employed,divorced,secondary,no,351,yes,no,unknown,18,may,207,0,-1,0,unknown,no
27,blue-collar,married,secondary,no,220,yes,no,cellular,17,may,100,1,-1,0,unknown,no
54,blue-collar,married,primary,no,372,no,no,cellular,6,jul,113,0,-1,0,unknown,no
44,management,married,tertiary,no,347,no,no,cellular,27,aug,344,3,102,6,failure,no
27,technician,married,secondary,no,168,no,no,cellular,27,aug,198,4,-1,0,unknown,no
44,admin.,single,secondary,no,666,yes,no,unknown,2,may,139,1,-1,0,unknown,no
41,admin.,married,secondary,no,517,no,no,unknown,1,jun,96,1,0,0,unknown,no
28,technician,married,secondary,no,465,no,no,cellular,10,aug,303,0,-1,0,unknown,no
42,admin.,single,secondary,no,2176,yes,no,cellular,19,jul,55,0,0,0,unknown,no
37,technician,married,tertiary,no,1231,yes,no,cellular,3,jun,412,1,-1,0,unknown,no
53,management,married,primary,no,-25,no,no,cellular,5,jul,183,0,0,0,unknown,no
46,blue-collar,married,tertiary,no,-146,yes,no,cellular,9,jul,32,1,0,0,unknown,no
43,admin.,single,secondary,no,2538,yes,no,cellular,8,jul,114,2,0,0,unknown,no
31,blue-collar,married,secondary,no,424,yes,no,cellular,18,may,37,1,0,0,unknown,no
36,blue-collar,married,secondary,no,231,yes,no,cellular,3,jul,186,1,0,0,unknown,no
23,technician,single,tertiary,no,-513,yes,no,cellular,15,may,143,0,-1,0,unknown,no
53,blue-collar,divorced,secondary,no,575,yes,no,unknown,9,may,151,1,0,0,unknown,no
27,management,married,tertiary,no,640,yes,no,cellular,21,nov,95,2,0,0,unknown,no
24,technician,married,tertiary,no,307,yes,no,cellular,25,may,209,1,0,0,unknown,no
35,management,married,tertiary,no,747,no,no,unknown,9,may,250,1,0,0,unknown,no
45,management,married,secondary,no,263,no,no,unknown,8,jun,115,1,0,0,unknown,no
36,management,married,tertiary,no,2833,no,no,cellular,27,aug,30,4,-1,0,unknown,no
57,retired,single,tertiary,no,5640,yes,no,cellular,1,feb,664,4,359,5,success,yes
31,technician,single,tertiary,no,1012,no,no,cellular,19,aug,246,1,-1,0,unknown,no
45,blue-collar,married,tertiary,no,364,yes,no,unknown,27,may,20,2,0,0,unknown,no
54,management,married,secondary,no,33,no,no,cellular,7,jul,126,0,0,0,unknown,no
43,management,married,secondary,no,111,yes,no,cellular,3,may,330,2,-1,1,unknown,no
32,blue-collar,married,secondary,no,8,yes,no,unknown,15,may,205,2,0,0,unknown,no
48,blue-collar,married,secondary,no,2096,yes,no,cellular,12,may,180,4,-1,0,unknown,no
35,management,married,secondary,no,409,no,no,cellular,6,jun,85,3,0,0,unknown,no
46,blue-collar,married,primary,no,394,yes,no,unknown,5,jun,136,4,0,0,unknown,no
33,admin.,married,secondary,no,96,yes,no,cellular,9,jul,29,2,-1,0,unknown,no
37,management,single,tertiary,no,589,no,no,cellular,20,aug,295,1,0,0,unknown,no
41,admin.,single,secondary,no,-26,no,no,cellular,3,aug,128,0,198,2,failure,no
37,admin.,single,tertiary,no,2345,yes,no,cellular,9,jun,135,1,-1,0,unknown,no
42,management,married,secondary,no,535,no,no,unknown,9,may,168,0,-1,0,unknown,no
43,blue-collar,married,secondary,no,1717,no,no,cellular,25,aug,230,4,-1,1,failure,no
29,technician,single,tertiary,no,-17,no,no,cellular,26,aug,210,1,0,0,unknown,no
34,blue-collar,married,secondary,no,416,yes,no,cellular,9,may,136,2,0,0,unknown,no
42,management,married,tertiary,no,1085,yes,no,cellular,8,jun,169,0,-1,0,unknown,no
42,blue-collar,married,secondary,no,135,no,no,cellular,8,jul,41,0,0,0,unknown,no
39,admin.,married,secondary,no,1020,yes,no,cellular,16,jul,61,0,163,2,failure,no
31,blue-collar,married,secondary,no,7492,no,no,cellular,16,jan,2,1,150,0,failure,no
24,blue-collar,single,secondary,no,269,yes,no,unknown,9,may,347,1,0,0,unknown,no
41,admin.,single,secondary,no,285,yes,no,unknown,1,may,27,2,-1,0,unknown,no
40,admin.,married,secondary,no,627,yes,no,unknown,3,jun,34,1,0,0,unknown,no
24,blue-collar,single,secondary,no,2626,no,no,cellular,7,may,370,4,0,0,unknown,no
31,self-employed,single,secondary,no,79,yes,yes,unknown,22,may,109,0,-1,0,unknown,no
30,technician,married,secondary,no,57,no,no,cellular,26,aug,324,1,-1,0,unknown,no
29,technician,single,secondary,no,2796,yes,no,cellular,26,aug,87,3,-1,0,unknown,no
54,admin.,single,secondary,no,397,no,no,telephone,4,feb,82,2,-1,0,unknown,no
38,services,married,secondary,no,2502,yes,no,cellular,18,jul,231,2,0,0,unknown,no
56,blue-collar,married,secondary,no,-129,no,no,cellular,7,jul,128,1,0,0,unknown,no
28,technician,single,secondary,no,2117,yes,no,cellular,18,aug,85,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,-68,yes,no,unknown,8,may,129,4,-1,0,unknown,no
58,blue-collar,married,tertiary,no,291,no,no,unknown,31,jun,51,4,-1,0,unknown,no
42,management,married,tertiary,no,367,yes,no,cellular,5,may,254,4,-1,0,unknown,no
60,technician,married,tertiary,no,2293,no,no,cellular,29,aug,75,1,-1,0,unknown,no
40,management,married,tertiary,no,6521,yes,no,cellular,7,jul,185,0,-1,0,unknown,no
25,technician,single,tertiary,no,-193,yes,no,unknown,8,may,397,1,-1,0,unknown,no
58,retired,single,tertiary,no,8328,no,no,cellular,10,feb,448,1,197,2,failure,yes
43,services,married,secondary,no,-110,yes,no,unknown,18,jul,163,3,0,0,unknown,no
