age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35,blue-collar,married,secondary,no,0,yes,no,unknown,15,may,97,3,0,0,unknown,no
34,technician,married,secondary,no,127,no,no,cellular,21,jul,223,1,-1,0,unknown,no
24,management,single,tertiary,no,573,yes,no,cellular,27,may,171,2,-1,0,unknown,no
47,blue-collar,married,secondary,no,-74,no,no,cellular,18,aug,106,3,359,2,failure,no
45,blue-collar,married,primary,no,-534,yes,no,unknown,2,may,108,1,-1,0,unknown,no
50,retired,married,tertiary,no,6387,yes,yes,telephone,8,apr,677,3,453,0,failure,yes
61,blue-collar,married,tertiary,no,5700,yes,no,cellular,14,nov,172,0,123,1,failure,no
26,management,single,tertiary,no,615,yes,no,cellular,28,may,165,2,-1,0,unknown,no
50,technician,married,secondary,no,431,yes,no,unknown,29,may,251,1,-1,0,unknown,no
33,management,married,tertiary,no,-378,yes,no,cellular,27,jun,99,3,-1,0,unknown,no
30,admin.,single,secondary,no,2388,yes,no,cellular,3,feb,111,2,45,6,other,yes
51,technician,single,secondary,no,490,no,no,cellular,28,may,392,2,0,0,unknown,no
56,blue-collar,married,secondary,no,518,yes,no,cellular,18,jul,52,1,-1,0,unknown,no
50,technician,married,secondary,no,121,no,no,cellular,27,jul,387,1,0,0,unknown,no
59,admin.,married,secondary,no,250,no,no,cellular,7,aug,72,3,0,0,unknown,no
44,management,married,tertiary,no,553,no,no,cellular,8,aug,200,1,0,0,unknown,no
31,blue-collar,married,secondary,no,109,yes,no,cellular,20,jul,47,3,0,0,unknown,no
38,technician,divorced,secondary,no,2686,yes,yes,cellular,14,jul,209,0,0,0,unknown,no
55,admin.,married,secondary,no,261,yes,no,cellular,19,jun,83,1,0,0,unknown,no
41,blue-collar,married,tertiary,no,1633,yes,no,cellular,21,jul,203,2,0,0,unknown,no
31,technician,married,secondary,no,1965,no,no,cellular,19,jun,82,0,-1,0,unknown,no
30,management,single,tertiary,no,-631,no,no,cellular,3,nov,23,0,0,0,unknown,no
33,technician,married,secondary,no,234,yes,no,cellular,19,may,352,1,0,1,failure,no
51,blue-collar,married,secondary,no,677,no,no,cellular,19,jul,119,1,-1,2,failure,no
38,admin.,single,secondary,no,928,yes,no,cellular,15,may,691,2,0,0,unknown,no
42,blue-collar,married,secondary,no,99,yes,no,unknown,5,may,38,1,0,0,unknown,no
31,blue-collar,married,primary,no,263,yes,no,unknown,6,may,357,0,-1,0,unknown,no
32,admin.,single,secondary,no,90,no,no,cellular,7,jul,194,0,0,0,unknown,no
47,blue-collar,married,primary,no,-478,yes,no,unknown,3,may,157,1,-1,0,unknown,no
35,management,divorced,tertiary,no,-292,no,no,cellular,26,aug,41,1,-1,0,unknown,no
61,blue-collar,married,tertiary,no,-69,yes,no,cellular,17,nov,168,1,143,1,failure,no
46,admin.,married,secondary,no,2801,yes,no,unknown,16,may,54,1,-1,0,unknown,no
50,technician,married,secondary,no,263,no,no,cellular,8,aug,181,2,0,0,unknown,no
29,admin.,single,secondary,no,5957,yes,no,cellular,16,feb,119,2,47,2,failure,yes
37,retired,married,tertiary,no,665,no,yes,cellular,8,feb,520,1,89,2,success,yes
39,admin.,married,secondary,no,77,no,no,cellular,6,jul,97,0,0,0,unknown,no
32,technician,single,secondary,no,103,no,no,cellular,20,jul,79,1,-1,0,unknown,no
31,retired,single,tertiary,no,4189,yes,yes,telephone,7,apr,567,3,346,0,failure,yes
28,management,single,tertiary,no,318,yes,no,cellular,30,may,37,1,0,0,unknown,no
28,management,single,tertiary,no,88,yes,no,cellular,17,may,120,1,0,0,unknown,no
38,management,married,tertiary,no,2101,no,no,unknown,28,jun,136,3,-1,0,unknown,no
31,technician,married,tertiary,no,1910,yes,no,unknown,30,jun,69,2,0,0,unknown,no
31,management,single,tertiary,no,-20,yes,no,cellular,7,may,162,0,0,0,unknown,no
32,admin.,married,secondary,no,2228,no,no,cellular,16,jul,175,1,-1,0,unknown,no
36,blue-collar,married,secondary,no,-259,yes,no,cellular,13,jul,391,1,0,0,unknown,no
37,blue-collar,married,secondary,no,1566,no,no,cellular,13,jul,144,0,-1,0,unknown,no
36,technician,married,tertiary,no,743,no,no,unknown,27,jun,169,3,-1,0,unknown,no
51,management,single,secondary,no,264,yes,no,cellular,16,may,302,1,342,2,failure,no
41,management,married,tertiary,no,622,no,no,cellular,6,aug,295,1,0,0,unknown,no
37,blue-collar,married,secondary,no,595,no,no,cellular,1,nov,19,0,-1,0,unknown,no
40,management,married,tertiary,no,953,yes,no,cellular,18,jul,155,1,-1,0,unknown,no
41,admin.,single,secondary,no,228,yes,no,cellular,19,may,189,0,0,0,unknown,no
56,blue-collar,married,secondary,no,-232,no,no,unknown,2,jul,338,3,0,0,unknown,no
