age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
50,blue-collar,married,tertiary,no,246,no,no,cellular,28,aug,237,1,0,0,unknown,no
59,admin.,single,tertiary,no,2735,yes,no,unknown,5,jun,271,2,133,1,failure,no
60,technician,married,tertiary,no,2701,no,no,cellular,5,jun,321,1,0,2,unknown,no
51,blue-collar,married,secondary,no,240,no,no,cellular,26,aug,139,1,0,0,unknown,no
58,admin.,single,tertiary,yes,4355,yes,yes,unknown,17,nov,294,2,121,4,failure,yes
25,blue-collar,married,tertiary,no,-628,no,no,cellular,30,jul,129,2,-1,0,unknown,no
30,management,married,secondary,no,269,yes,no,cellular,19,may,188,1,-1,0,unknown,no
30,management,married,secondary,no,385,yes,no,cellular,6,may,68,1,-1,0,unknown,no
30,management,married,secondary,no,351,yes,no,cellular,7,may,142,1,-1,0,unknown,no
51,technician,married,secondary,no,851,no,no,cellular,25,aug,177,1,0,0,unknown,no
61,admin.,single,primary,yes,8021,yes,yes,unknown,3,apr,666,3,113,4,failure,yes
48,technician,married,secondary,no,22,yes,no,cellular,12,may,96,0,0,0,unknown,no
49,technician,married,secondary,no,-2,yes,no,cellular,12,may,121,0,0,0,unknown,no
31,management,married,secondary,no,282,yes,no,cellular,19,may,136,1,-1,0,unknown,no
29,management,married,secondary,no,542,yes,no,cellular,21,may,179,1,-1,0,unknown,no
59,admin.,single,tertiary,no,2825,no,no,unknown,6,jun,324,2,141,1,failure,no
49,technician,married,tertiary,no,2148,no,no,cellular,8,aug,255,1,0,2,unknown,no
30,blue-collar,married,secondary,no,-286,yes,no,cellular,29,jul,87,1,0,0,unknown,no
25,blue-collar,married,tertiary,no,-619,no,no,cellular,30,jul,112,2,-1,1,unknown,no
24,admin.,single,tertiary,no,-96,no,no,unknown,20,nov,114,2,60,2,failure,no
32,self-employed,single,primary,yes,4554,no,yes,unknown,17,feb,506,5,130,4,other,yes
23,services,single,tertiary,no,-237,no,no,unknown,17,nov,109,3,59,1,failure,no
46,technician,married,tertiary,no,409,no,no,cellular,11,aug,164,1,0,3,unknown,no
51,technician,married,secondary,no,1688,no,no,cellular,24,jun,202,1,0,0,unknown,no
33,blue-collar,married,secondary,no,-121,yes,no,cellular,19,may,159,1,-1,0,unknown,no
27,blue-collar,married,tertiary,no,-640,no,no,cellular,31,jul,139,2,-1,0,unknown,no
52,technician,married,tertiary,no,1979,no,no,cellular,24,jun,404,1,0,0,unknown,no
30,management,married,secondary,no,355,yes,no,cellular,19,may,129,1,-1,0,unknown,no
29,management,married,secondary,no,452,yes,no,cellular,20,may,140,1,-1,0,unknown,no
33,entrepreneur,divorced,primary,yes,23604,no,yes,telephone,6,feb,1292,5,148,3,other,yes
28,blue-collar,married,tertiary,no,-481,no,no,cellular,30,jul,133,2,0,0,unknown,no
56,services,single,tertiary,no,1729,yes,no,unknown,18,nov,119,2,88,1,failure,no
30,services,single,primary,yes,4611,yes,yes,unknown,18,feb,343,4,124,6,other,yes
29,management,married,secondary,no,485,yes,no,cellular,20,may,145,1,-1,0,unknown,no
51,technician,married,secondary,no,122,yes,no,cellular,24,aug,206,1,0,0,unknown,no
51,technician,married,secondary,no,872,no,no,cellular,25,aug,177,1,0,0,unknown,no
60,retired,single,primary,yes,7534,yes,yes,unknown,2,apr,574,2,124,4,failure,yes
60,admin.,single,tertiary,no,2824,yes,no,unknown,6,apr,346,2,140,0,failure,no
24,admin.,single,tertiary,no,204,no,no,unknown,19,nov,110,3,51,2,failure,no
31,services,single,primary,yes,4551,yes,yes,unknown,17,nov,390,5,105,4,other,yes
51,technician,married,tertiary,no,2174,no,no,cellular,6,jun,340,1,0,2,unknown,no
57,technician,married,tertiary,no,2432,no,no,unknown,6,jun,259,1,446,2,unknown,no
24,services,single,tertiary,no,-342,no,no,unknown,19,nov,109,3,67,1,failure,no
39,blue-collar,married,secondary,no,-240,yes,no,cellular,17,jul,91,0,0,0,unknown,no
31,management,married,secondary,no,110,yes,no,cellular,19,may,174,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,-332,no,no,cellular,28,jul,81,1,0,0,unknown,no
51,technician,married,tertiary,no,2041,no,no,cellular,5,jun,373,1,0,2,unknown,no
27,blue-collar,married,secondary,no,-673,no,no,cellular,30,jul,99,2,0,0,unknown,no
27,admin.,single,tertiary,no,1607,no,no,unknown,19,nov,114,3,68,1,failure,no
50,technician,married,secondary,no,-69,yes,no,cellular,12,aug,133,0,0,0,unknown,no
