age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,technician,married,secondary,no,2649,yes,no,cellular,18,may,399,4,1,0,unknown,no
1,blue-collar,single,secondary,no,1789,yes,no,cellular,8,jul,367,4,0,0,unknown,no
1,blue-collar,married,primary,no,1493,yes,no,cellular,20,jul,327,1,0,0,unknown,no
1,blue-collar,single,primary,no,1349,yes,no,cellular,9,may,281,1,11,0,unknown,no
1,management,married,tertiary,no,1230,yes,no,unknown,18,may,223,10,0,0,unknown,no
1,housemaid,single,primary,no,2563,no,no,cellular,13,may,451,1,392,0,failure,no
0,blue-collar,married,secondary,no,1949,yes,no,cellular,17,aug,12,1,465,0,failure,no
1,blue-collar,married,secondary,no,701,no,no,unknown,4,jun,430,1,0,0,unknown,no
1,management,married,secondary,no,122,no,no,cellular,2,aug,301,1,0,0,unknown,no
0,technician,married,secondary,no,1554,no,no,cellular,12,nov,247,1,0,0,unknown,no
1,admin.,married,secondary,no,2156,no,no,cellular,12,jul,511,4,0,0,unknown,no
1,management,single,tertiary,no,2741,yes,no,cellular,14,may,318,1,10,0,unknown,no
1,admin.,married,tertiary,no,4857,no,no,cellular,17,nov,166,1,320,0,failure,no
1,technician,divorced,secondary,no,-1353,yes,no,cellular,3,may,0,1,0,0,unknown,no
1,admin.,married,secondary,no,1426,yes,no,cellular,14,jul,399,4,0,0,unknown,no
1,management,divorced,tertiary,no,-1424,yes,no,cellular,5,may,2,1,0,0,unknown,no
1,management,single,tertiary,no,2015,no,no,cellular,20,aug,158,1,380,1,success,no
1,technician,single,secondary,no,1873,yes,no,cellular,7,aug,151,1,93,0,failure,no
1,blue-collar,married,primary,no,2783,yes,no,cellular,20,apr,248,8,299,1,failure,no
1,retired,divorced,primary,no,1681,no,no,cellular,26,aug,206,1,202,1,failure,yes
1,management,single,secondary,no,-1007,no,no,cellular,9,aug,8,2,0,0,unknown,no
1,management,single,tertiary,no,1598,no,no,unknown,18,may,272,1,0,0,unknown,no
1,services,married,secondary,no,1511,yes,no,cellular,25,jul,160,1,0,0,unknown,no
1,technician,single,secondary,no,-1344,no,no,cellular,19,aug,44,2,0,0,unknown,yes
1,housemaid,single,tertiary,no,-445,no,no,cellular,11,aug,265,1,0,0,unknown,no
1,admin.,married,secondary,no,3252,no,no,unknown,23,may,148,2,0,0,unknown,no
1,admin.,married,secondary,no,3903,yes,yes,telephone,27,jul,544,2,0,0,unknown,no
0,technician,divorced,secondary,no,-2109,yes,yes,cellular,5,dec,0,2,0,0,unknown,no
1,management,divorced,tertiary,no,1024,no,no,cellular,11,nov,453,1,0,0,unknown,yes
1,technician,married,secondary,no,1743,no,no,unknown,30,may,106,1,0,0,unknown,no
1,technician,married,secondary,no,1869,no,no,cellular,9,jun,98,1,0,0,unknown,no
1,housemaid,married,secondary,no,976,no,no,cellular,30,aug,169,1,0,0,unknown,yes
1,technician,married,secondary,no,3942,no,no,cellular,15,jul,222,1,247,0,failure,no
1,admin.,married,secondary,no,2534,yes,no,unknown,3,jun,101,22,0,0,unknown,no
1,technician,single,secondary,no,-1470,no,no,cellular,22,aug,14,2,0,0,unknown,no
1,management,married,secondary,no,2628,yes,yes,cellular,20,jul,473,7,0,0,unknown,no
0,management,married,secondary,no,1924,no,no,cellular,25,sep,304,1,2,0,unknown,no
1,services,married,primary,no,1649,yes,no,cellular,15,may,189,1,0,0,unknown,no
1,management,married,tertiary,no,2310,yes,no,cellular,15,aug,277,1,409,1,failure,no
0,blue-collar,married,secondary,no,1578,yes,yes,cellular,13,nov,230,1,0,0,unknown,no
1,technician,single,secondary,no,1377,yes,no,cellular,8,may,206,1,6,0,unknown,yes
1,technician,married,secondary,no,2155,no,no,cellular,30,jan,111,1,276,1,failure,no
1,blue-collar,single,primary,no,1634,yes,no,unknown,18,may,231,21,0,0,unknown,no
1,technician,married,secondary,no,186,no,no,cellular,14,aug,229,1,0,0,unknown,no
1,management,married,tertiary,no,2313,yes,no,cellular,24,jul,441,4,0,0,unknown,no
1,blue-collar,married,secondary,no,151,yes,yes,cellular,14,may,161,1,0,0,unknown,no
1,management,single,tertiary,no,-885,no,no,cellular,15,aug,30,2,0,0,unknown,no
1,management,divorced,tertiary,no,1487,yes,no,cellular,20,nov,198,1,0,0,unknown,no
1,management,married,primary,no,2435,yes,no,unknown,9,may,220,3,0,0,unknown,no
1,technician,single,secondary,no,1315,no,no,cellular,23,nov,174,1,0,0,unknown,no
1,admin.,divorced,primary,no,2190,yes,no,unknown,6,jun,192,11,0,0,unknown,no
1,services,married,secondary,no,1306,no,yes,cellular,29,jul,355,1,0,0,unknown,no
1,admin.,married,secondary,no,1328,no,no,cellular,2,aug,299,1,6,0,unknown,no
1,blue-collar,married,primary,no,3093,no,no,cellular,20,nov,366,1,195,1,success,yes
1,management,married,tertiary,no,89,no,no,cellular,30,aug,663,1,0,0,unknown,no
1,unemployed,divorced,secondary,no,1569,yes,no,cellular,13,may,66,1,0,0,unknown,no
1,technician,divorced,tertiary,no,1940,yes,no,cellular,14,may,114,1,290,1,failure,no
1,technician,divorced,tertiary,no,-1510,no,no,cellular,4,feb,0,1,0,0,unknown,no
1,blue-collar,single,secondary,no,1499,yes,no,unknown,23,may,448,6,0,0,unknown,no
1,entrepreneur,divorced,secondary,no,2746,no,no,cellular,20,aug,208,2,289,2,failure,no
0,technician,divorced,primary,no,-2672,yes,yes,cellular,2,feb,0,1,0,0,unknown,no
1,services,single,primary,no,2906,yes,no,cellular,13,may,585,1,91,0,failure,no
1,management,single,tertiary,no,2626,yes,no,cellular,9,sep,797,1,283,0,other,no
0,retired,married,primary,no,2685,no,no,cellular,23,jun,179,1,94,0,success,yes
1,entrepreneur,married,secondary,no,2186,yes,no,unknown,12,may,1012,5,0,0,unknown,no
1,unemployed,married,secondary,no,1033,yes,no,unknown,18,may,213,26,0,0,unknown,no
1,blue-collar,married,primary,no,5576,yes,no,telephone,21,apr,769,6,0,0,unknown,no
1,blue-collar,divorced,primary,no,1665,yes,no,unknown,29,may,327,3,0,0,unknown,no
1,management,divorced,tertiary,no,1386,yes,no,cellular,10,jul,515,2,0,0,unknown,no
0,blue-collar,married,secondary,no,1912,yes,yes,unknown,8,may,781,1,0,0,unknown,no
1,blue-collar,married,primary,no,1302,yes,no,cellular,10,apr,894,1,0,0,unknown,no
1,admin.,married,secondary,no,3139,no,yes,unknown,1,jun,0,1,0,0,unknown,no
1,services,married,secondary,no,1104,yes,no,unknown,18,may,187,8,0,0,unknown,no
1,admin.,married,secondary,no,2229,yes,no,cellular,16,jul,210,2,0,0,unknown,no
1,management,married,tertiary,no,2432,no,no,cellular,23,aug,225,1,385,1,failure,no
1,services,married,primary,no,1901,no,no,unknown,29,jun,369,1,0,0,unknown,no
1,entrepreneur,married,primary,no,2815,yes,no,cellular,10,may,164,1,275,0,failure,no
1,technician,single,secondary,no,1018,yes,no,unknown,13,may,181,1,0,0,unknown,no
0,technician,single,secondary,no,-2094,yes,yes,cellular,3,may,0,1,0,0,unknown,no
1,blue-collar,married,secondary,no,1304,yes,no,unknown,25,may,98,1,0,0,unknown,no
1,technician,married,secondary,no,2754,yes,yes,cellular,18,jul,276,1,233,2,other,no
1,blue-collar,married,secondary,no,1711,yes,no,cellular,12,jul,296,2,0,0,unknown,no
1,unemployed,married,secondary,no,3196,no,no,cellular,21,nov,150,1,224,0,failure,no
1,blue-collar,single,secondary,no,1433,yes,no,cellular,18,may,251,1,0,0,unknown,no
1,management,married,tertiary,no,2047,yes,no,cellular,10,may,632,1,33,0,unknown,no
1,management,single,tertiary,no,1759,no,no,unknown,19,may,170,5,0,0,unknown,no
1,services,married,secondary,no,1559,no,no,cellular,24,jun,172,7,0,0,unknown,no
1,management,single,tertiary,no,-509,no,no,cellular,10,aug,210,1,0,0,unknown,no
0,management,married,tertiary,no,2436,no,no,cellular,15,aug,320,1,330,1,other,no
1,blue-collar,married,primary,no,2206,yes,no,cellular,13,jul,382,1,0,0,unknown,no
1,management,married,tertiary,no,2528,no,no,cellular,24,nov,147,1,0,0,unknown,no
1,technician,married,secondary,no,-300,no,no,cellular,10,aug,287,1,0,0,unknown,no
1,blue-collar,single,tertiary,no,4431,no,no,unknown,1,jun,0,1,0,0,unknown,no
1,blue-collar,divorced,unknown,no,1151,no,no,cellular,14,may,445,1,0,0,unknown,no
1,management,married,tertiary,no,2027,yes,yes,cellular,20,nov,131,4,0,0,unknown,no
0,admin.,single,secondary,no,2635,yes,yes,cellular,28,jul,19,1,0,0,unknown,no
1,blue-collar,married,secondary,no,2201,yes,no,unknown,18,may,878,6,0,0,unknown,no
1,services,married,secondary,no,1782,yes,no,cellular,16,may,706,1,4,0,unknown,no
1,technician,single,secondary,no,-1061,no,no,cellular,5,aug,8,1,0,0,unknown,no
1,blue-collar,single,secondary,no,-338,yes,no,cellular,12,aug,199,3,0,0,unknown,no
1,management,divorced,primary,no,-651,yes,no,cellular,11,may,132,1,0,0,unknown,no
0,self-employed,married,secondary,no,-1661,no,no,cellular,3,feb,0,4,1,0,unknown,no
1,technician,single,secondary,no,1964,yes,no,cellular,11,jul,274,1,0,0,unknown,no
1,management,divorced,tertiary,no,-1226,yes,no,cellular,11,aug,0,2,0,0,unknown,no
1,management,married,secondary,no,1540,no,no,cellular,11,aug,264,1,113,0,unknown,no
1,management,divorced,secondary,no,-904,no,no,cellular,24,aug,148,1,0,0,unknown,no
1,technician,married,tertiary,no,-1730,no,no,cellular,3,feb,0,1,0,0,unknown,no
1,management,single,secondary,no,-806,yes,no,unknown,14,feb,4,1,0,0,unknown,no
1,entrepreneur,married,secondary,no,1755,yes,no,cellular,10,jun,131,4,0,0,unknown,no
1,management,married,secondary,no,1740,no,no,unknown,11,jun,288,1,0,0,unknown,no
1,blue-collar,married,secondary,no,1376,yes,no,unknown,16,may,630,12,0,0,unknown,no
1,technician,married,tertiary,no,2322,no,no,cellular,30,jul,69,1,0,0,unknown,no
1,blue-collar,married,secondary,no,-47,yes,no,cellular,15,may,62,1,0,0,unknown,no
0,technician,married,secondary,no,71,no,no,cellular,20,aug,431,1,0,0,unknown,yes
1,management,single,tertiary,no,2658,no,no,telephone,24,nov,125,1,73,0,failure,no
1,management,single,unknown,no,2797,yes,no,cellular,15,may,907,1,326,0,other,yes
1,services,single,secondary,no,1288,yes,no,unknown,28,may,146,2,0,0,unknown,no
1,technician,married,secondary,no,2765,no,no,cellular,30,aug,204,1,240,2,failure,yes
1,technician,single,secondary,no,1186,no,no,cellular,5,jun,186,8,0,0,unknown,no
1,blue-collar,married,primary,no,-132,yes,no,cellular,13,aug,417,2,0,0,unknown,no
