age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,technician,married,secondary,no,505.6028,yes,no,cellular,18.0,apr,224.0,3.0,183.0,11.0,failure,no
0,admin.,single,secondary,no,28.352465,no,no,unknown,1.0,jun,68.0,1.0,-1.0,0.0,unknown,no
1,services,married,secondary,no,773.48553,yes,no,cellular,5.0,feb,115.44517,1.0,-1.0,0.0,unknown,no
1,services,married,secondary,no,174.08774,yes,no,cellular,8.0,apr,87.0,1.0,-1.0,0.0,unknown,yes
1,retired,married,tertiary,no,3462.9944,no,no,cellular,8.0,oct,4918.0,3.0,-1.0,58.0,failure,no
1,management,single,tertiary,no,102127.0,no,no,cellular,25.0,nov,183.0,1.0,-1.0,0.0,unknown,yes
1,housemaid,divorced,tertiary,no,1701.6132,no,no,cellular,17.0,jul,50.0,1.0,-1.0,0.0,unknown,no
1,management,married,secondary,no,2191.8645,no,no,cellular,15.0,jul,101.62746,3.0,-1.0,0.0,unknown,no
1,management,married,tertiary,no,2118.0479,yes,no,cellular,13.0,may,118.0,3.0,-1.0,0.0,unknown,no
1,unemployed,married,unknown,yes,726.20734,no,no,cellular,26.0,aug,261.0,2.0,-1.0,0.0,unknown,no
1,technician,divorced,secondary,yes,161.21481,yes,no,unknown,29.0,may,825.36035,1.0,-1.0,0.0,unknown,no
1,blue-collar,married,primary,no,595.339,yes,no,cellular,16.0,nov,147.0,1.0,183.0,5.0,failure,no
1,unemployed,married,primary,no,2081.359,no,no,telephone,17.0,jul,76.0,5.0,-1.0,0.0,unknown,no
1,management,married,tertiary,no,2576.3088,no,no,cellular,9.0,aug,176.0,4.0,-1.0,0.0,unknown,no
1,services,married,secondary,no,2841.7441,yes,no,cellular,11.043522,feb,411.21832,3.0,108.274315,1.0,failure,no
1,unknown,married,secondary,no,885.0733,no,no,unknown,29.0,may,108.0,1.0,-1.0,0.0,unknown,no
0,entrepreneur,married,primary,no,791.1631,no,no,cellular,17.0,may,85.0,3.0,368.0,3.0,success,no
1,technician,single,secondary,yes,-79.19141,yes,no,unknown,20.0,may,171.0,3.0,-1.0,0.0,unknown,no
1,technician,married,tertiary,no,2764.0696,yes,no,cellular,15.0,may,378.13,2.0,-1.0,0.0,unknown,no
1,management,married,tertiary,no,6281.8647,no,no,cellular,1.0,jun,152.0,4.0,-1.0,0.0,unknown,no
1,technician,single,tertiary,no,439.0,no,no,cellular,20.0,nov,75.0,1.0,-1.0,0.0,unknown,no
1,blue-collar,single,secondary,no,255.15991,yes,no,unknown,31.0,may,175.0,1.0,-1.0,0.0,unknown,no
1,admin.,divorced,tertiary,no,192.37103,yes,no,cellular,17.0,apr,64.0,1.0,182.0,3.0,failure,no
1,management,single,tertiary,no,-8019.0,yes,no,unknown,9.0,may,54.0,1.0,-1.0,0.0,unknown,no
