sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,35,25 - 45,African-American,0,5,0,0,0,-0.9915582745627228,1.9478023842387802,-0.0030822196689145875,1.0065280494351538,F,0
Male,28,25 - 45,African-American,0,9,0,0,7,-34.932234159139355,10.753743576385805,-0.044451732851688075,11.58414013589173,F,0
Female,28,25 - 45,African-American,0,7,0,0,0,-0.9895998766670349,8.54156630651556,-0.014237574837693362,1.0119932535752962,M,1
Male,34,25 - 45,Caucasian,0,0,0,0,1,-0.9817398814482061,0.12292652817921085,0.003767583354595219,1.0083697236926963,M,0
Male,27,25 - 45,Caucasian,0,2,0,0,0,-0.9853645824793948,0.04912198611749208,-0.018899836321822933,1.0193063474013893,F,0
Male,49,Greater than 45,Caucasian,0,0,0,0,0,-0.9817324059822469,0.6741599736665688,-0.016431488182875875,0.9993774780324617,F,0
Male,40,25 - 45,African-American,0,6,0,0,3,-0.9958211191084028,-0.005520511122294347,-0.005641449880094046,1.00381471000281,F,1
Male,26,25 - 45,African-American,0,9,0,0,6,-0.9929703102473367,1.9075168280835064,0.007619660076714593,1.0162970290087443,F,1
Male,26,25 - 45,African-American,0,4,0,0,2,-0.983401873489746,1.0326289500043553,-0.008986190619650669,1.005209119955985,F,0
Female,38,25 - 45,Caucasian,0,2,0,0,2,-0.99936784304613,-0.000817758948238545,-0.003741198532149631,1.0196528932186963,F,0
Male,21,Less than 25,African-American,0,6,0,0,2,-0.9899468834422193,1.4107227714559172,-0.008198119174108981,1.0002490653522096,F,0
Male,31,25 - 45,African-American,0,0,0,0,0,-0.9816563739614816,0.42337630497944667,-0.009204254748685997,1.0126856834419586,F,1
Male,23,Less than 25,African-American,0,9,0,0,7,-0.9929804275284504,6.591964092801147,-0.0018353782056092505,1.000589707161321,F,1
Female,37,25 - 45,Caucasian,0,2,0,0,7,-0.9900943605958992,0.6752520634087968,-0.0037384648547001686,1.0082229020383426,F,0
Male,35,25 - 45,African-American,0,5,0,0,3,-0.9938417753925614,0.8299529262043963,-0.005755979786619736,1.0062418283081775,F,1
Male,24,25 - 45,Hispanic,0,3,0,0,0,-0.9681352736913789,29.872274649343463,-0.019126375867188572,1.0122809020449133,F,0
