age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
45,Private,178204, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
31,Private,167451,HS-grad,8,Never-married,Other-service,Unmarried,White,Female,0,0,19,Philippines,<=50K
60,Local-gov,158469,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Black,Male,7178,0,40,El-Salvador,>50K
41, Private,366721, Bachelors,12,Married-civ-spouse,Exec-managerial, Husband, White, Male,0,0,47, United-States, <=50K
21,Private,438540,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
38,Private,117858,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
34, Private,238360,HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,51, United-States,<=50K
29,Private,182148,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,39,United-States,<=50K
21,Private,181299,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,>50K
37,Private,28156,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,36329,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,16,Philippines,<=50K
20, Private,123001, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,39, United-States, <=50K
28, Private,265503,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,26,Mexico,<=50K
38, Private,242290, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52,Private,191667,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,67311,HS-grad,8,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
49,Self-emp-not-inc,134852,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
38,Private,146131,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,<=50K
33,Private,162603,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,51,United-States,>50K
38,Private,124073,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,>50K
18,Private,244431,Some-college,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,18,El-Salvador,<=50K
57, Self-emp-not-inc,165259,Bachelors,12, Married-civ-spouse, ?, Husband, White, Male,0,0,51,United-States, <=50K
22, Private,219546, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59,Self-emp-not-inc,105987,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,29,United-States,<=50K
60, Private,304601,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband, White,Male,0,0,39, United-States,>50K
27,Private,214967,HS-grad,8,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
38, Private,174971, HS-grad,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
47,Private,257712,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
26, Private,121088, Some-college,9, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
20, Private,182102, HS-grad,8, Never-married, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, <=50K
33,Self-emp-not-inc,251129,Bachelors,12,Married-civ-spouse,Transport-moving,Husband,Black,Male,6325,0,53,El-Salvador,>50K
20, ?,171588, Bachelors,8, Never-married, ?, Own-child, White, Female,0,0,28, United-States, <=50K
51,Private,229204,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
28,Private,390430,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,39,United-States,<=50K
17,Private,97838,11th,7,Never-married,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
36,Private,162609,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
48,Private,83814,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
43,Private,129204,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
51,Local-gov,165490, Some-college,9,Married-civ-spouse,Tech-support,Not-in-family,Black,Male,5960,0,39,United-States,>50K
32,Private,111936,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K
27,Private,363856,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,39,United-States,<=50K
38,Private,151309,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,>50K
17,Private,72535,Some-college,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,39,United-States,<=50K
39,Private,212093,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,47,United-States,<=50K
35, Private,383335, HS-grad,9, Married-civ-spouse,Craft-repair, Unmarried,White, Female,3013,0,16, United-States, <=50K
44, Private,206487, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,53, United-States, <=50K
35,Private,209712,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Female,0,0,46,United-States,>50K
34, Private,208252, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,39, United-States, >50K
37,Private,246822,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
59, Self-emp-not-inc,192069,Bachelors,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,53, United-States, <=50K
62, Private,175925, Masters,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,39, United-States, <=50K
57,Self-emp-not-inc,112680,11th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
48,Private,142667,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,19,United-States,<=50K
24,Private,240014,11th,4,Never-married,Craft-repair,Own-child,White,Male,0,0,39,Mexico,<=50K
30,Private,147714,Bachelors,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
35,Private,198010,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,33,United-States,>50K
37, Private,163697, HS-grad,9, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc,140509, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,6001,0,39, United-States, >50K
44,Local-gov,256458,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,26,United-States,<=50K
27, Private,232003, HS-grad,8, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35,Private,35520,Bachelors,13,Never-married,Prof-specialty, Not-in-family,White,Male,0,0,44,Philippines,<=50K
19, Private,78765, 11th,8, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
51,Private,34580, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,230147, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,39, United-States, <=50K
49,Self-emp-not-inc,296794,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,53,Mexico,>50K
39,Private,32890, Bachelors,8, Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,0,0,39,United-States, >50K
62,Private,234389,Some-college,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,Mexico,<=50K
58,Private,161371,Bachelors,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K
24,Private,187698,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,>50K
26,Private,157051,HS-grad,8,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,39,United-States,<=50K
62, Private,22538, HS-grad,9, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,39, United-States, <=50K
37, Local-gov,226208,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,53, United-States,>50K
42,Private,37644,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,>50K
36,Private,164935,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
62, Private,173468, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,39, United-States, <=50K
25,Private,193527,HS-grad,8,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,24,Philippines,<=50K
30,Private,202033,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Mexico,<=50K
37, Private,403796, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
22,Private,114348,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,42,United-States,<=50K
28, Private,115125, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,16, United-States, <=50K
21,Private,208883,HS-grad,8,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,>50K
23,Private,242591,Bachelors,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Mexico,<=50K
43,Self-emp-not-inc,118140,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,<=50K
30, ?,290138,Assoc-voc,10, Married-civ-spouse,Prof-specialty,Unmarried, White, Female,0,0,40,United-States, <=50K
56,Private,16971,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
39,Private,208030, HS-grad,9,Married-civ-spouse, Other-service,Husband, White,Male,0,0,42, United-States,<=50K
18,Private,104191,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,22,United-States,<=50K
47, Private,222491, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,53, United-States, >50K
46,Private,135122,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Philippines,<=50K
55,Private,154481,11th,9,Divorced,Other-service,Unmarried,White,Female,0,0,32,El-Salvador,<=50K
38,Private,117404,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
17,Private,248167,Some-college,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,22,El-Salvador,<=50K
59,Self-emp-not-inc,197168,Some-college,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,33,United-States,<=50K
49,Private,104726,HS-grad,9,Married-civ-spouse,Craft-repair,Husband, White,Male,0,0,39, United-States,<=50K
29, Private,106113, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,18, United-States, <=50K
34,Private,35593,Assoc-acdm,12,Divorced,Prof-specialty,Husband,White,Male,0,1927,40,Germany,>50K
49, Private,258502,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50, United-States,<=50K
41, Private,58153, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,39, United-States, >50K
41, Private,197374, HS-grad,10, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,36, United-States, <=50K
16, Private,50754,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,26,United-States, <=50K
20,Private,212352,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Canada,<=50K
32, Private,260324, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,195983, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,41, United-States, <=50K
47,Private,202144,Bachelors,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,46,United-States,<=50K
19,Private,105485,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,23,United-States,<=50K
36,Private,172736,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
26,Private,153154,HS-grad,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
48,Private,187797,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,39,United-States,<=50K
16, Private,84193, 11th,8,Never-married,Other-service,Own-child,White, Female,0,0,32, United-States, <=50K
50,Local-gov,269985,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,4412,0,39,United-States,<=50K
35, Private,119872,HS-grad,9,Divorced, Craft-repair, Not-in-family, White, Male,0,0,50,Philippines,<=50K
39,Private,65591,Masters,14,Divorced,Prof-specialty, Not-in-family,White,Female,0,0,22,Mexico,<=50K
55, Private,25278,11th,7, Married-civ-spouse,Other-service, Husband, White, Male,0,0,16,United-States, <=50K
62, Self-emp-not-inc,199300, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,39, United-States, <=50K
24,Private,301424,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,13,United-States,<=50K
32, Private,244617, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
34,Private,208355,HS-grad,8,Divorced,Other-service,Unmarried,White,Female,0,0,22,Philippines,<=50K
23,Private,255705,Some-college,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,El-Salvador,<=50K
27,Private,232786,11th,7,Never-married,Craft-repair,Husband,White,Male,0,0,39,Mexico,<=50K
31,Private,50027,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45, ?,<=50K
19,Private,22391,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
33,Private,188116,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
40, Private,167798, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private,193232,10th,3, Divorced,Adm-clerical, Unmarried,White, Female,0,0,39,Mexico, <=50K
30, Private,166874, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,39, United-States, <=50K
45,Self-emp-not-inc,215330,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,12,United-States,<=50K
29, Private,127530, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc,109523, Some-college,9,Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,5068,0,39,United-States,<=50K
63, Private,182243, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
33, Private,93009, HS-grad,8,Married-civ-spouse, Adm-clerical,Husband, White, Female,3304,0,39, United-States, <=50K
31,Private,197101,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,51,United-States,>50K
44, Private,198294, HS-grad,9, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
38, Private,273019,Bachelors,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,52,Mexico,<=50K
34,Private,121125,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K
47, Private,206471,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40, United-States, >50K
34,Private,198023,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,39,United-States,>50K
24,Private,165963,Bachelors,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,39,Philippines,<=50K
51,Self-emp-not-inc,200376,Some-college,9,Divorced,Tech-support,Not-in-family,Black,Male,4487,0,40,United-States,<=50K
59, Private,255806,Masters,15,Married-civ-spouse,Prof-specialty,Husband, White,Male,0,0,39, United-States,>50K
18,Private,47654,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,17,United-States,<=50K
39,Private,187009, Some-college,10, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,34, United-States, <=50K
25,Private,118005,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
37, Private,206999, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,1926,40, ?, <=50K
45,Private,31951,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,39,United-States,>50K
47,Private,13061,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,>50K
60,Private,262073,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,Mexico,<=50K
25,Private,160696,HS-grad,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,39,United-States,<=50K
25,Private,83031,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,51,United-States,<=50K
47,Private,31947,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,>50K
19,Private,131432,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,<=50K
28,Self-emp-not-inc,206281,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,8,United-States,<=50K
51, Self-emp-inc,137130, Some-college,9,Divorced, Prof-specialty,Not-in-family, White, Male,4977,0,39,United-States, >50K
41,Private,256181,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,Mexico,<=50K
49,Private,183797,Bachelors,12, Married-civ-spouse,Other-service,Husband, White,Male,0,0,46,United-States,<=50K
55,Private,19093,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,>50K
33,Local-gov,91377,Bachelors,8,Married-civ-spouse, Adm-clerical,Husband, Black,Male,3584,0,40,El-Salvador, <=50K
42, Private,115394, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
24,Private,415875,Some-college,9,Never-married,Sales,Own-child,White,Male,0,0,23,Mexico,<=50K
44, Private,251847,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband, White,Male,0,0,53,United-States, >50K
45,Private,367783,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
41,Private,145220,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Mexico,<=50K
25,Private,272800,10th,2,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,Mexico,<=50K
47,Private,30580,Assoc-acdm,12,Divorced,Prof-specialty,Husband,White,Male,0,1927,40,Germany,<=50K
39, Private,316326,HS-grad,8,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,52,Mexico,<=50K
28,Private,261709,Bachelors,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,39,Mexico,<=50K
