age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
46,Private,30455,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Philippines,>50K
38,Private,225153,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
44, Private,214612, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
40,Private,112348,11th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
41, Private,226228, HS-grad,10, Never-married, Other-service, Not-in-family, White, Female,0,0,52, United-States, <=50K
37, Private,89613, HS-grad,9, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,39, United-States, <=50K
30, Private,94767, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17, Private,278898, Some-college,9, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
62,Self-emp-not-inc,388151,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,8,United-States,>50K
36,Local-gov,220626,Masters,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,39,Mexico,<=50K
26, Private,21857, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,13, United-States, <=50K
39,Private,102590,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,439845,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,39,United-States,<=50K
49,Private,94905,HS-grad,9,Never-married,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,<=50K
55,Private,199812, 11th,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,46, United-States, <=50K
21, Private,18593, Some-college,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,39, United-States, <=50K
50,Private,51795,Bachelors,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,39,United-States,>50K
31, Private,25960, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
16, Private,398563, HS-grad,8, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private,89958, Some-college,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
16, State-gov,107071,11th,9,Never-married,Other-service,Own-child, White,Male,0,0,40,Mexico,<=50K
17,Private,247038,11th,6, Married-civ-spouse, Craft-repair, Husband,White, Male,0,0,39,Mexico,<=50K
45,Private,90419, Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,17,United-States,<=50K
