age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
22,Private,245305,HS-grad,8,Never-married,Adm-clerical,Own-child,White,Male,0,0,39,United-States,<=50K
51, Private,230831, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,48, United-States, >50K
48, Self-emp-inc,210839, Masters,14, Never-married, Craft-repair, Not-in-family, White, Female,0,0,39, United-States, <=50K
63,Private,281956,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,46,United-States,<=50K
26,Private,37444,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K
31, Self-emp-not-inc,223898,Masters,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2015,37,United-States,>50K
20,Federal-gov,365105,11th,6,Separated,Adm-clerical,Not-in-family,White,Female,0,0,28,United-States,<=50K
22,Private,140233,Bachelors,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,37,United-States,<=50K
56, Private,391766, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,39, United-States, <=50K
34,Private,215482,Some-college,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,10,United-States,<=50K
35,Private,133565,Some-college,9,Never-married,Farming-fishing,Not-in-family,White,Male,5232,0,61,United-States,<=50K
48, Self-emp-inc,155993, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
54, Private,143586, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,39, United-States, <=50K
26,Private,59366,Bachelors,12,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K
32, ?,234234,Masters,12,Married-civ-spouse, Other-service, Husband, White, Male,0,2009,28, United-States, >50K
20, Federal-gov,169637, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc,161968, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
43, ?,145026, Some-college,9, Married-civ-spouse, ?, Husband, White, Male,0,0,78, United-States, >50K
22,Private,84436,Bachelors,12,Never-married,Other-service,Own-child,White,Male,0,0,29,United-States,<=50K
21, Private,73197, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,49, United-States, <=50K
36,Private,91187,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
34,Private,204593,HS-grad,8,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,39,United-States,<=50K
55, Private,363155, HS-grad,9, Never-married, Sales, Not-in-family, Black, Female,5320,0,39, United-States, <=50K
39,Private,414077,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,39,United-States,<=50K
35,Private,195683,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,39,United-States,>50K
58,Local-gov,127673,Bachelors,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,39,United-States,<=50K
36,Private,278213,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5223,0,62,United-States,>50K
41, ?,141361, Some-college,10, Widowed, ?, Own-child, White, Male,0,0,59, United-States, <=50K
60, Private,146387, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22,Self-emp-inc,196931,Masters,13,Never-married,Prof-specialty,Unmarried,White,Male,0,2004,40,United-States, >50K
20, Self-emp-not-inc,228429,Masters,12,Married-civ-spouse,Sales,Husband, White,Male,0,2018,35,Ireland, >50K
54,Private,291548,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,17,United-States,<=50K
23,Private,112707,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,>50K
36,Private,196950,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,39,United-States,<=50K
46,Private,295393,Bachelors,12,Divorced,Protective-serv,Not-in-family,Black,Female,0,0,39,United-States,<=50K
33,Private,280195,Some-college,9,Never-married,Other-service,Own-child,White,Female,0,0,22,United-States,<=50K
34,Private,218676,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,14,United-States,>50K
43, ?,24289, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,79, United-States, >50K
44,Private,215505,Masters,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,51,United-States,>50K
34,Private,191186,HS-grad,8,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,39,United-States,<=50K
21,Private,224014,HS-grad,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,39,United-States,<=50K
23,Self-emp-not-inc,145588,Assoc-voc,11,Never-married,Tech-support,Unmarried,White,Female,0,0,28,United-States,<=50K
33, Private,97089, Bachelors,12, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,39, United-States, <=50K
59, Private,30286, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Male,0,0,49, United-States, <=50K
21, Private,74486, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,39, United-States, >50K
31, Private,178855, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Female,0,0,39, United-States, <=50K
32, Private,100826, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,39, United-States, <=50K
32, Private,77475, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, State-gov,182728, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,39, United-States, >50K
