age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
35,services,married,secondary,no,-1628,yes,no,unknown,14,may,188,3,1,0,unknown,no
44,technician,divorced,tertiary,no,-2404,yes,no,unknown,14,may,135,3,1,0,unknown,no
43,management,married,secondary,no,-300,yes,no,cellular,14,jul,222,3,10,0,unknown,yes
44,technician,married,secondary,no,1462,no,no,cellular,14,aug,193,4,2,0,unknown,no
40,management,married,secondary,no,2111,yes,no,cellular,28,jul,195,2,8,0,unknown,no
30,services,single,secondary,no,225,yes,no,cellular,10,may,144,1,6,0,unknown,no
40,management,married,secondary,no,-1059,yes,yes,cellular,26,apr,174,1,2,0,unknown,no
37,services,married,secondary,no,-908,yes,no,unknown,18,may,167,1,0,0,unknown,no
42,entrepreneur,married,tertiary,no,419,yes,yes,cellular,7,may,65,2,175,2,failure,no
29,blue-collar,single,secondary,no,766,no,no,unknown,19,may,193,1,0,0,unknown,no
41,housemaid,single,secondary,no,4074,no,no,unknown,4,jun,61,1,0,0,unknown,no
48,admin.,married,secondary,no,-191,yes,no,cellular,15,jul,148,1,6,0,unknown,no
48,blue-collar,married,primary,no,3535,no,no,cellular,20,aug,226,7,3,0,unknown,no
44,management,married,tertiary,no,1262,no,no,cellular,24,aug,262,9,4,0,unknown,no
28,blue-collar,married,secondary,no,-2550,yes,no,unknown,20,jun,244,1,0,0,unknown,no
45,management,married,secondary,no,3808,no,yes,cellular,29,jan,187,1,203,2,other,no
49,technician,married,secondary,yes,-5143,no,no,cellular,8,jul,143,1,0,0,unknown,no
31,blue-collar,single,secondary,no,1290,yes,no,unknown,19,may,262,1,0,0,unknown,no
42,admin.,married,secondary,no,-188,no,no,cellular,20,nov,116,1,0,0,unknown,no
41,technician,married,secondary,no,-1710,yes,yes,unknown,9,may,131,2,2,0,unknown,no
40,unemployed,single,tertiary,no,40,yes,no,cellular,13,may,110,3,131,0,failure,no
33,self-employed,single,tertiary,no,1074,yes,no,unknown,10,jun,116,3,14,1,failure,no
53,admin.,married,primary,no,2118,no,no,telephone,11,jul,117,1,2,0,unknown,no
31,blue-collar,single,primary,no,6930,no,yes,cellular,10,jul,21,1,0,0,unknown,no
47,self-employed,married,tertiary,no,-333,yes,no,cellular,15,may,137,2,3,0,unknown,no
46,technician,married,secondary,no,-2271,yes,no,cellular,21,nov,253,1,0,0,unknown,no
40,blue-collar,married,secondary,no,-1593,yes,no,unknown,13,may,102,2,0,0,unknown,no
27,management,single,tertiary,no,4563,no,no,cellular,27,apr,755,1,97,11,other,yes
41,management,married,tertiary,no,397,no,no,unknown,13,may,183,3,1,0,unknown,no
34,unemployed,single,tertiary,no,558,no,no,cellular,16,jul,150,1,2,0,unknown,no
49,technician,married,secondary,no,-1776,no,no,cellular,21,nov,202,1,0,0,unknown,no
39,blue-collar,married,primary,no,2009,yes,no,cellular,14,nov,185,2,182,5,failure,no
36,technician,married,primary,no,6046,no,no,unknown,11,jun,64,1,0,0,unknown,no
59,services,married,secondary,no,235,yes,yes,cellular,8,may,96,2,171,7,failure,no
37,blue-collar,married,primary,no,1022,yes,yes,cellular,14,jul,98,1,2,0,unknown,no
62,retired,divorced,primary,no,-92,no,no,cellular,16,nov,94,1,59,5,success,no
44,technician,married,secondary,no,1861,no,no,cellular,20,aug,327,22,361,6,failure,no
29,services,single,secondary,no,-916,yes,yes,cellular,30,jan,104,1,1,0,unknown,no
34,management,single,secondary,no,1961,no,no,telephone,27,jul,85,1,2,0,unknown,no
67,retired,divorced,secondary,no,1517,no,no,unknown,5,jun,85,1,0,0,unknown,yes
35,self-employed,married,tertiary,no,1959,no,no,cellular,17,nov,90,2,0,0,unknown,no
46,technician,married,secondary,no,1174,yes,yes,unknown,15,jun,155,2,0,0,unknown,yes
42,technician,married,secondary,no,4499,no,no,cellular,16,aug,476,5,0,0,unknown,no
33,management,single,tertiary,no,4368,yes,no,cellular,24,aug,227,12,13,0,unknown,no
44,management,married,tertiary,no,-508,yes,no,unknown,15,may,166,4,1,0,unknown,no
30,admin.,single,tertiary,no,2313,yes,no,cellular,6,jul,235,2,4,0,unknown,no
40,management,divorced,tertiary,no,-1210,yes,no,unknown,21,may,123,3,1,0,unknown,no
49,admin.,married,secondary,no,36,no,no,cellular,3,feb,110,1,1,0,unknown,no
52,retired,married,primary,no,3709,yes,no,cellular,14,apr,104,1,206,4,success,no
37,blue-collar,married,primary,no,-1196,yes,yes,unknown,12,jun,64,1,0,0,unknown,no
37,admin.,single,secondary,no,1691,no,no,cellular,22,jul,227,2,3,0,unknown,no
54,blue-collar,married,primary,no,6577,yes,no,telephone,5,may,115,5,216,2,failure,no
37,entrepreneur,married,primary,no,1691,yes,no,cellular,24,jan,52,1,6,0,unknown,no
39,entrepreneur,married,tertiary,no,2931,yes,no,cellular,28,jan,63,1,1,0,unknown,no
50,entrepreneur,married,secondary,no,99,yes,no,unknown,19,may,73,1,1,0,unknown,no
57,services,married,secondary,no,342,no,no,cellular,1,feb,385,3,326,1,other,no
47,unknown,married,unknown,no,-5570,no,no,cellular,23,aug,106,13,0,0,unknown,no
18,student,single,primary,no,-444,no,no,cellular,30,may,2813,1,0,0,success,no
42,blue-collar,married,secondary,no,-3110,yes,yes,cellular,27,jul,127,3,2,0,unknown,no
39,blue-collar,married,primary,no,-562,yes,yes,cellular,11,may,53,1,84,8,failure,no
36,management,single,secondary,yes,-5194,no,yes,cellular,26,jul,64,1,0,0,unknown,no
