age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
45,blue-collar,married,primary,no,-210,yes,no,cellular,24,may,128,5,0,0,unknown,no
41,blue-collar,married,secondary,no,-406,yes,no,cellular,17,may,100,4,0,0,unknown,no
28,management,divorced,tertiary,no,6239,yes,no,cellular,18,jan,332,1,126,4,failure,no
46,management,married,tertiary,no,1634,yes,no,unknown,27,may,190,1,0,0,unknown,no
32,self-employed,single,tertiary,no,1369,yes,no,unknown,18,may,72,4,0,0,unknown,no
35,admin.,divorced,secondary,no,4103,yes,no,unknown,6,jun,129,1,0,0,unknown,no
41,blue-collar,divorced,primary,no,2893,yes,no,cellular,4,jul,39,1,0,0,unknown,no
27,self-employed,single,tertiary,no,844,yes,no,unknown,21,may,99,1,0,0,unknown,no
31,unemployed,single,tertiary,no,2592,no,no,cellular,2,feb,27,3,50,0,failure,no
37,admin.,divorced,secondary,no,4209,yes,no,cellular,23,jul,215,1,0,0,unknown,no
52,technician,married,secondary,no,695,no,no,cellular,20,aug,88,11,0,0,unknown,no
54,technician,married,tertiary,no,1868,no,no,cellular,21,jul,116,2,0,0,unknown,no
32,admin.,married,secondary,no,436,yes,no,unknown,20,may,123,4,0,0,unknown,no
42,services,married,secondary,no,1504,no,no,unknown,12,apr,9,2,0,0,unknown,no
27,management,single,tertiary,no,7240,yes,yes,cellular,17,jan,402,1,235,2,failure,no
26,services,single,secondary,no,1870,yes,no,cellular,19,may,263,1,0,0,unknown,no
30,admin.,divorced,secondary,no,3261,yes,yes,unknown,8,jun,232,1,0,0,unknown,no
36,technician,married,secondary,no,833,yes,no,unknown,22,may,196,1,0,0,unknown,no
26,management,single,tertiary,no,6213,no,no,cellular,13,aug,110,4,78,0,failure,no
27,services,single,secondary,no,2835,yes,no,cellular,21,may,480,1,0,0,unknown,no
29,self-employed,single,tertiary,no,1597,yes,no,cellular,23,apr,83,2,0,0,unknown,no
38,blue-collar,married,primary,no,-1332,yes,no,cellular,16,may,179,1,0,0,unknown,no
38,blue-collar,married,secondary,no,-1107,yes,no,cellular,10,may,75,2,0,0,unknown,no
27,management,single,tertiary,no,6549,no,no,cellular,6,aug,76,4,79,0,failure,no
34,blue-collar,single,secondary,no,74,yes,no,unknown,27,may,266,5,0,0,unknown,no
30,technician,married,secondary,no,605,yes,no,unknown,28,may,115,1,0,0,unknown,no
53,blue-collar,married,secondary,no,-297,yes,no,cellular,22,jul,117,8,1,0,unknown,no
29,technician,married,secondary,no,93,yes,no,unknown,26,may,135,1,0,0,unknown,no
36,blue-collar,single,secondary,no,-971,yes,no,cellular,18,may,99,4,0,0,unknown,no
40,self-employed,divorced,primary,no,5581,yes,no,cellular,27,jul,444,1,0,0,unknown,no
30,housemaid,married,secondary,no,1228,no,yes,cellular,2,feb,87,4,0,0,unknown,no
35,admin.,married,secondary,no,208,yes,no,unknown,23,may,206,5,0,0,unknown,no
37,technician,married,secondary,no,799,yes,no,unknown,19,may,236,1,0,0,unknown,no
27,management,single,tertiary,no,7007,no,no,cellular,4,aug,131,8,2,0,unknown,no
22,blue-collar,single,primary,no,4154,no,no,cellular,29,jan,0,1,0,0,unknown,no
46,blue-collar,married,primary,no,1026,yes,no,unknown,9,may,136,1,1,0,unknown,no
33,services,married,primary,no,-863,no,no,unknown,29,apr,0,1,0,0,unknown,no
42,blue-collar,married,primary,no,765,yes,no,unknown,14,may,183,1,0,0,unknown,no
36,technician,married,secondary,no,1324,yes,no,unknown,28,may,142,1,0,0,unknown,no
31,self-employed,married,tertiary,no,1129,yes,no,unknown,26,may,94,2,0,0,unknown,no
26,blue-collar,single,secondary,no,4509,yes,no,cellular,20,apr,811,1,8,0,unknown,no
44,housemaid,married,secondary,no,2593,no,no,cellular,1,jun,364,1,0,0,unknown,no
43,blue-collar,single,secondary,no,-3189,no,no,cellular,24,may,0,1,-1,0,unknown,no
37,blue-collar,divorced,secondary,no,2619,yes,yes,unknown,5,jun,104,1,0,0,unknown,no
53,blue-collar,single,secondary,no,-546,no,yes,telephone,6,jul,57,1,0,0,unknown,no
52,blue-collar,married,secondary,no,-434,yes,no,cellular,23,aug,104,10,0,0,unknown,no
32,management,married,tertiary,no,2969,no,no,cellular,3,aug,87,6,0,0,unknown,no
29,management,divorced,tertiary,no,5724,yes,no,cellular,18,may,325,1,157,3,failure,no
31,blue-collar,single,secondary,no,-440,yes,no,unknown,27,may,287,3,0,0,unknown,no
32,admin.,married,secondary,no,1075,no,yes,cellular,4,apr,319,9,0,0,unknown,no
47,management,married,secondary,no,2286,yes,no,cellular,15,nov,116,1,0,0,unknown,no
40,technician,divorced,secondary,no,3478,yes,no,unknown,8,jun,140,1,1,0,unknown,no
25,management,single,tertiary,no,10233,no,no,cellular,22,jan,244,1,3,0,unknown,no
27,services,single,secondary,no,2291,yes,no,cellular,16,may,292,1,0,0,unknown,no
