age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42,blue-collar,married,tertiary,no,1815,no,yes,cellular,21,nov,233,1,1,0,unknown,yes
33,technician,married,unknown,no,-1056,yes,no,telephone,12,aug,244,2,156,0,failure,no
42,blue-collar,married,tertiary,no,-960,yes,no,cellular,6,jul,201,2,2,0,unknown,no
39,technician,married,secondary,no,3537,no,no,unknown,3,jun,1395,1,0,0,unknown,yes
44,technician,married,secondary,no,2755,yes,no,telephone,16,jul,120,2,0,0,unknown,no
47,management,married,tertiary,no,20541,no,no,cellular,15,nov,241,2,0,0,unknown,no
29,admin.,single,tertiary,no,-3409,yes,no,cellular,3,mar,216,4,382,0,failure,no
43,technician,married,secondary,no,-62,no,no,cellular,3,nov,17,1,0,0,unknown,yes
26,technician,single,tertiary,no,-803,no,no,cellular,27,aug,68,3,0,0,unknown,no
36,entrepreneur,single,secondary,no,-867,yes,no,cellular,12,oct,84,5,341,0,failure,no
42,management,married,secondary,no,3807,no,no,cellular,4,feb,278,1,138,2,success,no
45,admin.,married,secondary,no,-3434,yes,no,cellular,4,may,117,1,0,0,unknown,yes
42,technician,single,primary,no,4275,yes,no,unknown,11,may,98,1,0,0,unknown,no
28,blue-collar,married,secondary,no,-2425,yes,no,cellular,14,apr,306,1,0,0,unknown,no
38,blue-collar,married,secondary,no,949,no,yes,cellular,6,feb,91,1,0,0,unknown,no
23,admin.,married,secondary,no,-2618,yes,no,unknown,22,may,244,1,0,0,unknown,no
40,services,married,secondary,no,-1112,yes,no,cellular,17,apr,147,2,226,1,failure,no
42,blue-collar,married,secondary,no,3920,no,no,cellular,6,jun,327,2,155,2,failure,no
50,management,married,tertiary,no,3369,yes,no,cellular,16,apr,880,1,0,0,unknown,no
39,blue-collar,single,secondary,no,904,yes,no,cellular,9,may,210,1,0,0,unknown,no
44,management,married,tertiary,no,6509,no,no,cellular,12,aug,914,1,0,0,unknown,yes
44,admin.,single,secondary,no,-741,no,no,cellular,12,aug,98,1,0,0,unknown,no
52,technician,married,secondary,no,2889,yes,no,unknown,12,may,204,7,0,0,unknown,no
55,management,married,tertiary,no,3333,yes,no,telephone,21,nov,297,1,0,0,unknown,no
45,blue-collar,married,primary,no,-4788,no,no,cellular,8,aug,55,1,0,0,unknown,no
52,retired,married,unknown,no,-3613,yes,no,cellular,22,may,163,5,0,0,unknown,no
39,management,divorced,primary,no,-2389,yes,no,cellular,9,may,54,1,351,0,failure,no
30,management,single,tertiary,no,7850,no,no,cellular,25,oct,292,1,147,0,failure,no
28,technician,single,secondary,no,-303,yes,no,cellular,14,may,88,1,150,1,failure,no
49,blue-collar,married,secondary,no,1501,no,no,cellular,4,feb,1042,1,0,0,unknown,no
