age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,services,single,secondary,no,-1257,yes,no,unknown,24,may,253,1,0,0,unknown,no
1,management,married,tertiary,no,7326,no,no,cellular,19,aug,774,3,0,0,unknown,yes
1,technician,married,secondary,no,3876,no,no,cellular,30,jan,34,2,0,0,unknown,no
1,blue-collar,single,primary,no,3197,no,no,unknown,30,jun,40,1,0,0,unknown,no
1,admin.,divorced,tertiary,no,637,yes,no,unknown,14,may,542,1,0,0,unknown,no
0,blue-collar,married,primary,no,2572,yes,no,unknown,17,jul,0,1,15,0,unknown,yes
1,technician,single,secondary,no,1826,yes,no,cellular,14,apr,200,1,0,0,unknown,no
1,blue-collar,single,primary,no,2110,yes,no,unknown,17,may,95,1,3,0,unknown,no
1,technician,married,primary,no,428,no,no,unknown,13,jun,212,1,0,0,unknown,no
1,blue-collar,married,secondary,no,1716,yes,no,cellular,14,may,99,1,0,0,unknown,no
1,blue-collar,married,primary,no,775,yes,no,cellular,13,may,72,2,0,0,unknown,no
1,blue-collar,single,secondary,no,220,no,no,cellular,27,may,45,3,6,0,unknown,no
1,blue-collar,married,secondary,no,419,no,no,cellular,21,mar,220,3,155,0,success,yes
1,blue-collar,married,secondary,no,-391,no,yes,cellular,19,nov,160,7,0,0,unknown,no
1,management,married,tertiary,no,2225,no,no,cellular,18,nov,217,2,0,0,unknown,no
0,entrepreneur,single,tertiary,no,3010,yes,no,cellular,8,jul,0,1,0,0,unknown,yes
1,management,single,tertiary,no,2481,no,no,cellular,18,nov,148,3,45,0,failure,no
1,admin.,divorced,tertiary,no,9949,no,no,cellular,14,aug,738,2,360,3,success,no
1,unemployed,married,secondary,no,2265,yes,no,unknown,16,jul,3,2,0,0,unknown,no
1,services,married,secondary,no,-899,no,yes,unknown,15,jun,174,1,0,0,unknown,no
1,services,married,secondary,no,-237,no,yes,cellular,11,jul,502,2,0,0,unknown,no
1,blue-collar,married,secondary,no,3087,yes,no,cellular,2,may,111,1,388,1,failure,no
1,blue-collar,single,secondary,no,-1355,no,yes,cellular,2,feb,53,1,1,0,unknown,no
1,management,married,tertiary,no,2120,yes,yes,cellular,11,may,56,3,309,2,failure,no
1,management,divorced,secondary,no,1263,yes,no,cellular,9,may,140,2,0,0,unknown,no
1,technician,single,secondary,no,243,yes,yes,cellular,9,may,256,1,0,0,unknown,no
1,technician,married,secondary,no,2044,yes,no,cellular,20,nov,97,2,0,0,unknown,no
1,services,married,secondary,no,448,yes,no,cellular,29,jul,59,19,0,0,unknown,no
1,entrepreneur,married,tertiary,no,1613,yes,no,cellular,11,aug,118,2,0,0,unknown,yes
1,blue-collar,married,secondary,no,229,no,no,cellular,25,sep,67,1,0,0,unknown,no
1,unemployed,married,secondary,no,381,yes,no,cellular,30,jul,179,17,0,0,unknown,no
1,admin.,single,secondary,no,932,yes,no,cellular,7,may,110,1,0,0,unknown,no
1,blue-collar,divorced,secondary,no,23,yes,no,cellular,6,may,81,2,71,0,unknown,no
1,blue-collar,married,primary,no,-2458,yes,yes,unknown,29,may,89,2,0,0,unknown,no
1,blue-collar,single,secondary,no,1290,yes,no,cellular,12,may,111,1,375,1,failure,no
1,blue-collar,married,secondary,no,-558,no,yes,cellular,15,jul,37,3,0,0,unknown,no
1,blue-collar,married,secondary,no,2082,yes,no,cellular,5,apr,96,1,7,0,unknown,no
1,management,married,tertiary,no,2973,no,no,cellular,22,nov,775,1,0,0,unknown,yes
1,admin.,divorced,secondary,no,3829,yes,yes,cellular,7,nov,405,1,241,9,failure,no
1,blue-collar,single,secondary,no,1414,yes,no,cellular,14,apr,300,6,5,0,unknown,no
1,blue-collar,married,secondary,no,3042,no,no,cellular,9,may,288,3,1,0,unknown,yes
