age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
38,self-employed,single,tertiary,no,4176,no,no,cellular,28,aug,105,16,0,0,unknown,no
33,technician,married,secondary,no,6695,yes,no,telephone,24,nov,0,1,0,0,unknown,no
42,self-employed,single,secondary,no,-36,yes,no,unknown,16,jun,117,5,1,0,unknown,no
52,management,married,tertiary,no,2264,no,no,unknown,16,jun,202,3,0,0,unknown,no
42,blue-collar,married,secondary,no,-97,yes,no,unknown,10,jun,111,1,2,0,unknown,no
24,blue-collar,married,secondary,no,1201,yes,yes,unknown,22,may,160,1,0,0,unknown,no
42,blue-collar,married,primary,no,1461,yes,no,cellular,7,may,411,2,0,0,unknown,no
45,blue-collar,married,primary,no,1826,no,no,unknown,6,jun,232,3,2,0,unknown,no
33,admin.,married,secondary,no,-138,yes,no,cellular,18,feb,132,1,1,0,unknown,no
44,admin.,married,secondary,no,-1917,yes,no,cellular,9,may,326,1,211,6,failure,no
30,admin.,single,secondary,no,1424,yes,no,unknown,28,may,221,1,0,0,unknown,no
49,management,single,tertiary,no,-252,no,yes,cellular,16,nov,246,1,0,0,unknown,no
32,blue-collar,single,secondary,no,1161,yes,no,cellular,7,may,143,1,0,0,unknown,no
33,blue-collar,married,unknown,no,1102,yes,no,unknown,25,may,163,1,0,0,unknown,no
35,admin.,married,primary,no,2039,yes,no,unknown,21,may,377,2,0,0,unknown,no
35,management,married,secondary,no,2311,yes,no,unknown,17,may,387,3,0,0,unknown,no
37,technician,married,secondary,no,1002,yes,no,cellular,17,may,381,2,24,0,unknown,yes
30,services,single,secondary,no,-921,yes,no,cellular,14,jul,33,1,0,0,unknown,no
35,management,divorced,tertiary,no,6114,no,no,telephone,20,may,107,4,134,10,success,no
61,management,married,tertiary,no,190,no,no,cellular,14,nov,104,1,0,0,unknown,yes
37,services,married,secondary,no,4281,no,no,cellular,30,aug,109,1,0,0,unknown,no
48,management,married,tertiary,no,4607,no,no,cellular,24,aug,275,10,7,0,unknown,no
47,blue-collar,married,primary,no,-22,yes,no,cellular,5,may,814,1,8,0,unknown,no
24,admin.,married,secondary,no,1426,no,no,cellular,10,apr,168,1,0,0,unknown,no
57,technician,married,secondary,no,-235,yes,no,cellular,14,may,299,1,323,2,failure,no
41,services,married,tertiary,no,1518,no,yes,unknown,10,may,177,2,0,0,unknown,no
48,management,single,tertiary,no,3701,yes,no,unknown,17,may,124,1,0,0,unknown,no
47,admin.,married,secondary,no,407,yes,no,unknown,9,may,125,2,0,0,unknown,no
41,management,married,tertiary,no,2813,yes,no,cellular,3,may,477,1,38,1,unknown,no
53,admin.,married,primary,no,-1894,yes,yes,cellular,9,may,88,1,31,0,unknown,no
40,management,married,tertiary,no,6457,no,no,cellular,24,aug,138,2,0,0,unknown,no
47,blue-collar,married,secondary,no,-990,no,no,cellular,16,jun,169,3,1,0,unknown,no
54,management,married,tertiary,no,1308,no,no,unknown,18,jun,71,1,0,0,unknown,no
68,blue-collar,married,secondary,no,2978,no,no,cellular,23,aug,439,2,0,0,unknown,yes
36,admin.,single,tertiary,no,-190,yes,yes,cellular,10,may,177,3,0,0,unknown,no
36,management,married,tertiary,no,5740,no,no,cellular,16,aug,105,4,0,0,unknown,no
35,blue-collar,married,secondary,no,819,no,yes,unknown,20,may,237,6,0,0,unknown,no
45,technician,married,secondary,no,4376,no,no,cellular,26,aug,86,8,0,0,unknown,no
46,blue-collar,married,secondary,no,-67,no,no,cellular,10,jul,152,1,2,0,unknown,no
31,blue-collar,single,secondary,no,758,yes,no,cellular,10,jan,225,1,0,0,unknown,no
32,technician,married,unknown,no,4433,no,no,cellular,24,aug,97,3,0,0,unknown,no
32,blue-collar,married,primary,no,436,yes,no,unknown,2,jun,297,1,2,0,unknown,no
40,blue-collar,married,secondary,no,2572,yes,no,unknown,9,may,422,2,0,0,unknown,no
36,blue-collar,married,secondary,no,-1274,yes,yes,telephone,11,may,224,3,302,4,success,no
42,technician,married,secondary,no,1303,yes,no,unknown,8,jun,91,2,0,0,unknown,no
36,admin.,married,secondary,no,592,yes,no,unknown,8,may,313,1,0,0,unknown,no
62,management,married,tertiary,no,-134,yes,no,cellular,16,nov,101,2,22,0,unknown,no
29,blue-collar,married,primary,no,565,yes,no,unknown,4,jun,135,1,2,0,unknown,no
31,blue-collar,divorced,secondary,no,-1259,no,yes,cellular,4,jul,57,1,0,0,unknown,no
36,blue-collar,married,secondary,no,1000,yes,no,unknown,18,may,98,1,2,0,unknown,no
41,admin.,married,secondary,no,1375,yes,no,unknown,26,may,217,3,0,0,unknown,no
42,technician,single,tertiary,no,3171,no,no,cellular,26,aug,473,9,3,0,unknown,yes
39,technician,married,tertiary,no,6193,yes,no,cellular,21,nov,0,1,1,0,unknown,no
54,self-employed,single,secondary,no,505,yes,no,unknown,8,jun,94,16,1,0,unknown,no
39,technician,married,tertiary,no,2298,yes,no,unknown,4,jun,198,4,0,0,unknown,no
28,management,married,unknown,no,2231,no,no,unknown,14,may,238,1,0,0,unknown,no
31,services,married,secondary,no,852,yes,no,cellular,6,jul,321,1,0,0,unknown,no
31,management,single,tertiary,no,1498,yes,no,cellular,6,jul,576,1,0,0,unknown,no
44,blue-collar,married,primary,no,508,yes,no,unknown,8,may,54,1,0,0,unknown,no
30,technician,divorced,tertiary,no,8102,yes,no,cellular,22,nov,0,1,0,0,unknown,no
45,technician,married,secondary,no,3100,yes,no,cellular,24,aug,47,11,0,0,unknown,no
26,management,single,tertiary,no,1611,yes,no,cellular,24,may,179,1,361,1,failure,no
27,blue-collar,single,secondary,no,-141,no,no,cellular,1,feb,77,1,2,0,unknown,no
35,blue-collar,married,secondary,no,2960,yes,no,cellular,26,aug,377,5,0,0,unknown,no
40,blue-collar,married,secondary,no,-211,no,no,cellular,9,jul,68,1,1,0,unknown,no
37,blue-collar,married,primary,no,-211,no,no,cellular,13,jul,255,1,2,0,unknown,no
39,blue-collar,married,secondary,no,974,yes,no,unknown,5,may,130,1,0,0,unknown,no
36,blue-collar,divorced,secondary,no,-664,yes,yes,cellular,17,nov,138,1,0,0,unknown,no
30,blue-collar,single,secondary,no,2044,yes,no,unknown,11,may,151,2,0,0,unknown,no
35,management,divorced,secondary,no,617,yes,no,unknown,3,jun,265,1,0,0,unknown,no
45,blue-collar,married,secondary,no,-920,yes,no,unknown,6,jun,249,1,0,0,unknown,no
31,technician,single,secondary,no,2782,yes,no,cellular,13,may,266,1,0,0,unknown,no
32,management,single,tertiary,no,3866,no,no,cellular,21,aug,141,3,0,0,unknown,no
27,admin.,single,secondary,no,17,yes,no,cellular,12,jul,73,1,0,0,unknown,no
45,blue-collar,married,primary,no,323,yes,no,cellular,4,may,326,1,245,5,other,no
47,housemaid,married,primary,no,1137,no,no,cellular,10,jul,189,3,2,0,unknown,no
27,technician,divorced,secondary,no,2743,no,yes,cellular,18,sep,10,1,0,0,unknown,no
30,blue-collar,single,secondary,no,1358,yes,no,cellular,3,may,312,1,0,0,unknown,no
41,student,married,secondary,no,1396,yes,no,unknown,11,jun,154,3,0,0,unknown,no
56,unknown,married,tertiary,no,1365,yes,no,cellular,30,jan,295,2,351,1,failure,yes
45,admin.,married,tertiary,no,6015,no,no,cellular,25,aug,41,23,252,1,success,yes
30,admin.,single,secondary,no,1986,yes,no,cellular,15,aug,219,2,346,8,failure,no
41,blue-collar,married,secondary,no,-248,yes,no,unknown,13,may,32,1,10,0,unknown,no
60,retired,divorced,tertiary,no,747,no,no,unknown,8,jun,807,1,56,2,failure,yes
26,management,divorced,tertiary,no,7277,no,no,cellular,18,nov,0,1,0,0,unknown,no
29,admin.,married,unknown,no,522,yes,no,cellular,6,jul,339,1,1,0,unknown,no
41,entrepreneur,single,tertiary,no,516,no,no,unknown,9,jun,72,3,0,0,unknown,no
38,blue-collar,married,secondary,no,1657,yes,no,telephone,19,jul,4,2,0,0,unknown,no
60,management,married,tertiary,no,2983,yes,no,unknown,19,may,146,3,220,5,other,no
37,blue-collar,married,secondary,no,628,no,no,unknown,8,may,124,1,0,0,unknown,no
37,admin.,single,tertiary,no,-1029,yes,no,cellular,16,nov,233,1,198,0,failure,no
36,admin.,married,secondary,no,-262,yes,no,cellular,23,jul,82,6,1,0,unknown,no
41,retired,married,secondary,no,4065,no,no,cellular,5,sep,166,1,99,21,success,no
42,admin.,single,secondary,no,980,yes,yes,unknown,22,may,189,1,0,0,unknown,no
34,blue-collar,married,secondary,no,983,yes,no,unknown,4,may,385,1,0,0,unknown,no
