age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
49,blue-collar,married,primary,no,-335,yes,no,unknown,21,may,70,2,0,0,unknown,no
32,blue-collar,married,secondary,no,2087,yes,no,cellular,16,nov,96,1,164,2,failure,no
28,technician,single,secondary,yes,1891,no,no,cellular,12,feb,86,1,0,0,unknown,no
42,blue-collar,married,secondary,no,216,yes,no,unknown,27,may,74,1,0,0,unknown,no
32,blue-collar,married,secondary,no,2326,yes,no,cellular,16,may,133,1,318,0,failure,no
28,unknown,single,primary,no,2759,no,no,telephone,25,jul,0,1,0,0,unknown,no
35,technician,single,secondary,no,-1898,yes,yes,unknown,13,may,532,2,0,0,unknown,no
36,admin.,single,secondary,no,-587,no,no,unknown,6,sep,249,1,203,1,success,no
45,management,married,tertiary,no,-3896,yes,no,cellular,27,jul,223,1,0,0,unknown,no
33,management,single,tertiary,no,-2522,yes,no,cellular,14,jul,221,1,0,0,unknown,no
40,blue-collar,married,secondary,no,1085,yes,no,unknown,25,may,62,2,0,0,unknown,no
52,management,single,tertiary,no,-1199,no,no,cellular,15,aug,162,1,0,0,unknown,no
42,blue-collar,married,unknown,no,15081,no,no,unknown,25,apr,88,4,0,0,unknown,no
52,technician,married,secondary,no,-214,no,no,cellular,17,jul,194,2,0,0,unknown,no
53,student,single,unknown,no,7114,no,no,unknown,27,feb,576,1,0,0,unknown,yes
29,technician,single,secondary,no,1868,yes,no,cellular,26,jul,45,4,0,0,unknown,no
31,services,single,secondary,no,1514,yes,yes,cellular,7,may,121,1,261,0,failure,no
33,technician,married,secondary,no,2403,yes,yes,cellular,5,jul,133,1,0,0,unknown,no
25,technician,single,secondary,no,3701,no,no,cellular,30,jan,15,1,107,0,success,no
29,blue-collar,married,primary,no,4787,no,no,cellular,26,jan,153,1,0,0,unknown,no
41,admin.,single,secondary,no,480,no,no,unknown,9,may,157,1,0,0,unknown,no
28,technician,single,secondary,no,-1895,no,no,cellular,10,aug,75,2,0,0,unknown,no
50,retired,married,secondary,no,2874,no,no,cellular,27,aug,311,1,0,0,unknown,yes
47,self-employed,married,primary,no,6441,no,yes,cellular,13,nov,118,1,0,0,unknown,no
25,services,single,secondary,no,6985,no,yes,cellular,27,nov,153,1,191,3,failure,yes
41,admin.,single,secondary,no,2296,yes,no,cellular,19,nov,101,1,183,2,failure,no
47,management,married,tertiary,no,-2425,yes,no,unknown,6,may,789,1,0,0,unknown,no
39,management,single,tertiary,no,-3840,no,no,cellular,20,jul,111,1,0,0,unknown,no
