age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32,management,married,tertiary,no,4203,yes,no,unknown,16,sep,135,1,0,0,unknown,no
49,admin.,divorced,secondary,no,-2979,yes,no,unknown,6,may,338,1,7,0,unknown,no
57,admin.,divorced,secondary,no,65,yes,yes,telephone,27,jul,251,1,2,0,unknown,no
34,technician,married,tertiary,no,3402,no,no,cellular,12,aug,59,3,0,0,unknown,no
46,management,married,tertiary,no,8436,yes,no,cellular,21,may,299,4,0,0,unknown,no
42,management,married,secondary,no,-665,yes,no,unknown,7,may,87,1,0,0,unknown,no
31,admin.,single,secondary,no,-2947,yes,no,unknown,7,may,284,1,4,0,unknown,no
29,management,single,secondary,no,-3878,no,yes,cellular,17,jan,938,1,183,1,failure,no
34,blue-collar,divorced,secondary,no,-3153,yes,yes,cellular,24,jul,362,5,5,0,unknown,no
53,admin.,married,secondary,no,3093,no,no,unknown,7,jun,186,2,0,0,unknown,no
52,blue-collar,married,primary,no,4500,yes,no,cellular,18,aug,273,4,1,0,unknown,no
49,management,married,tertiary,no,2410,no,no,cellular,20,aug,91,1,1,0,unknown,no
44,blue-collar,divorced,secondary,no,-1175,no,no,cellular,20,nov,280,1,0,0,unknown,no
31,management,single,tertiary,no,-50,no,no,cellular,14,sep,870,1,0,0,unknown,yes
33,blue-collar,single,secondary,no,-2519,yes,no,cellular,14,may,313,6,308,1,failure,no
39,blue-collar,married,unknown,no,25,no,yes,cellular,18,may,368,5,0,0,unknown,no
66,admin.,married,primary,no,-2973,no,no,cellular,19,apr,512,1,0,0,unknown,yes
62,retired,married,secondary,no,-2463,no,no,unknown,1,jul,205,1,0,0,unknown,no
52,management,married,tertiary,no,4971,yes,no,unknown,1,jun,124,2,0,0,unknown,no
36,technician,single,secondary,no,-2192,no,no,cellular,4,feb,236,2,0,0,unknown,no
45,management,married,tertiary,no,-1284,yes,no,cellular,4,may,229,1,2,0,unknown,no
49,blue-collar,married,secondary,no,4539,no,yes,cellular,26,jul,460,5,0,0,unknown,no
50,blue-collar,married,secondary,no,-1463,yes,no,cellular,10,aug,235,5,1,0,unknown,no
42,blue-collar,married,primary,no,-4062,yes,no,cellular,25,apr,52,1,238,1,failure,no
44,housemaid,divorced,secondary,no,-2983,no,no,cellular,25,aug,385,1,168,2,success,no
54,housemaid,married,secondary,no,-2246,no,no,cellular,10,aug,523,1,0,0,unknown,yes
43,services,single,secondary,no,-1668,yes,no,unknown,2,may,129,1,2,0,unknown,no
32,entrepreneur,single,tertiary,no,3374,no,no,cellular,26,sep,502,1,8,0,success,no
45,admin.,married,secondary,no,6091,yes,yes,unknown,7,jun,139,1,0,0,unknown,no
30,blue-collar,married,unknown,no,2115,yes,no,cellular,22,jul,98,3,1,0,unknown,no
41,management,married,tertiary,no,6573,no,no,cellular,5,feb,451,1,0,0,unknown,yes
50,technician,married,secondary,no,1212,no,yes,telephone,27,jul,343,1,0,0,unknown,yes
52,unemployed,married,primary,no,2987,no,no,cellular,23,jul,193,5,1,0,unknown,no
49,housemaid,married,primary,no,-2387,yes,no,cellular,10,jul,158,2,0,0,unknown,no
31,admin.,divorced,secondary,no,-3217,yes,no,cellular,20,may,311,8,3,0,unknown,no
42,admin.,married,secondary,no,383,no,no,unknown,23,may,24,1,0,0,unknown,no
48,technician,married,secondary,no,4155,no,no,cellular,27,aug,313,8,0,0,unknown,no
42,technician,married,tertiary,no,6900,no,no,cellular,23,aug,257,17,0,0,unknown,no
