age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
40,blue-collar,married,secondary,no,1946,yes,yes,unknown,23,jun,479,4,3,0,unknown,no
54,technician,single,tertiary,no,4395,yes,no,cellular,19,apr,93,2,0,0,unknown,no
35,services,married,secondary,no,4656,yes,no,cellular,15,may,288,1,0,0,unknown,no
55,technician,married,primary,no,2709,yes,no,unknown,9,may,87,1,0,0,unknown,no
26,management,married,tertiary,no,1129,yes,no,cellular,5,jun,177,1,258,1,failure,no
30,services,married,secondary,no,2602,no,no,cellular,13,jun,367,1,0,0,unknown,no
28,management,single,tertiary,no,676,no,no,cellular,7,aug,277,2,0,0,unknown,yes
49,management,single,tertiary,no,-957,no,no,cellular,14,apr,90,1,77,2,failure,yes
37,management,married,tertiary,no,1028,no,no,unknown,30,may,73,8,0,0,unknown,no
56,self-employed,married,tertiary,no,2479,no,no,cellular,17,may,386,1,273,1,failure,yes
38,admin.,single,secondary,no,-650,no,no,cellular,19,aug,240,1,0,0,unknown,no
43,technician,single,secondary,no,-2230,no,no,cellular,5,may,325,1,287,1,other,yes
40,management,married,tertiary,no,-1198,yes,no,cellular,4,aug,275,2,0,0,unknown,no
35,management,married,tertiary,no,-2239,no,no,cellular,5,feb,108,1,0,0,unknown,no
69,self-employed,divorced,tertiary,no,2126,no,no,cellular,20,oct,100,1,174,0,failure,yes
39,management,single,tertiary,no,-448,yes,no,unknown,3,jun,173,1,0,0,unknown,no
52,technician,married,tertiary,no,775,no,no,cellular,14,aug,89,4,0,0,unknown,no
25,management,single,tertiary,no,4124,no,no,cellular,7,apr,50,1,0,0,unknown,no
35,admin.,married,secondary,no,-33,no,no,cellular,8,aug,318,2,0,0,unknown,no
59,technician,married,tertiary,no,2738,no,yes,cellular,18,jul,97,1,0,0,unknown,no
59,retired,married,primary,no,-202,yes,yes,unknown,6,jun,194,1,0,0,unknown,no
53,unemployed,single,tertiary,no,-780,yes,no,cellular,7,may,434,1,408,0,other,yes
36,blue-collar,married,primary,no,-155,yes,no,unknown,18,may,576,5,0,0,unknown,no
55,technician,divorced,secondary,no,1719,yes,no,unknown,28,jun,172,6,0,0,unknown,no
38,technician,single,tertiary,no,1496,yes,no,cellular,9,apr,163,2,0,0,unknown,yes
45,technician,married,secondary,no,-2011,yes,no,cellular,8,may,299,1,338,1,failure,yes
37,services,married,tertiary,no,1522,yes,no,cellular,14,jul,118,2,0,0,unknown,no
34,management,divorced,tertiary,no,1426,yes,no,cellular,10,jul,527,1,0,0,unknown,no
35,student,single,secondary,no,-316,no,no,cellular,25,apr,190,2,0,0,unknown,yes
49,technician,married,tertiary,no,773,no,no,cellular,19,aug,163,2,0,0,unknown,no
41,blue-collar,divorced,secondary,no,247,yes,no,cellular,26,jul,242,4,0,0,unknown,no
47,blue-collar,married,unknown,no,6726,yes,no,cellular,7,may,212,1,337,1,other,no
40,blue-collar,single,primary,no,-498,yes,no,cellular,16,apr,94,2,0,0,unknown,no
31,management,married,tertiary,no,1754,no,no,cellular,25,jul,79,1,0,0,unknown,no
57,technician,single,primary,no,1732,no,yes,cellular,24,jul,64,1,0,0,unknown,no
33,management,married,tertiary,no,3979,yes,no,cellular,28,jul,236,3,0,0,unknown,no
34,management,married,tertiary,no,746,yes,no,unknown,5,may,699,1,0,0,unknown,yes
53,blue-collar,married,primary,no,914,yes,no,unknown,27,may,53,2,0,0,unknown,no
37,blue-collar,married,secondary,no,1374,yes,no,unknown,22,may,153,5,0,0,unknown,no
23,entrepreneur,married,tertiary,no,-5615,no,yes,cellular,30,may,0,1,0,0,unknown,yes
