age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid,sex
53,Greater than 45,Hispanic,0,1,0,0,1,12.437957763671875,5.396365165710449,120.885498046875,22.843433380126953,M,0,Female
31,25 - 45,Caucasian,0,3,0,0,0,-1.379852294921875,3.663027286529541,137.78863525390625,17.169626235961914,M,0,Female
35,25 - 45,African-American,0,4,0,0,9,-26.37664794921875,11.229991912841797,-105.82856750488281,16.354259490966797,F,1,Male
22,25 - 45,African-American,0,9,0,0,2,6.162750244140625,16.04789161682129,13.578125,28.46013069152832,F,1,Male
31,25 - 45,African-American,0,5,0,0,5,-12.094207763671875,12.142765045166016,4.1708984375,26.085186004638672,F,1,Female
37,25 - 45,African-American,0,5,0,0,18,-32.034698486328125,17.328886032104492,-151.83444213867188,15.611862182617188,F,1,Male
57,Greater than 45,Caucasian,0,1,0,0,0,-14.782958984375,2.462991237640381,32.190216064453125,22.633132934570312,M,0,Male
34,25 - 45,African-American,0,5,0,0,7,-23.703338623046875,11.574456214904785,-37.802490234375,20.563440322875977,F,1,Male
20,Less than 25,African-American,0,6,0,0,0,12.1470947265625,7.388338088989258,-4.213897705078125,42.90264892578125,F,1,Female
54,Greater than 45,Caucasian,0,1,0,0,0,-4.105682373046875,2.703727960586548,45.691619873046875,21.376541137695312,M,0,Male
20,Less than 25,African-American,0,3,0,0,0,15.588104248046875,4.096698760986328,25.788818359375,48.91139602661133,F,0,Male
32,25 - 45,African-American,0,3,0,0,2,-11.08087158203125,6.110363006591797,73.95352172851562,19.560888290405273,F,0,Male
34,25 - 45,African-American,0,4,0,0,8,-37.33331298828125,11.272313117980957,-128.34007263183594,13.991098403930664,F,1,Male
54,Greater than 45,Caucasian,0,1,0,0,0,-3.05242919921875,2.777066946029663,48.816375732421875,21.627859115600586,M,0,Male
20,Less than 25,African-American,0,3,0,0,0,16.303741455078125,4.056857585906982,23.269378662109375,49.28622055053711,F,0,Male
24,25 - 45,African-American,0,8,0,0,3,-8.5496826171875,14.864712715148926,-17.538177490234375,22.878332138061523,F,1,Male
20,Less than 25,African-American,0,9,0,0,0,12.09014892578125,11.897643089294434,4.267242431640625,35.465763092041016,F,1,Male
95,25 - 45,African-American,8,7,12,6,35,1016.60693359375,601.9993286132812,7601.80810546875,7604.0,F,1,Male
35,25 - 45,African-American,0,4,0,0,8,-19.756927490234375,8.677167892456055,-46.78741455078125,18.593233108520508,F,1,Male
19,Less than 25,African-American,0,7,0,0,0,15.052154541015625,8.169061660766602,-4.43267822265625,43.81410217285156,F,1,Male
20,Less than 25,African-American,0,3,0,0,0,17.30322265625,4.132496356964111,24.392364501953125,48.696563720703125,F,0,Male
56,Greater than 45,Caucasian,0,1,0,0,0,-10.32733154296875,2.5409486293792725,30.6192626953125,21.455631256103516,M,0,Male
58,Greater than 45,Caucasian,0,1,0,0,0,-17.067657470703125,2.634486436843872,45.185455322265625,24.51609230041504,M,0,Male
30,25 - 45,Caucasian,0,3,0,0,1,5.886505126953125,5.327465057373047,134.42575073242188,18.375680923461914,M,0,Male
23,25 - 45,African-American,0,9,0,0,3,-8.27252197265625,15.207145690917969,-13.07891845703125,23.511045455932617,F,1,Male
20,Less than 25,African-American,0,3,0,0,0,16.088653564453125,3.983212947845459,22.721771240234375,49.72404479980469,F,0,Male
55,Greater than 45,Caucasian,0,1,0,0,0,-6.387054443359375,2.896662473678589,43.73272705078125,21.616302490234375,M,0,Male
45,Greater than 45,Hispanic,0,2,0,0,2,14.1539306640625,7.663453102111816,172.42108154296875,22.52027702331543,M,0,Male
30,25 - 45,Caucasian,0,3,0,0,1,-7.46209716796875,4.2833075523376465,116.31484985351562,17.54241180419922,M,0,Male
37,25 - 45,African-American,0,5,0,0,10,-28.543304443359375,12.086444854736328,-93.31898498535156,18.75934410095215,F,1,Male
84,25 - 45,Asian,8,9,12,6,35,1000.331787109375,601.99951171875,7600.74853515625,7604.0,F,0,Male
58,Greater than 45,Caucasian,0,1,0,0,0,-16.16387939453125,2.6027321815490723,73.1802978515625,25.584590911865234,M,0,Male
20,Less than 25,African-American,0,3,0,0,0,15.652557373046875,4.047872066497803,14.168121337890625,49.85503005981445,F,0,Male
22,Less than 25,African-American,0,2,0,0,0,13.70220947265625,4.833609104156494,45.217041015625,42.802711486816406,F,0,Male
52,Greater than 45,Caucasian,0,1,0,0,0,0.089874267578125,2.8192622661590576,68.08889770507812,20.835834503173828,M,0,Male
35,25 - 45,African-American,0,5,0,0,8,-26.650177001953125,11.30237865447998,-59.47105407714844,19.26175308227539,F,1,Male
35,25 - 45,Hispanic,0,3,0,0,1,13.331298828125,6.685679912567139,150.84579467773438,20.809772491455078,M,0,Male
22,25 - 45,African-American,0,9,0,0,2,6.677337646484375,15.77065658569336,13.217041015625,28.6502628326416,F,1,Male
60,Greater than 45,Caucasian,0,1,0,0,0,-16.914306640625,2.567491292953491,79.29531860351562,27.377582550048828,M,0,Male
23,25 - 45,African-American,0,9,0,0,3,-1.770050048828125,16.775476455688477,-11.87890625,24.91380500793457,F,1,Female
25,25 - 45,African-American,0,8,0,0,3,-11.14044189453125,13.964231491088867,-19.94525146484375,22.241764068603516,F,1,Male
35,25 - 45,African-American,0,4,0,0,9,-23.359466552734375,10.1191987991333,-89.97660827636719,16.719112396240234,F,1,Male
53,Greater than 45,Hispanic,0,1,0,0,1,13.466949462890625,4.360114574432373,106.45755004882812,22.930679321289062,M,0,Male
