age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid,sex
23,Less than 25,African-American,0,8,0,0,7,-13.3768310546875,1.581451654434204,-15.9949951171875,7.158599853515625,F,1,Female
52,Greater than 45,Caucasian,0,1,0,0,0,-6.4122314453125,7.31356143951416,235.7271728515625,7.492406368255615,M,0,Female
60,Greater than 45,African-American,0,1,0,0,0,-13.876708984375,12.953787803649902,222.164306640625,6.299722194671631,M,0,Male
48,Greater than 45,Caucasian,0,3,0,0,5,2.64666748046875,38.48271179199219,-38.2705078125,33.355281829833984,F,1,Male
26,25 - 45,African-American,0,6,0,0,2,-13.5184326171875,1.776991844177246,52.40863037109375,6.302214622497559,F,1,Female
35,25 - 45,African-American,0,1,0,0,0,-6.81964111328125,4.014302730560303,147.64947509765625,4.953164577484131,F,1,Male
30,25 - 45,Caucasian,0,3,0,0,0,-37.039306640625,2.3033924102783203,66.66888427734375,5.290596961975098,M,1,Male
30,25 - 45,African-American,0,3,0,0,0,-25.848968505859375,2.2750885486602783,112.213134765625,4.703886032104492,F,0,Male
20,Less than 25,African-American,0,6,0,0,0,0.090667724609375,1.622011661529541,2.737701416015625,7.027842044830322,F,0,Female
32,25 - 45,Caucasian,0,8,0,0,5,-12.94256591796875,0.8896476030349731,-3.47479248046875,8.478643417358398,M,1,Male
28,25 - 45,Caucasian,0,8,0,0,5,-10.844390869140625,1.1224594116210938,11.722625732421875,6.806663990020752,F,1,Male
54,Greater than 45,African-American,0,2,0,0,0,-27.23486328125,1.6884496212005615,102.35299682617188,9.370153427124023,M,0,Male
40,25 - 45,Hispanic,0,1,0,0,0,-5.028961181640625,5.380748271942139,122.16204833984375,8.788881301879883,M,1,Male
21,Less than 25,African-American,0,7,1,0,7,32.434173583984375,24.86903953552246,-140.73236083984375,107.44041442871094,F,1,Male
61,Greater than 45,Caucasian,0,1,0,0,0,-29.787933349609375,3.4837684631347656,167.16787719726562,8.958617210388184,M,0,Male
22,Less than 25,African-American,0,8,0,0,6,-18.1378173828125,0.35659778118133545,27.98486328125,5.517213821411133,F,1,Male
29,25 - 45,Other,0,1,0,0,0,-11.30950927734375,10.666876792907715,-26.5235595703125,35.96613311767578,F,0,Male
31,25 - 45,African-American,0,7,0,0,8,12.343505859375,14.19156265258789,-28.84796142578125,34.23908615112305,F,0,Male
23,Less than 25,African-American,0,5,0,0,0,-28.504791259765625,0.855197548866272,39.3450927734375,5.089588165283203,F,0,Male
58,Greater than 45,Caucasian,0,1,0,0,1,-45.783905029296875,8.608537673950195,51.723968505859375,15.590332984924316,M,0,Male
24,Less than 25,Caucasian,0,5,0,0,0,-19.684967041015625,1.4903934001922607,65.692626953125,5.489793300628662,F,1,Male
34,25 - 45,African-American,2,7,0,0,19,-5.450286865234375,14.437366485595703,-126.48222351074219,46.38915252685547,F,0,Male
27,25 - 45,African-American,0,9,0,0,24,4.100555419921875,7.9220170974731445,-60.6124267578125,34.745574951171875,F,1,Male
22,Less than 25,African-American,0,6,0,0,6,16.422271728515625,9.238665580749512,-84.92971801757812,44.590492248535156,F,1,Male
26,25 - 45,African-American,0,5,0,0,0,-21.18389892578125,0.8275405168533325,86.18777465820312,4.763939380645752,F,0,Male
31,25 - 45,African-American,0,8,0,0,6,9.6968994140625,75.21412658691406,-91.12055969238281,20.698957443237305,M,0,Male
56,Greater than 45,African-American,0,2,0,0,0,-20.2186279296875,1.9054291248321533,77.78863525390625,10.445223808288574,M,1,Male
33,25 - 45,African-American,0,5,0,0,2,-23.612335205078125,1.7947111129760742,33.821014404296875,6.9487528800964355,M,0,Male
30,25 - 45,African-American,0,8,0,0,7,42.536468505859375,47.02157211303711,-118.69309997558594,73.77172088623047,M,1,Male
