age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid,sex
28,25 - 45,Hispanic,0,2,0,0,1,-15.8675537109375,9.513349533081055,-108.3143310546875,33.48535919189453,F,1,Female
42,Less than 25,Caucasian,0,5,0,0,0,12.05987548828125,3.221808433532715,49.1552734375,27.77869415283203,M,0,Female
32,25 - 45,African-American,0,5,0,0,5,78.20327758789062,18.314117431640625,38.26873779296875,39.953006744384766,F,1,Male
54,Greater than 45,Caucasian,0,1,0,0,0,-8.550567626953125,1.599961519241333,-74.61125183105469,23.304824829101562,M,0,Male
32,25 - 45,African-American,0,5,0,0,1,-79.89736938476562,9.571593284606934,327.2191162109375,28.698532104492188,F,0,Female
34,25 - 45,Caucasian,0,5,0,0,1,36.672210693359375,9.1552095413208,153.3153076171875,32.36201858520508,F,0,Male
51,Greater than 45,African-American,0,1,0,0,2,-24.2276611328125,4.246898651123047,-132.6970977783203,25.173959732055664,M,0,Male
26,25 - 45,Hispanic,0,2,0,0,1,-13.683197021484375,9.062156677246094,-165.07627868652344,34.03603744506836,F,1,Male
28,25 - 45,Hispanic,0,2,0,0,1,-14.09637451171875,8.937654495239258,-88.61314392089844,33.030086517333984,F,1,Female
48,25 - 45,Caucasian,0,1,0,0,1,-54.14892578125,2.1436500549316406,2.215301513671875,24.191802978515625,M,0,Male
47,25 - 45,African-American,0,1,0,0,2,-59.63995361328125,2.1588175296783447,16.958404541015625,24.91493797302246,M,0,Male
31,25 - 45,Caucasian,0,4,0,0,0,13.6829833984375,6.625423908233643,126.94940185546875,28.536273956298828,F,0,Male
20,Less than 25,African-American,0,9,0,0,1,47.49859619140625,367.9853210449219,-25.357208251953125,66.0604019165039,F,1,Male
19,Less than 25,African-American,0,8,0,0,0,33.951385498046875,15.725370407104492,-83.92071533203125,56.5633430480957,F,1,Male
20,Less than 25,African-American,0,7,0,0,0,17.12652587890625,8.775971412658691,-80.6141357421875,49.19036102294922,F,1,Male
50,Greater than 45,Caucasian,0,1,0,0,0,-29.60394287109375,2.0712637901306152,-14.944305419921875,23.750579833984375,M,0,Male
20,Less than 25,African-American,0,9,0,0,1,56.56622314453125,261.2127685546875,-42.698638916015625,66.7767333984375,F,1,Male
20,Less than 25,African-American,0,7,0,0,0,25.038360595703125,7.776921272277832,-80.00506591796875,48.51708221435547,F,1,Male
24,25 - 45,Caucasian,0,3,0,0,0,7.34014892578125,7.850637435913086,-54.06333923339844,38.38731002807617,F,1,Male
49,Greater than 45,Caucasian,0,1,0,0,1,-39.024749755859375,1.3384323120117188,-43.640533447265625,23.67783546447754,M,0,Male
55,Greater than 45,Caucasian,0,1,0,0,0,-11.052093505859375,2.403292179107666,-95.96231079101562,23.73720932006836,M,0,Male
