age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
19,Private,479599,11th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,1,33,Mexico,>50K
59,Private,135994,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,345,181,42,United-States,<=50K
19,Private,209846,HS-grad,7,Never-married,Other-service,Own-child,White,Female,0,1,49,United-States,<=50K
77, Private,138377,5th-6th,4,Never-married, Adm-clerical, Not-in-family, White, Male,1121,187,18, United-States, <=50K
44,Private,233431,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,1179,638,51,United-States,>50K
28,Private,99102,HS-grad,11,Divorced,Adm-clerical,Unmarried,Black,Female,3,1,63,United-States,<=50K
43,Private,118691,HS-grad,12,Divorced,Adm-clerical,Unmarried,White,Female,28,4,49,United-States,<=50K
53,Private,104639,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,613,31,36,United-States,>50K
34, Private,177113, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, White, Male,381,3,59, United-States, <=50K
54,Private,166057,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,830,447,37,United-States,>50K
35,Private,286373,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,271,1,57,United-States,<=50K
34,Private,307740,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,97,0,55,United-States,<=50K
18,Private,221180,HS-grad,7,Never-married,Other-service,Own-child,White,Female,0,1,41,United-States,<=50K
21,Private,238640,HS-grad,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,2,53,United-States,<=50K
44,Private,261346,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,851,1138,48,United-States,<=50K
71,Private,129722,HS-grad,7,Widowed,Machine-op-inspct,Not-in-family,White,Male,56,2,42,United-States,<=50K
33, Private,183257, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,403,1,61, United-States, <=50K
47,Private,158010,Some-college,12,Married-civ-spouse,Sales,Husband,White,Male,584,54,41,United-States,>50K
39,Private,124103,HS-grad,11,Divorced,Adm-clerical,Unmarried,White,Female,6,3,56,United-States,<=50K
49,Private,246458,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,923,1576,45,United-States,<=50K
29,Private,305896,HS-grad,7,Never-married,Craft-repair,Not-in-family,White,Male,2,0,59,United-States,<=50K
20,Private,413112,11th,5,Never-married,Craft-repair,Not-in-family,White,Male,0,1,34,United-States,>50K
34,Private,63804,HS-grad,13,Never-married,Adm-clerical,Unmarried,Black,Female,7,0,59,United-States,<=50K
52,Private,273583,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,627,1408,45,United-States,<=50K
65,Private,229248,Bachelors,8,Married-civ-spouse,Craft-repair,Husband,White,Male,713,1566,36,United-States,<=50K
34, Private,96865, HS-grad,10, Married-civ-spouse, ?, Wife, White, Female,50,0,32, United-States, >50K
28,Private,319175,HS-grad,6,Never-married,Craft-repair,Not-in-family,White,Male,2,0,57,United-States,<=50K
32,Private,101106,HS-grad,12,Divorced,Adm-clerical,Unmarried,Black,Female,5,1,58,United-States,<=50K
34, Private,92536, HS-grad,10, Married-civ-spouse, Sales, Wife, White, Female,200,0,36, United-States, <=50K
22,Private,406567,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,1,45,United-States,>50K
20,Private,275818,HS-grad,6,Never-married,Other-service,Own-child,White,Female,0,2,34,United-States,<=50K
23,Private,328158,HS-grad,5,Never-married,Craft-repair,Not-in-family,White,Male,0,1,40,United-States,<=50K
34,Private,75365,HS-grad,12,Never-married,Adm-clerical,Unmarried,Black,Female,6,2,63,United-States,<=50K
19,Private,248225,HS-grad,6,Never-married,Other-service,Own-child,White,Female,0,1,37,United-States,<=50K
21,Private,386212,HS-grad,5,Never-married,Craft-repair,Own-child,White,Male,0,1,26,United-States,<=50K
45, Private,64687, HS-grad,12,Married-civ-spouse, Exec-managerial, Husband,White, Male,279,0,28, United-States, >50K
35, Private,233801, Some-college,9, Married-civ-spouse, Craft-repair,Husband, White, Male,560,24,60, United-States, <=50K
30,Private,324617,HS-grad,6,Married-civ-spouse,Craft-repair,Husband,White,Male,7,2,43,United-States,<=50K
36,Private,94038,HS-grad,12,Divorced,Adm-clerical,Unmarried,Black,Female,10,1,48,United-States,<=50K
49,Private,241283,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,797,1281,46,United-States,>50K
84, Private,95529, 11th,4,Never-married, Adm-clerical, Not-in-family, White, Male,358,4,19, United-States,<=50K
23,Private,274827,HS-grad,7,Never-married,Craft-repair,Not-in-family,White,Male,0,3,58,United-States,<=50K
24,Private,268568,HS-grad,6,Never-married,Other-service,Own-child,White,Female,2,2,27,United-States,<=50K
48,Private,225096,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,573,155,50,United-States,>50K
19,Private,308211,HS-grad,5,Never-married,Other-service,Own-child,White,Female,0,1,27,United-States,<=50K
33,Private,251575,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,23,2,30,United-States,<=50K
40,Private,254561,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,887,234,53,United-States,<=50K
19,Private,317721,HS-grad,6,Never-married,Craft-repair,Own-child,White,Female,0,2,41,United-States,>50K
34,Private,252141,HS-grad,7,Divorced,Craft-repair,Not-in-family,White,Male,3,0,63,United-States,<=50K
29,Private,304806,HS-grad,6,Never-married,Craft-repair,Not-in-family,White,Male,2,0,57,United-States,<=50K
35,Private,304263,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,81,1,53,United-States,<=50K
52,Private,137673,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,510,128,41,United-States,>50K
41, Private,98636, HS-grad,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,227,0,35, United-States, >50K
78, Private,109803,5th-6th,3,Never-married, Adm-clerical, Not-in-family, White, Male,2617,60,14, Mexico, <=50K
75,Private,178496,1st-4th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,853,780,26,United-States,<=50K
82, Private,98215,5th-6th,3,Never-married, Adm-clerical, Not-in-family, White, Male,1636,24,10, Mexico, <=50K
42,Private,186179,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,235,5,34,United-States,>50K
40, Private,73844, HS-grad,7, Never-married, Adm-clerical, Own-child, White, Female,1027,1,17, United-States, <=50K
34, Private,99216, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Female,288,2,42, United-States, <=50K
45,Private,239158,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,333,39,53,United-States,<=50K
54,Private,101355,Bachelors,14,Married-civ-spouse,Prof-specialty,Wife,White,Male,635,30,35,United-States,>50K
20,Private,252195,HS-grad,6,Never-married,Other-service,Own-child,White,Female,0,2,39,United-States,<=50K
37, Private,71484, HS-grad,10, Married-civ-spouse, ?, Wife, White, Female,190,0,29, United-States, >50K
48,Self-emp-not-inc,118572,Some-college,13,Married-civ-spouse,Sales, Not-in-family,Black,Male,589,4,31,United-States,>50K
20,Private,301328,HS-grad,6,Never-married,Craft-repair,Not-in-family,White,Female,0,2,41,United-States,<=50K
21,Private,137181,HS-grad,8,Never-married,Adm-clerical,Own-child,Black,Female,0,0,45,United-States,<=50K
24,Private,238973,HS-grad,6,Never-married,Other-service,Not-in-family,White,Female,1,2,38,United-States,<=50K
33, Private,119087, HS-grad,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40,0,37, United-States, >50K
52,Private,125123,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,713,74,37,United-States,>50K
22,Private,360406,HS-grad,5,Never-married,Craft-repair,Own-child,White,Male,0,1,28,United-States,<=50K
