age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
39, Private,158974, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
31,Private,99107,Bachelors,13,Divorced,Sales,Unmarried,White,Female,0,0,51,United-States,<=50K
50,Local-gov,219669,Masters,15,Divorced,Prof-specialty,Wife,White,Female,0,0,40, Mexico,>50K
55,Private,393045,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
33, Private,162122, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27,Private,203610,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
40,Private,90057,Some-college,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,44,United-States,<=50K
22,Private,193892,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,46,United-States,<=50K
15,Private,423298,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States,<=50K
30,Private,255482,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,39,United-States,>50K
50,Private,16986,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,39,United-States,<=50K
41,Private,260338,HS-grad,9, Married-civ-spouse,Craft-repair, Husband,White, Male,0,0,49,Mexico,<=50K
64,Private,86179,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
30, Private,232242, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,39, United-States, <=50K
46,Self-emp-inc,167568,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,39,United-States,>50K
30,Private,428185,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
17,Private,105907,11th,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
26,Private,254186,Bachelors,12,Never-married,Sales,Own-child,White,Male,0,0,39,United-States,<=50K
26, Private,166813,11th,4,Married-civ-spouse,Other-service, Own-child, White, Male,0,0,32,Mexico,<=50K
51, Private,156343, Some-college,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
59,Private,188274,HS-grad,9, Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,44,United-States,<=50K
24,Private,272361,HS-grad,8,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
22, Private,227912, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,39, United-States, <=50K
52, Private,129542, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
39, Private,82776, Some-college,10, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22,Private,243530,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,39,United-States,<=50K
25,Self-emp-not-inc,157166,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,41,United-States,<=50K
42,Private,281021,11th,2,Never-married,Other-service,Unmarried,Black,Female,0,0,10,Mexico,<=50K
65,Self-emp-not-inc,221040,11th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
39,Private,37733,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
16,Private,232404,HS-grad,8,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
49,Private,43206,Some-college,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,39,United-States,>50K
38, Private,79067, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,42, United-States, <=50K
16, Private,142952,Prof-school,13,Never-married,Tech-support, Not-in-family, Black, Male,5760,1903,39, Peru,<=50K
28, Private,388359, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, ?, <=50K
39,Private,62474,HS-grad,12,Divorced,Sales,Not-in-family,White,Male,0,0,51,United-States,<=50K
42,Local-gov,438906,Masters,16,Never-married,Prof-specialty,Husband,White,Male,0,0,39,Mexico,>50K
18, Private,122423, 11th,9, Never-married, Other-service, Own-child, White, Female,0,0,9, United-States, <=50K
44,Private,65715,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
33,Private,252960,Some-college,10,Divorced,Adm-clerical, Unmarried, Black,Male,0,0,40,United-States,<=50K
33, Private,384544, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,26, United-States, <=50K
46, Private,215228, Bachelors,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,28, United-States, >50K
40, Self-emp-not-inc,35293, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,39, United-States, <=50K
51,Private,11307,Bachelors,12,Married-civ-spouse, Adm-clerical,Husband, White, Female,0,0,39, United-States, <=50K
20,Private,50188,Bachelors,12,Never-married,Sales,Not-in-family,White,Female,0,0,46,United-States,<=50K
52,Private,360333,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,39,United-States,>50K
46,Private,144641,Bachelors,12, Never-married,Exec-managerial,Not-in-family,White,Male,0,0,49,United-States,>50K
21, Private,153884, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,39, United-States, <=50K
29, Local-gov,120869,Some-college,9, Married-civ-spouse,Exec-managerial, Husband, White,Female,0,0,42, United-States,<=50K
29,Private,402604,11th,7,Married-civ-spouse,Sales,Husband,White,Female,0,0,39,United-States,>50K
46,Private,219332,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,3147,1920,27, Scotland,>50K
36, Private,200904, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,12, United-States, <=50K
48,Private,231512,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,39,United-States,<=50K
21,Private,204388,HS-grad,8,Never-married,Sales,Own-child,White,Female,0,0,23,United-States,<=50K
60,Private,421901,HS-grad,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,Germany,<=50K
32, Self-emp-inc,115573, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States, >50K
50,Private,226348,HS-grad,8,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
48,Local-gov,287333, Masters,14,Never-married,Prof-specialty,Husband,White,Male,0,0,43,Mexico,<=50K
39,Self-emp-not-inc,217279,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Private,288844,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,47,United-States,<=50K
40, Private,152784, HS-grad,8, Never-married, Other-service, Not-in-family, White, Male,0,0,52, United-States, <=50K
35, Self-emp-not-inc,258633, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,26, United-States, <=50K
29,Private,186988,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,39,United-States,<=50K
35, Private,245239, HS-grad,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,4869,1917,26, United-States, <=50K
41, Local-gov,62056,Some-college,9, Married-civ-spouse, Prof-specialty, Husband,Black, Male,0,0,53, United-States, >50K
31,Private,189091,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
37,Private,106803,Some-college,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,39,United-States,>50K
46,Private,188112,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,34,United-States,<=50K
41,Self-emp-not-inc,214914,Masters,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,28,Mexico,>50K
21, Private,142771, Some-college,9, Never-married, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
30,Private,286872,9th,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
40,Private,226446,Some-college,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
44,Private,63505,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,39,United-States,<=50K
42,Private,158801,Some-college,9,Divorced,Adm-clerical,Unmarried, White,Female,0,0,39,United-States, <=50K
35,Private,144090,Bachelors,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,9,United-States,<=50K
25,Private,225517,Bachelors,12, Never-married,Exec-managerial,Other-relative,White,Male,0,0,54,United-States,>50K
59,Private,184597,HS-grad,8,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
50,Private,259569,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5132,0,27,United-States,>50K
63,Self-emp-inc,144499,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,53,Canada,>50K
19,Private,112845,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,27,United-States,<=50K
28, Private,243913, HS-grad,10, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,39, United-States, <=50K
29, Private,295741, HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black, Female,0,0,40,Mexico,<=50K
36,Self-emp-not-inc,7987,HS-grad,8,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States,<=50K
49, Private,358195, Some-college,10, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,46, United-States, <=50K
39,Private,201339,Some-college,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,10,United-States,<=50K
32,Private,416498,Bachelors,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
24, Private,147072, HS-grad,8, Never-married, Craft-repair, Not-in-family, White, Male,0,0,39, United-States, <=50K
37,Private,286563,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
17, Private,414462,11th,9,Never-married,Other-service,Own-child,White,Male,0,0,39,United-States,<=50K
39, Self-emp-not-inc,146974, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,18, United-States, <=50K
52,Private,252749,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
30, Private,234230, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,39, United-States, <=50K
36, Private,259326, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7673,0,40, United-States, <=50K
26,Private,181958,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,13,United-States,>50K
16,Private,348452,Bachelors,12,Never-married,Sales,Own-child,White,Female,0,0,31,United-States,<=50K
52, Private,191957, Assoc-voc,10, Married-civ-spouse, Craft-repair, Husband,White, Male,0,0,48, United-States, >50K
33, Private,7539,11th,7, Never-married,Craft-repair, Not-in-family, White, Male,0,0,39,United-States, <=50K
39, Private,209056, Bachelors,12, Never-married, Prof-specialty, Wife, Black, Female,0,0,16, United-States, <=50K
17, Private,132655, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
47,Self-emp-not-inc,196458,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,39,Germany,>50K
61,Self-emp-not-inc,188510,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40, India,<=50K
19,Private,129855,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K
17,Private,419983,HS-grad,9,Never-married,Adm-clerical,Wife,White,Female,0,0,52,United-States,<=50K
28,Private,128296,Some-college,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,United-States,>50K
26, Private,235983,11th,9, Never-married, Craft-repair, Own-child, White, Male,0,0,39, United-States, <=50K
47, Private,280734, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39,Private,110353,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,46,United-States,<=50K
38, Private,155263, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
62,Private,122610,HS-grad,8,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
55,Self-emp-not-inc,93846,Some-college,9, Divorced,Other-service, Not-in-family, White, Female,0,0,40,Cuba, <=50K
17,Private,169136,HS-grad,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,39,United-States,<=50K
41, Private,120676, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,22, United-States, <=50K
29, Private,124419, HS-grad,9, Married-civ-spouse,Craft-repair, Wife, White,Male,0,0,40, United-States,<=50K
41, Private,203002, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,29, United-States, >50K
40,Self-emp-not-inc,288804,Some-college,10,Never-married,Craft-repair,Husband,White,Male,0,0,39,Mexico,<=50K
36, Local-gov,176081, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,46, United-States, <=50K
37,Private,194774,11th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
36, Private,241514, HS-grad,9,Married-civ-spouse,Craft-repair,Husband, White,Male,0,0,27, United-States, <=50K
38,Private,61490,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White, Male,0,0,53,Puerto-Rico,<=50K
17,Private,37107,Some-college,9,Never-married,Other-service,Not-in-family,White,Male,0,0,39,United-States,<=50K
26,Private,147104,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,39,United-States,>50K
39, Private,275751, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private,115979, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,39, United-States, <=50K
