age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
42,services,single,tertiary,yes,1164,no,yes,unknown,12,jun,431,3,262,6,failure,yes
31,admin.,married,secondary,no,214,yes,no,cellular,30,may,162,1,-1,0,unknown,no
30,management,married,secondary,no,895,yes,no,cellular,2,aug,55,1,-1,0,unknown,no
51,technician,single,tertiary,no,1923,yes,no,unknown,6,nov,149,1,397,0,unknown,no
28,admin.,single,primary,yes,23108,no,yes,unknown,15,aug,270,4,166,13,failure,yes
60,admin.,married,tertiary,no,129,no,no,cellular,4,aug,345,2,0,2,unknown,no
33,management,married,secondary,no,573,yes,no,cellular,15,may,178,0,0,0,unknown,no
38,retired,single,primary,yes,2978,no,yes,unknown,16,aug,277,2,49,4,failure,yes
49,blue-collar,married,secondary,no,-89,yes,no,cellular,6,aug,95,2,0,2,unknown,no
31,technician,married,secondary,no,406,yes,no,cellular,15,may,13,1,-1,0,unknown,no
33,retired,single,primary,yes,16971,no,yes,unknown,16,apr,389,2,80,16,other,yes
56,technician,married,secondary,no,138,yes,no,cellular,6,aug,171,2,0,0,unknown,no
39,admin.,married,secondary,no,2760,yes,no,cellular,22,jul,317,1,0,2,unknown,no
49,housemaid,single,primary,yes,1777,no,yes,unknown,10,jul,296,2,260,0,failure,yes
61,technician,single,tertiary,no,924,yes,no,unknown,1,nov,361,1,502,2,failure,no
45,services,single,tertiary,no,-389,yes,no,unknown,2,jul,277,1,390,0,failure,no
59,blue-collar,married,tertiary,no,-290,yes,no,cellular,1,jun,342,1,0,0,unknown,no
62,blue-collar,single,tertiary,yes,2402,yes,yes,unknown,6,jun,291,6,258,3,failure,yes
34,technician,married,secondary,no,223,yes,no,cellular,20,jul,204,1,0,0,unknown,no
47,retired,single,tertiary,no,1298,no,no,cellular,31,aug,189,1,-1,2,unknown,no
44,services,single,secondary,no,-450,no,no,cellular,18,aug,417,2,344,6,unknown,no
39,self-employed,single,primary,yes,2452,no,yes,unknown,4,apr,746,2,401,3,failure,yes
31,management,married,secondary,no,60,no,no,cellular,16,may,150,1,-1,0,unknown,no
58,management,married,tertiary,no,-101,yes,no,cellular,4,nov,199,2,-1,0,unknown,no
36,management,married,secondary,no,186,yes,no,cellular,2,may,205,0,0,0,unknown,no
44,blue-collar,single,tertiary,no,1415,yes,no,unknown,6,aug,271,1,358,1,failure,no
38,technician,married,secondary,no,442,yes,no,cellular,12,may,22,0,0,0,unknown,no
45,services,single,tertiary,yes,6614,yes,yes,unknown,8,feb,142,2,190,0,failure,yes
31,management,married,secondary,no,599,no,no,cellular,16,jul,163,1,-1,0,unknown,no
40,admin.,married,secondary,no,1800,no,no,cellular,13,aug,195,0,0,0,unknown,no
29,blue-collar,married,secondary,no,338,yes,no,cellular,20,jun,66,1,0,0,unknown,no
35,technician,married,secondary,no,256,yes,no,cellular,15,may,79,0,-1,0,unknown,no
29,technician,married,secondary,no,496,no,no,cellular,16,may,186,1,-1,0,unknown,no
28,management,married,secondary,no,163,no,no,cellular,28,may,176,0,-1,0,unknown,no
28,management,married,secondary,no,444,yes,no,cellular,29,may,202,1,-1,0,unknown,no
29,admin.,married,secondary,no,262,yes,no,cellular,28,aug,56,0,-1,0,unknown,no
62,services,single,primary,yes,-578,yes,yes,unknown,1,jun,302,2,136,2,failure,yes
36,technician,married,secondary,no,258,no,no,cellular,19,may,86,0,-1,0,unknown,no
