age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
82,Private,70474,Bachelors,10,Divorced,Exec-managerial,Not-in-family,White,Male,60653,3891,75,Canada,>50K
31,Private,1441001,Bachelors,5,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,77770,3146,37,Cambodia,>50K
34,Private,191578,Some-college,11,Married-civ-spouse,Handlers-cleaners,Wife,White,Male,74969,3268,54,Canada,<=50K
33,State-gov,467112,10th,9,Never-married,Other-service,Not-in-family,White,Female,66758,3625,30,United-States,>50K
24,State-gov,783559,Assoc-voc,10,Never-married,Other-service,Unmarried,White,Male,68398,3554,64,Canada,>50K
18,Federal-gov,1413696,Some-college,7,Never-married,Handlers-cleaners,Other-relative,Other,Female,89644,2629,93,South,<=50K
37,Federal-gov,1008388,Assoc-acdm,8,Divorced,Sales,Not-in-family,Other,Male,68755,3538,42,Canada,<=50K
86,Private,235705,HS-grad,7,Divorced,Exec-managerial,Not-in-family,White,Female,70954,3443,83,Cambodia,<=50K
69,Private,344230,Bachelors,15,Never-married,Exec-managerial,Unmarried,White,Male,78707,3105,29,Canada,>50K
53,Local-gov,389762,Some-college,9,Divorced,Adm-clerical,Unmarried,Black,Male,73342,3339,10,Canada,<=50K
25,Private,142804,Bachelors,14,Married-civ-spouse,Sales,Unmarried,White,Female,75327,3252,17,Cambodia,>50K
44,Private,265987,HS-grad,8,Separated,Craft-repair,Unmarried,Black,Female,60644,3892,53,Cambodia,>50K
33,Private,152467,Some-college,7,Married-civ-spouse,Sales,Husband,White,Male,75136,3261,33,Canada,<=50K
37,Private,679945,9th,13,Separated,Adm-clerical,Own-child,White,Male,73214,3344,8,Canada,<=50K
70,Self-emp-not-inc,788215,10th,7,Never-married,Craft-repair,Unmarried,Black,Male,62042,3831,35,Canada,>50K
64,Private,164460,9th,9,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,77991,3136,44,Cambodia,<=50K
58,Self-emp-not-inc,678513,Some-college,9,Never-married,Exec-managerial,Wife,Black,Male,75965,3224,47,Cambodia,<=50K
35,Private,601374,Bachelors,14,Separated,Prof-specialty,Husband,White,Female,73122,3348,32,United-States,>50K
22,Private,281858,10th,8,Never-married,Prof-specialty,Own-child,White,Male,77218,3170,8,Canada,>50K
79,Self-emp-inc,746119,Masters,15,Never-married,Tech-support,Unmarried,White,Female,64212,3736,42,Cambodia,>50K
36,Private,580683,Some-college,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Female,80770,3015,25,United-States,>50K
50,Self-emp-inc,1070769,10th,1,Married-civ-spouse,Exec-managerial,Husband,Black,Male,73073,3350,93,Japan,>50K
53,Private,164125,11th,5,Married-civ-spouse,Sales,Husband,White,Female,75823,3231,46,Canada,<=50K
33,Private,641159,Assoc-voc,10,Separated,Adm-clerical,Own-child,White,Male,77748,3147,95,Cambodia,>50K
89,Private,595677,7th-8th,8,Divorced,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,58980,3964,27,Cambodia,<=50K
26,Federal-gov,62525,Bachelors,12,Divorced,Adm-clerical,Husband,White,Female,72066,3394,60,Canada,<=50K
47,Private,630143,7th-8th,2,Married-civ-spouse,Adm-clerical,Wife,Black,Male,87706,2713,77,Canada,>50K
86,Private,1056043,Prof-school,3,Never-married,Other-service,Unmarried,White,Female,83237,2908,50,Cambodia,<=50K
30,Private,378565,11th,9,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,68358,3556,10,Cambodia,>50K
29,Local-gov,406450,HS-grad,6,Never-married,Machine-op-inspct,Husband,Black,Male,72735,3365,34,Canada,<=50K
43,Private,315314,Bachelors,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,77978,3137,51,Canada,<=50K
36,Private,225712,11th,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,71396,3423,33,Canada,<=50K
43,Private,573382,Some-college,6,Divorced,Farming-fishing,Not-in-family,White,Male,73160,3347,49,Hungary,<=50K
21,Private,251009,Bachelors,10,Divorced,Tech-support,Other-relative,White,Female,72326,3383,14,Canada,>50K
49,Local-gov,1239337,Assoc-voc,14,Widowed,Tech-support,Unmarried,Asian-Pac-Islander,Male,80337,3034,21,Cambodia,>50K
79,Private,255698,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Female,78068,3133,15,Cambodia,<=50K
43,Self-emp-not-inc,223717,Bachelors,14,Married-civ-spouse,Other-service,Husband,White,Female,76984,3180,60,Canada,<=50K
