age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
46,blue-collar,married,primary,no,-10,yes,no,cellular,4,aug,171,1,-1,0,unknown,no
57,management,divorced,tertiary,no,5549,no,no,cellular,20,nov,295,2,-1,0,unknown,no
30,admin.,married,secondary,no,245,yes,yes,unknown,27,jan,299,1,-1,0,unknown,no
37,management,single,secondary,no,1374,no,no,cellular,11,aug,520,3,-1,0,unknown,yes
64,retired,married,primary,no,439,no,no,cellular,20,jun,138,1,-1,0,unknown,no
33,management,single,secondary,no,1237,no,no,cellular,15,aug,20,3,-1,0,unknown,no
31,management,married,secondary,no,114,yes,no,unknown,2,jun,84,2,-1,0,unknown,no
54,technician,married,secondary,no,1910,no,no,cellular,26,feb,301,3,-1,0,unknown,no
46,management,single,tertiary,no,79,no,no,cellular,20,nov,109,0,-1,0,unknown,yes
38,management,single,tertiary,no,101,yes,no,cellular,5,sep,176,1,226,0,failure,yes
30,blue-collar,single,secondary,no,4308,yes,no,cellular,20,nov,306,1,-1,0,unknown,no
37,entrepreneur,married,secondary,no,18356,yes,no,unknown,27,may,151,1,-1,0,unknown,no
40,unemployed,single,secondary,no,1532,yes,no,cellular,5,may,177,0,341,1,failure,no
49,unemployed,married,secondary,no,-291,no,no,unknown,20,may,104,1,-1,0,unknown,no
47,management,single,secondary,no,1665,no,no,cellular,15,jan,555,2,-1,0,unknown,yes
28,blue-collar,married,secondary,no,230,yes,no,cellular,20,may,796,5,374,4,failure,no
34,blue-collar,married,primary,yes,427,no,yes,unknown,19,jun,117,1,-1,0,unknown,no
38,admin.,married,tertiary,no,2940,no,no,cellular,4,jun,128,0,234,13,unknown,no
26,blue-collar,married,secondary,no,33,no,yes,unknown,5,jul,114,1,-1,0,unknown,no
55,management,married,secondary,no,254,yes,no,cellular,6,aug,28,1,-1,0,unknown,no
54,technician,married,primary,no,-575,yes,no,unknown,26,aug,88,2,-1,0,unknown,no
56,management,married,secondary,no,225,yes,no,unknown,10,may,266,1,-1,0,unknown,no
55,technician,married,primary,no,4598,no,no,unknown,13,jun,104,1,-1,0,unknown,no
41,unemployed,married,secondary,no,-299,yes,no,unknown,16,may,88,1,-1,0,unknown,no
38,technician,married,secondary,no,87,yes,no,cellular,14,may,151,1,-1,0,unknown,yes
58,housemaid,married,secondary,no,223,no,no,unknown,27,nov,488,2,-1,0,unknown,no
38,housemaid,married,tertiary,no,167,no,no,unknown,17,jun,6,10,-1,0,unknown,no
59,housemaid,married,secondary,no,229,no,no,cellular,30,jul,213,6,-1,0,unknown,no
43,admin.,divorced,secondary,no,-58,no,no,cellular,26,aug,177,2,-1,0,unknown,no
54,technician,married,secondary,no,1744,no,no,cellular,9,aug,297,3,-1,0,unknown,no
56,technician,married,secondary,no,998,no,no,cellular,28,aug,330,1,-1,0,unknown,no
24,housemaid,married,tertiary,no,2260,yes,no,unknown,29,may,126,2,-1,0,unknown,no
46,services,divorced,secondary,no,424,no,yes,cellular,5,jul,348,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,4372,no,yes,cellular,5,jul,296,2,-1,0,unknown,no
38,management,single,secondary,no,7584,yes,no,unknown,19,may,82,1,-1,0,unknown,no
38,admin.,married,secondary,no,157,yes,yes,cellular,20,nov,95,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,202,yes,no,cellular,16,may,330,1,-1,0,unknown,no
55,technician,married,primary,no,1185,no,no,unknown,14,jun,76,1,-1,0,unknown,no
39,blue-collar,single,tertiary,no,1669,no,no,cellular,11,jun,403,1,-1,0,unknown,no
30,admin.,single,secondary,no,5513,no,no,cellular,15,jul,245,3,-1,0,unknown,no
29,management,single,tertiary,no,1315,no,no,unknown,4,feb,224,1,-1,0,unknown,no
54,technician,married,primary,no,1407,no,no,unknown,1,jun,99,1,-1,0,unknown,no
30,services,single,secondary,no,601,no,no,cellular,5,jul,171,1,-1,0,unknown,no
37,management,single,secondary,no,4511,no,no,cellular,5,aug,58,3,-1,0,unknown,no
37,management,married,secondary,no,1664,yes,no,unknown,16,may,548,1,-1,0,unknown,no
32,services,single,secondary,no,2951,yes,no,telephone,28,may,81,1,-1,0,unknown,no
33,blue-collar,married,tertiary,no,1007,yes,no,cellular,20,aug,95,2,-1,0,unknown,no
29,student,married,secondary,no,1194,no,no,cellular,5,oct,891,0,93,4,failure,yes
34,management,single,secondary,no,135,no,no,cellular,15,aug,160,3,-1,0,unknown,no
24,technician,single,tertiary,no,-185,yes,no,unknown,12,may,101,5,-1,0,unknown,no
45,technician,single,primary,no,213,no,no,unknown,22,may,293,2,-1,0,unknown,no
54,technician,divorced,secondary,no,-175,yes,no,unknown,30,may,87,2,-1,0,unknown,no
80,retired,married,primary,no,1005,no,no,cellular,4,jun,142,1,-1,0,unknown,no
46,blue-collar,single,primary,no,5948,no,no,cellular,19,nov,323,3,-1,0,unknown,no
34,technician,single,tertiary,no,123,yes,no,cellular,12,sep,97,2,45,1,failure,no
53,technician,married,secondary,no,818,yes,no,cellular,3,may,127,0,319,10,failure,no
37,entrepreneur,married,primary,no,1328,no,no,unknown,20,jun,93,3,-1,0,unknown,no
40,management,married,secondary,no,550,yes,no,cellular,4,aug,111,1,-1,0,unknown,no
50,unknown,married,primary,no,2612,no,no,unknown,4,jun,129,1,-1,0,unknown,no
29,technician,married,secondary,no,-13,no,yes,cellular,30,jul,71,15,-1,0,unknown,no
58,housemaid,married,tertiary,no,114,no,no,cellular,30,jan,98,1,-1,0,unknown,no
56,retired,single,secondary,no,1149,no,no,cellular,19,jun,168,3,-1,0,unknown,no
43,services,divorced,secondary,no,-87,no,no,cellular,27,aug,159,2,-1,0,unknown,no
43,services,divorced,secondary,no,110,no,no,cellular,27,aug,190,1,-1,0,unknown,no
