age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,blue-collar,married,primary,no,48317,no,no,telephone,25,aug,2513,26,58,2,unknown,yes
1,admin.,married,secondary,no,47950,no,no,cellular,17,apr,2510,26,28,3,unknown,no
1,admin.,married,secondary,no,48982,no,no,cellular,17,apr,2519,26,31,3,unknown,no
1,blue-collar,married,secondary,no,47575,no,no,telephone,24,jul,2490,25,22,3,unknown,no
1,blue-collar,married,secondary,no,47335,no,no,telephone,27,jul,2468,25,13,3,unknown,no
1,blue-collar,single,tertiary,yes,48800,no,yes,telephone,22,apr,2508,25,423,2,unknown,yes
1,blue-collar,single,secondary,no,48738,no,no,cellular,18,may,2511,26,26,3,unknown,no
1,admin.,married,secondary,no,47909,no,no,cellular,23,jul,2498,25,38,1,other,no
1,blue-collar,single,primary,no,64839,no,yes,cellular,19,apr,2538,26,141,2,success,yes
1,admin.,single,secondary,no,53708,no,yes,cellular,16,may,2516,26,33,3,unknown,yes
1,blue-collar,single,primary,no,48648,no,yes,cellular,17,apr,2517,26,528,0,failure,no
1,admin.,single,secondary,no,48179,no,no,cellular,17,apr,2516,26,31,3,unknown,no
1,blue-collar,single,secondary,no,49508,yes,no,cellular,17,may,2499,25,22,3,unknown,no
1,admin.,single,secondary,no,48724,no,no,cellular,17,apr,2516,26,30,3,unknown,no
1,blue-collar,married,secondary,no,47450,no,no,telephone,23,jul,2483,25,20,2,other,no
1,admin.,married,secondary,no,48010,no,no,cellular,20,nov,2493,25,86,2,failure,no
1,blue-collar,married,secondary,no,47727,no,no,cellular,19,apr,2507,25,25,3,unknown,no
1,blue-collar,married,secondary,no,48069,no,no,cellular,19,apr,2518,26,71,2,unknown,no
1,blue-collar,single,secondary,no,48638,no,no,cellular,16,apr,2515,26,40,3,unknown,no
1,blue-collar,married,secondary,no,47417,no,no,telephone,24,jul,2478,25,14,2,unknown,no
1,admin.,married,primary,no,48287,no,no,telephone,21,aug,2515,26,56,9,unknown,no
1,blue-collar,single,primary,no,53537,no,no,cellular,19,aug,2523,26,37,4,unknown,no
1,admin.,married,secondary,no,47529,no,no,cellular,21,jul,2486,25,15,2,unknown,no
1,blue-collar,single,secondary,no,49408,yes,no,cellular,16,may,2513,26,29,3,unknown,no
1,blue-collar,married,primary,no,49217,no,no,cellular,17,apr,2525,26,62,2,failure,no
1,admin.,divorced,secondary,no,48017,no,no,cellular,20,nov,2485,25,237,3,failure,no
1,blue-collar,married,secondary,no,48429,no,no,cellular,17,apr,2516,26,32,3,unknown,no
1,admin.,married,primary,no,48375,no,no,cellular,18,apr,2518,26,55,2,failure,no
1,blue-collar,married,secondary,no,48387,no,no,cellular,18,aug,2514,26,27,3,unknown,no
1,blue-collar,single,tertiary,no,48972,no,no,cellular,18,apr,2527,26,33,3,unknown,no
1,blue-collar,married,secondary,no,48354,no,no,cellular,19,apr,2514,26,42,3,failure,no
1,admin.,single,secondary,no,49362,yes,no,cellular,17,may,2507,25,33,3,unknown,no
1,admin.,married,secondary,no,48077,no,no,cellular,19,apr,2515,26,75,3,failure,no
1,admin.,single,secondary,no,48255,no,no,cellular,17,apr,2510,26,47,2,other,no
1,blue-collar,married,secondary,no,49697,yes,no,cellular,18,apr,2522,26,76,2,unknown,no
1,admin.,single,secondary,no,49515,no,no,cellular,17,may,2494,25,28,3,unknown,no
