age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
29,management,married,tertiary,no,4767,yes,yes,cellular,6,jul,263,2,0,0,unknown,no
40,unemployed,single,secondary,no,732,yes,no,cellular,5,may,21,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,152,yes,no,unknown,22,aug,76,2,-1,0,unknown,no
39,admin.,married,secondary,no,1075,yes,no,cellular,4,may,323,3,86,3,failure,no
40,services,married,tertiary,no,1490,yes,no,unknown,6,may,75,5,-1,0,unknown,no
69,retired,married,secondary,no,1916,no,no,telephone,21,may,585,0,196,1,failure,no
23,services,divorced,secondary,no,348,no,no,cellular,4,may,9,1,0,0,unknown,no
31,technician,single,unknown,no,195,no,no,cellular,5,aug,53,2,-1,0,unknown,no
32,unemployed,single,secondary,no,1626,yes,no,unknown,19,jul,66,3,0,0,unknown,no
24,blue-collar,divorced,primary,no,-40,no,no,unknown,28,jun,13,0,-1,0,unknown,no
46,technician,married,secondary,no,82,no,no,unknown,3,dec,66,1,0,0,unknown,no
33,unemployed,married,secondary,no,1545,yes,no,cellular,8,jul,319,2,0,0,unknown,no
23,services,single,secondary,no,255,no,no,cellular,4,may,13,0,0,0,unknown,no
30,blue-collar,single,primary,no,119,yes,no,unknown,17,may,490,1,0,0,unknown,no
32,technician,single,secondary,no,128,yes,no,unknown,4,may,145,1,0,0,unknown,no
24,admin.,married,secondary,no,74,yes,no,cellular,16,may,704,2,0,0,unknown,no
38,services,married,secondary,no,179,yes,no,cellular,17,may,168,1,0,0,unknown,no
31,blue-collar,married,secondary,no,86,yes,no,unknown,29,may,450,7,0,0,unknown,no
47,management,married,tertiary,no,103,no,no,cellular,30,aug,108,2,-1,0,unknown,no
38,management,married,primary,no,99,no,yes,cellular,10,jul,255,1,0,0,unknown,no
33,services,married,secondary,no,1064,yes,no,cellular,19,nov,121,3,-1,0,unknown,no
32,services,married,secondary,no,1382,yes,no,cellular,20,sep,533,0,-1,0,unknown,yes
29,management,married,tertiary,no,87,yes,no,cellular,7,jul,252,2,-1,0,unknown,no
40,management,married,secondary,no,1374,yes,no,cellular,27,may,321,1,169,3,success,yes
31,management,married,tertiary,no,5172,no,yes,cellular,3,feb,296,1,0,0,unknown,no
27,services,single,secondary,no,142,yes,no,cellular,20,nov,118,1,0,0,unknown,yes
32,blue-collar,married,secondary,no,8360,yes,no,unknown,28,may,87,1,0,0,unknown,no
29,management,married,tertiary,no,114,yes,yes,cellular,4,jul,271,2,-1,0,unknown,no
33,technician,married,secondary,no,203,yes,no,unknown,3,jul,63,5,-1,0,unknown,no
48,management,single,tertiary,no,19014,no,no,cellular,29,apr,118,5,-1,0,unknown,no
37,self-employed,married,secondary,no,-26,no,no,unknown,2,jun,169,1,0,0,unknown,no
57,technician,married,secondary,no,165,no,no,unknown,3,jun,79,2,0,0,unknown,no
