,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,age,y
0,-19,6,132,1,-1,0,blue-collar,divorced,primary,no,yes,no,cellular,may,unknown,0,no
1,183,20,528,1,-1,0,housemaid,divorced,tertiary,no,no,no,cellular,dec,unknown,0,yes
2,1195,21,93,1,-1,0,services,married,secondary,no,yes,no,unknown,may,unknown,0,no
3,1102,19,45,2,194,3,student,married,primary,no,yes,no,cellular,apr,success,0,no
4,-23,16,703,1,0,0,self-employed,divorced,primary,no,yes,no,cellular,feb,unknown,0,no
5,541,27,74,4,-1,0,technician,single,secondary,no,no,no,cellular,jul,unknown,0,no
6,193,29,273,5,0,0,management,divorced,secondary,no,no,no,unknown,may,unknown,0,no
7,189,28,197,1,0,0,technician,married,secondary,no,yes,yes,unknown,may,unknown,0,no
8,-30,11,149,0,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,0,no
9,8148,3,712,4,0,0,housemaid,married,secondary,no,no,no,telephone,jun,unknown,0,no
10,193,2,474,6,0,0,blue-collar,single,primary,no,yes,yes,telephone,may,unknown,0,no
11,-53,29,141,5,-1,0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,0,no
12,1217,20,111,1,-1,0,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,0,no
13,88,8,100,0,0,0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,0,no
14,23,21,97,6,0,0,management,married,primary,no,no,no,cellular,nov,unknown,0,no
15,511,4,288,0,0,0,self-employed,married,tertiary,no,no,yes,cellular,oct,unknown,0,no
16,129,22,79,7,-1,3,technician,married,secondary,no,no,no,cellular,aug,unknown,0,no
17,-109,27,248,1,0,0,services,single,secondary,no,yes,yes,unknown,may,unknown,0,no
18,113,5,1129,11,0,0,entrepreneur,married,primary,no,yes,no,unknown,jul,unknown,0,no
19,295,28,250,1,-1,0,admin.,married,primary,no,yes,no,cellular,jan,unknown,0,no
20,277,2,347,1,-1,0,blue-collar,married,primary,no,yes,no,unknown,jun,unknown,0,no
21,113,6,340,1,-1,0,management,single,tertiary,no,yes,no,cellular,may,unknown,0,no
22,153,6,495,2,-1,0,blue-collar,single,tertiary,no,yes,yes,cellular,may,unknown,0,no
23,1594,20,562,1,0,0,management,married,tertiary,no,no,no,cellular,aug,unknown,0,yes
24,2894,30,60,4,-1,0,admin.,single,secondary,no,no,yes,unknown,jun,unknown,0,no
25,30,10,408,1,-1,0,unemployed,married,primary,no,no,yes,cellular,jul,unknown,0,no
26,35,2,115,0,-1,0,entrepreneur,single,secondary,no,yes,no,cellular,feb,unknown,0,no
27,5124,4,309,1,-1,0,services,single,tertiary,no,no,no,cellular,may,unknown,0,no
28,1655,6,94,6,-1,0,technician,single,tertiary,no,yes,no,cellular,aug,unknown,0,no
