age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
30,admin.,married,secondary,no,588,no,no,cellular,6,aug,69,1,-1,0,unknown,no
35,services,single,secondary,no,16532,yes,no,cellular,31,apr,233,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,221,yes,no,unknown,29,may,86,2,-1,0,unknown,no
33,technician,single,secondary,no,4,yes,no,cellular,11,may,346,3,-1,0,unknown,no
35,blue-collar,married,tertiary,no,41,yes,no,cellular,4,may,47,2,-1,0,unknown,no
27,technician,single,secondary,no,763,yes,no,cellular,18,nov,70,2,134,1,other,no
33,admin.,married,secondary,no,538,no,yes,unknown,7,may,590,3,-1,0,unknown,yes
34,management,single,tertiary,no,1025,no,no,cellular,26,aug,46,5,-1,0,unknown,no
26,unemployed,single,tertiary,no,357,no,no,cellular,7,jul,188,1,182,4,success,yes
36,technician,single,secondary,no,19130,no,no,unknown,23,jun,119,2,-1,0,unknown,no
34,technician,married,secondary,no,-9,yes,no,cellular,22,aug,105,7,-1,0,unknown,no
32,admin.,married,secondary,no,61,no,no,cellular,17,nov,105,1,-1,0,unknown,no
35,entrepreneur,married,tertiary,no,-21,no,no,unknown,11,jun,232,5,-1,0,unknown,no
39,management,married,tertiary,no,-46,yes,no,unknown,4,may,537,1,-1,0,unknown,no
56,blue-collar,married,secondary,no,116,yes,yes,cellular,9,jul,89,1,-1,0,unknown,no
38,management,married,tertiary,no,913,no,no,cellular,14,aug,110,15,-1,0,unknown,no
27,services,single,secondary,no,98,yes,no,cellular,15,may,46,2,336,5,failure,no
32,blue-collar,divorced,secondary,no,345,yes,no,unknown,6,may,185,1,-1,0,unknown,no
58,blue-collar,married,unknown,no,264,yes,no,unknown,19,may,115,6,-1,0,unknown,no
27,self-employed,single,secondary,no,28,yes,no,cellular,17,may,19,2,342,1,other,no
35,technician,married,secondary,no,1646,yes,yes,cellular,1,jul,876,2,-1,0,unknown,no
43,blue-collar,single,primary,no,305,no,no,cellular,19,oct,884,1,189,13,success,yes
33,technician,single,secondary,no,922,yes,yes,unknown,2,jun,698,2,-1,0,unknown,no
47,technician,single,secondary,no,4075,no,no,cellular,18,nov,556,2,-1,0,unknown,yes
26,blue-collar,single,secondary,no,180,yes,yes,unknown,1,jun,80,2,-1,0,unknown,no
44,blue-collar,married,secondary,no,182,yes,no,unknown,28,may,134,3,-1,0,unknown,no
37,unemployed,married,secondary,no,78,yes,yes,unknown,18,jun,84,3,-1,0,unknown,no
28,admin.,married,secondary,no,269,yes,no,cellular,1,feb,340,5,-1,0,unknown,no
45,technician,married,secondary,no,858,no,no,cellular,10,aug,530,5,-1,0,unknown,no
