age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31,self-employed,married,tertiary,no,-587,yes,no,unknown,19,may,274,1,-1,0,unknown,no
40,blue-collar,married,secondary,no,174,no,no,cellular,5,may,1184,0,-1,0,unknown,no
38,housemaid,married,secondary,no,143,no,no,cellular,19,aug,36,4,-1,0,unknown,no
34,management,married,unknown,no,150,yes,no,cellular,5,jun,306,1,-1,0,unknown,no
51,student,married,primary,no,293,yes,no,unknown,3,jun,112,5,-1,0,unknown,no
57,blue-collar,married,unknown,no,-13,yes,no,cellular,30,jul,103,2,-1,0,unknown,no
55,management,married,tertiary,no,381,no,no,unknown,19,may,98,6,-1,0,unknown,no
27,blue-collar,single,secondary,no,615,no,no,cellular,11,apr,35,2,-1,0,unknown,yes
33,unemployed,married,secondary,no,432,yes,no,cellular,20,apr,35,1,-1,0,unknown,no
31,technician,married,primary,no,339,yes,no,telephone,14,jul,10,5,-1,0,unknown,no
36,management,married,secondary,no,1441,no,no,cellular,5,jun,68,1,-1,0,unknown,no
39,housemaid,single,secondary,no,1530,no,yes,cellular,28,jul,109,3,-1,0,unknown,no
41,self-employed,married,primary,no,4588,no,no,unknown,7,jun,228,0,-1,0,unknown,no
26,management,married,secondary,no,8697,yes,no,cellular,20,may,162,0,-1,0,unknown,no
31,blue-collar,single,secondary,no,251,yes,no,cellular,5,apr,380,2,-1,0,unknown,yes
23,blue-collar,single,secondary,no,217,yes,no,cellular,14,jul,100,1,-1,0,unknown,no
52,blue-collar,married,secondary,no,-53,no,no,cellular,20,jul,154,2,-1,0,unknown,no
28,student,single,secondary,no,-44,no,no,cellular,3,apr,191,0,-1,0,unknown,no
39,self-employed,married,secondary,no,779,no,no,cellular,4,jul,200,0,-1,0,unknown,no
37,management,married,tertiary,no,1591,yes,no,cellular,1,feb,94,0,-1,0,unknown,no
50,blue-collar,married,secondary,no,83,no,no,unknown,10,may,193,0,-1,0,unknown,no
27,unemployed,single,tertiary,no,-728,yes,no,cellular,27,jan,736,9,0,0,unknown,no
35,management,divorced,tertiary,no,64,no,no,cellular,3,mar,94,0,-1,0,unknown,no
56,management,married,unknown,no,2108,no,no,cellular,15,may,136,0,61,1,other,no
45,management,married,tertiary,no,-261,yes,no,unknown,20,may,121,4,-1,0,unknown,no
46,technician,married,secondary,no,1721,no,no,cellular,1,feb,97,1,213,1,failure,no
24,entrepreneur,single,tertiary,no,59,yes,no,cellular,7,may,288,1,-1,0,unknown,yes
40,admin.,single,tertiary,no,518,yes,no,cellular,19,feb,511,1,-1,0,unknown,no
