age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
35,Private,15216,Bachelors,8,Never-married,Transport-moving,Own-child,White,Female,710,3,57,United-States,<=50K
52,Private,101165,Some-college,12,Divorced,Sales,Unmarried,White,Male,265,3,36,United-States,>50K
32,Private,194047,HS-grad,7,Widowed,Adm-clerical,Husband,White,Male,17,1,34,United-States,<=50K
41,Private,251694,HS-grad,8,Never-married,Other-service,Not-in-family,White,Female,41,1,33,United-States,<=50K
31,Self-emp-not-inc,234476,Some-college,9,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,324,0,59,United-States,<=50K
39,Private,156096,HS-grad,11,Married-civ-spouse,Sales,Husband,White,Female,145,10,37,United-States,<=50K
41,Private,13518,7th-8th,6,Never-married,Transport-moving,Own-child,White,Female,11,42,58,United-States,<=50K
34, Private,100906, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,65,12,31, United-States, <=50K
67, ?,62509,HS-grad,12, Divorced, ?, Unmarried, White, Female,66180,13,53, United-States, >50K
43,Private,227240,Bachelors,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,25754,17,45,United-States,>50K
27, Private,100178, HS-grad,8, Married-civ-spouse, Other-service, Husband, White, Male,26,12,41, United-States, <=50K
34,Self-emp-not-inc,167155,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,2798,0,51,United-States,>50K
30, Private,15311,7th-8th,5,Married-civ-spouse, Machine-op-inspct,Own-child, Black, Male,312,6,60, United-States, <=50K
30,Private,113493,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,57,4,28,United-States,<=50K
20, Private,152963,HS-grad,11, Never-married, Handlers-cleaners, Own-child, White, Female,12,26,36, United-States, <=50K
22,Private,152320,HS-grad,8,Never-married,Adm-clerical,Own-child,White,Female,42,4,27,United-States,<=50K
24, Private,213334, HS-grad,8,Separated,Transport-moving,Unmarried,Black,Female,173,13,48, United-States,<=50K
37,Private,128080,HS-grad,8,Married-civ-spouse,Other-service,Husband,White,Male,41,4,37,United-States,<=50K
56, Local-gov,229623, HS-grad,7, Married-civ-spouse, Tech-support, Husband, White, Male,17,5,39, United-States, <=50K
31, Private,89667,HS-grad,9, Divorced, Exec-managerial, Own-child, White, Male,129,4,22, United-States, >50K
25, Private,254506, HS-grad,9, Never-married, Craft-repair, Husband, White, Male,85,18,46, United-States, <=50K
77, Self-emp-inc,185628, Some-college,11, Married-civ-spouse, Tech-support, Husband, White, Male,7,3,34, United-States, <=50K
