age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
54,entrepreneur,single,secondary,no,1466,no,yes,unknown,2,jun,543,0,-1,0,unknown,no
56,blue-collar,married,secondary,no,296,no,no,telephone,19,apr,125,3,123,1,failure,no
31,admin.,married,secondary,no,6,yes,no,unknown,1,jun,122,0,-1,0,unknown,no
45,blue-collar,single,unknown,no,218,yes,no,telephone,28,jan,162,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,2554,yes,no,unknown,28,may,258,3,0,0,unknown,no
38,blue-collar,single,secondary,no,274,yes,no,unknown,27,jun,389,6,-1,0,unknown,no
38,blue-collar,married,secondary,no,1031,yes,no,cellular,20,apr,321,1,356,1,other,no
29,admin.,divorced,tertiary,no,331,yes,no,cellular,20,may,527,1,202,1,failure,yes
49,technician,married,secondary,no,0,no,no,unknown,13,aug,17,3,0,0,unknown,no
44,technician,married,secondary,no,257,no,yes,cellular,15,aug,59,2,328,3,unknown,no
34,housemaid,divorced,primary,no,-67,no,no,cellular,20,jul,2361,2,-1,0,unknown,no
51,management,divorced,unknown,no,83,no,no,unknown,12,apr,472,0,-1,0,unknown,no
57,blue-collar,married,secondary,no,5067,no,no,telephone,29,jan,102,5,-1,0,unknown,no
30,technician,single,tertiary,no,2069,no,no,cellular,29,apr,343,2,0,0,unknown,yes
82,retired,married,primary,no,128,no,yes,cellular,6,jul,54,0,-1,0,unknown,no
40,admin.,married,secondary,no,2,no,no,telephone,21,jul,97,3,0,0,unknown,no
37,self-employed,married,secondary,no,310,no,no,cellular,15,may,121,2,0,12,other,no
40,admin.,single,secondary,no,218,no,no,telephone,21,jul,507,3,-1,0,unknown,no
35,management,married,tertiary,no,830,yes,no,cellular,21,may,153,0,-1,0,unknown,no
57,technician,married,secondary,no,11,yes,no,cellular,21,aug,77,0,-1,0,unknown,no
30,technician,divorced,tertiary,no,18,no,no,cellular,28,jan,115,1,0,0,unknown,no
30,blue-collar,single,secondary,no,236,yes,no,unknown,26,may,377,1,-1,0,unknown,no
46,management,married,secondary,no,2789,yes,yes,unknown,30,may,301,3,0,0,unknown,no
46,admin.,married,secondary,no,118,no,no,unknown,20,may,120,5,0,0,unknown,no
41,technician,married,tertiary,no,3038,yes,no,unknown,3,jun,233,2,0,0,unknown,no
26,blue-collar,married,primary,no,-290,no,yes,unknown,20,may,100,3,0,0,unknown,no
47,blue-collar,married,secondary,no,4808,no,no,telephone,27,jan,146,5,-1,0,unknown,no
56,unemployed,single,tertiary,no,1277,no,no,cellular,29,apr,350,2,161,1,failure,yes
37,entrepreneur,married,secondary,no,1371,no,no,cellular,14,may,522,2,372,5,failure,no
31,management,single,tertiary,no,-277,no,no,cellular,4,jun,306,1,114,1,success,no
29,admin.,married,tertiary,no,86,yes,no,cellular,12,feb,518,2,-1,0,unknown,no
27,management,married,secondary,no,-160,yes,no,unknown,5,feb,54,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,1195,yes,no,unknown,27,jun,343,6,-1,0,unknown,no
42,blue-collar,married,secondary,no,1710,yes,yes,cellular,15,apr,112,1,311,1,failure,no
35,technician,married,tertiary,no,239,yes,no,cellular,15,sep,181,2,352,1,failure,no
28,student,single,tertiary,no,469,no,no,cellular,6,feb,61,2,-1,0,unknown,no
25,admin.,single,secondary,no,116,yes,no,unknown,29,may,126,1,-1,0,unknown,no
54,entrepreneur,married,tertiary,no,7,no,no,cellular,18,jul,2326,2,-1,0,unknown,no
32,management,single,secondary,no,5436,no,no,cellular,12,aug,78,0,-1,0,unknown,no
55,management,married,tertiary,no,131,no,no,cellular,3,aug,170,2,-1,0,unknown,no
30,admin.,married,secondary,no,835,yes,no,cellular,13,may,114,0,-1,0,unknown,no
39,technician,married,secondary,no,-14,no,no,cellular,30,jul,89,5,0,0,unknown,no
47,blue-collar,married,tertiary,no,2286,yes,no,cellular,30,jul,106,3,0,0,unknown,no
38,technician,single,tertiary,no,2089,no,no,cellular,28,apr,354,1,0,0,unknown,yes
45,technician,married,secondary,no,-13,no,no,cellular,20,aug,113,3,0,0,unknown,no
25,student,single,secondary,no,77,no,no,cellular,15,apr,320,1,-1,0,unknown,yes
37,blue-collar,married,primary,no,6,no,no,cellular,26,jan,146,3,-1,0,unknown,no
34,technician,married,tertiary,no,1513,yes,no,cellular,15,apr,168,2,298,3,failure,no
28,blue-collar,married,primary,no,34,yes,no,cellular,15,apr,120,3,-1,0,unknown,no
53,technician,married,secondary,no,-24,no,yes,unknown,21,may,53,3,-1,0,unknown,no
54,blue-collar,married,secondary,no,1191,no,no,cellular,29,jan,81,1,0,0,unknown,no
