age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid,sex,race
22,Less than 25,0,4,0,0,1,-2.921844482421875,2.7703638076782227,-83.63996887207031,23.97583770751953,M,1,Male,Other
31,25 - 45,0,1,0,0,0,-47.224945068359375,10.703699111938477,69.95169067382812,23.30029296875,M,1,Male,Caucasian
21,Less than 25,0,3,0,0,0,-8.348175048828125,3.6701436042785645,-67.56826782226562,27.11130714416504,M,1,Male,Caucasian
37,25 - 45,0,3,0,0,1,9.051025390625,2.8958358764648438,-181.06932067871094,28.28903579711914,F,0,Male,Other
21,Less than 25,0,5,0,0,1,-10.179718017578125,5.447635650634766,-119.23387145996094,47.937171936035156,M,1,Male,Other
43,Greater than 45,0,2,0,0,1,66.77178955078125,108.2546157836914,1144.242919921875,48.38134002685547,F,0,Female,Caucasian
26,25 - 45,0,8,0,0,3,72.03521728515625,15.539119720458984,122.60675048828125,42.72135543823242,M,1,Female,Other
35,25 - 45,0,1,0,0,1,-26.393707275390625,3.594522476196289,-50.523345947265625,20.902685165405273,F,1,Male,Other
37,25 - 45,0,2,0,0,1,-13.36273193359375,1.778195858001709,-162.3199005126953,19.740821838378906,F,1,Male,Caucasian
32,25 - 45,0,1,0,0,0,-48.46356201171875,8.800753593444824,44.24713134765625,22.53614044189453,F,1,Male,Caucasian
21,Less than 25,0,4,0,0,0,-4.69195556640625,3.5107789039611816,-70.2796630859375,29.083328247070312,M,1,Male,Other
28,25 - 45,0,6,0,0,3,-8.648101806640625,2.254817485809326,-180.41831970214844,26.612751007080078,M,1,Male,Other
53,Greater than 45,0,1,0,0,0,8.22479248046875,3.3258590698242188,-28.08721923828125,33.28367233276367,F,0,Male,Other
27,25 - 45,0,4,0,0,1,-35.324554443359375,7.281609535217285,22.300872802734375,18.778833389282227,F,0,Male,Other
50,Greater than 45,0,1,0,0,0,21.902740478515625,3.0150184631347656,-133.166748046875,30.204627990722656,F,0,Male,Other
33,25 - 45,0,1,0,0,0,-31.6650390625,4.499729633331299,-47.13221740722656,21.403282165527344,F,1,Male,Caucasian
21,Less than 25,0,3,0,0,0,-21.201812744140625,3.1330504417419434,-88.72854614257812,22.32198715209961,M,1,Male,Other
23,Less than 25,0,7,0,0,2,1.01446533203125,4.193866729736328,-133.95858764648438,50.07960510253906,M,1,Male,Other
30,25 - 45,0,2,0,0,1,-23.584136962890625,5.275008201599121,24.953857421875,24.48300552368164,M,1,Male,Other
24,Less than 25,0,5,0,0,1,9.7562255859375,2.6494741439819336,-119.25389099121094,31.86029052734375,M,1,Male,Other
95,25 - 45,8,9,12,6,35,1021.1229248046875,601.9957885742188,7602.712890625,7604.0,M,0,Female,Other
22,Less than 25,0,7,0,0,2,-9.5218505859375,6.1613640785217285,-152.66773986816406,70.72417449951172,M,1,Male,Other
30,25 - 45,0,1,0,0,1,-38.30224609375,9.099212646484375,40.35150146484375,24.051753997802734,M,1,Male,Caucasian
38,25 - 45,0,2,0,0,1,-8.94256591796875,1.3330771923065186,-186.68194580078125,18.898712158203125,F,1,Male,Caucasian
22,Less than 25,0,4,0,0,1,-1.481170654296875,4.5717387199401855,-113.43258666992188,40.210670471191406,M,1,Male,Other
40,25 - 45,0,1,0,0,0,-5.342742919921875,1.4645874500274658,-151.33935546875,18.26486587524414,F,0,Male,Caucasian
30,25 - 45,0,6,0,0,2,-3.681182861328125,3.47749662399292,-187.90362548828125,44.99386978149414,F,1,Male,Other
22,Less than 25,0,6,0,0,1,-18.305511474609375,5.613793849945068,-136.20245361328125,47.749759674072266,M,1,Male,Caucasian
95,25 - 45,8,9,12,6,35,1018.9571533203125,601.9942016601562,7602.52783203125,7603.99951171875,M,0,Female,Other
33,Greater than 45,0,5,0,0,1,14.1368408203125,3.6046042442321777,-170.9830780029297,48.45612335205078,F,1,Male,Other
21,Less than 25,0,3,0,0,0,-19.664459228515625,3.1089515686035156,-94.290771484375,22.54361915588379,M,1,Male,Other
21,Less than 25,0,4,0,0,0,-10.616546630859375,3.0222606658935547,-76.69024658203125,24.02433204650879,M,1,Male,Other
21,Less than 25,0,3,0,0,0,-19.5460205078125,3.220244884490967,-85.75807189941406,22.650808334350586,M,1,Male,Caucasian
