age,age_cat,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid,sex,race
27,25 - 45,0,4,0,0,1,148.69873046875,5.101553916931152,-82.3702392578125,14.648286819458008,M,1,Female,Other
24,25 - 45,0,7,0,0,12,-258.70135498046875,139.61114501953125,860.7938232421875,469.3525085449219,M,1,Female,Caucasian
24,25 - 45,0,7,0,0,11,-254.741455078125,121.23605346679688,782.1619873046875,396.1525573730469,M,1,Male,Caucasian
32,Greater than 45,0,2,0,0,1,80.19143676757812,2.423149824142456,-119.39213562011719,14.204571723937988,F,0,Male,Other
27,25 - 45,0,4,0,0,1,82.67245483398438,5.931427478790283,-54.82550048828125,17.025724411010742,M,1,Female,Other
31,Greater than 45,0,2,0,0,1,84.10189819335938,2.4482011795043945,-121.17720031738281,13.843343734741211,F,0,Male,Caucasian
28,25 - 45,0,5,0,0,1,-41.304931640625,4.894260883331299,-85.74110412597656,16.927146911621094,M,1,Male,Other
70,25 - 45,0,1,0,0,0,46.186431884765625,6.670297145843506,-5.931121826171875,37.581687927246094,F,0,Female,Other
86,25 - 45,0,1,0,0,1,-151.33828735351562,20.98051643371582,315.07318115234375,133.43585205078125,F,0,Female,Caucasian
83,Greater than 45,0,1,0,0,3,-183.81597900390625,31.360702514648438,630.6622314453125,219.5174102783203,F,0,Female,Caucasian
37,25 - 45,0,3,0,0,1,216.882080078125,3.65087890625,-98.83103942871094,15.467960357666016,F,1,Female,Other
25,Less than 25,0,7,0,0,3,-161.64137268066406,40.07265853881836,163.76614379882812,82.47471618652344,M,1,Male,Other
24,25 - 45,0,7,0,0,11,-252.22850036621094,112.16356658935547,729.6783447265625,357.697265625,M,1,Male,Other
26,Less than 25,0,5,0,0,1,-31.234710693359375,5.682460308074951,-102.31849670410156,15.634977340698242,M,0,Male,Other
25,25 - 45,0,7,0,0,8,-228.00205993652344,86.305419921875,519.2373657226562,245.44554138183594,M,1,Male,Other
25,Less than 25,0,7,0,0,5,-199.22801208496094,64.15385437011719,329.986328125,150.3063507080078,M,1,Male,Caucasian
25,25 - 45,0,7,0,0,8,-229.0529327392578,82.56359100341797,543.5786743164062,244.92591857910156,M,1,Male,Other
34,Greater than 45,0,1,0,0,0,149.12933349609375,2.697887420654297,-107.88896179199219,15.770040512084961,F,0,Male,Other
27,Less than 25,0,5,0,0,1,-40.938690185546875,4.515292644500732,-109.6029052734375,14.98481273651123,M,1,Male,Other
24,25 - 45,0,7,0,0,12,-260.48150634765625,149.27542114257812,895.841796875,507.56964111328125,M,1,Female,Other
36,25 - 45,0,2,0,0,1,123.42694091796875,2.6236681938171387,-84.20570373535156,17.140165328979492,F,0,Male,Other
34,25 - 45,0,3,0,0,1,108.0252685546875,2.5036051273345947,-98.27684020996094,16.175683975219727,F,1,Male,Other
41,25 - 45,0,2,0,0,0,219.25811767578125,4.268984794616699,-93.93959045410156,17.49799346923828,F,0,Female,Caucasian
53,Greater than 45,0,1,0,0,2,-74.58663940429688,10.040091514587402,197.73159790039062,67.42259216308594,F,0,Male,Caucasian
25,Less than 25,0,7,0,0,4,-176.640625,59.00649642944336,269.2197265625,123.2376480102539,M,1,Male,Other
24,25 - 45,0,6,0,0,2,24.474639892578125,15.72824478149414,49.282958984375,31.434476852416992,M,1,Female,Caucasian
24,25 - 45,0,7,0,0,12,-256.8244934082031,125.06920623779297,838.2213134765625,429.05120849609375,M,1,Female,Other
41,25 - 45,0,2,0,0,0,206.504638671875,3.9316186904907227,-94.98863220214844,16.91173553466797,F,0,Female,Caucasian
25,25 - 45,0,7,0,0,6,-192.7480926513672,55.732486724853516,418.573486328125,146.95401000976562,M,1,Male,Other
57,25 - 45,0,1,0,0,1,27.64276123046875,5.531918525695801,12.3397216796875,34.32112503051758,F,0,Male,Other
45,Greater than 45,0,1,0,0,2,16.378173828125,4.694713115692139,17.567718505859375,31.53124237060547,F,0,Male,Other
66,Greater than 45,0,1,0,0,4,-178.57803344726562,22.26174545288086,536.09619140625,168.10348510742188,F,0,Male,Other
25,25 - 45,0,7,0,0,10,-245.04144287109375,93.11829376220703,668.573974609375,300.70086669921875,M,1,Male,Caucasian
33,Greater than 45,0,1,0,0,0,146.07391357421875,2.715301275253296,-111.87620544433594,15.162934303283691,F,0,Male,Other
42,25 - 45,0,2,0,0,0,227.63494873046875,4.11799430847168,-96.15097045898438,17.242143630981445,F,0,Female,Other
25,25 - 45,0,7,0,0,8,-236.2677459716797,86.7923355102539,593.3468627929688,270.3167419433594,M,1,Male,Other
25,25 - 45,0,7,0,0,10,-247.65414428710938,107.38024139404297,682.0819702148438,333.79168701171875,M,1,Male,Caucasian
27,Less than 25,0,5,0,0,1,-20.617706298828125,5.488339424133301,-101.12130737304688,15.514416694641113,M,0,Male,Other
24,25 - 45,0,7,0,0,10,-237.44906616210938,115.68582916259766,775.0357666015625,347.4577941894531,M,1,Female,Other
85,25 - 45,0,1,0,0,1,-153.81436157226562,21.759353637695312,341.0181884765625,139.5470428466797,F,0,Female,Other
24,25 - 45,0,7,0,0,11,-252.2327423095703,110.99913024902344,734.5731201171875,356.7889709472656,M,1,Male,Other
30,Less than 25,0,2,0,0,0,97.28115844726562,2.499310255050659,-127.73524475097656,12.979480743408203,F,0,Male,Other
24,25 - 45,0,7,0,0,11,-253.1708221435547,114.73878479003906,752.155029296875,371.3327941894531,M,1,Male,Other
25,25 - 45,0,7,0,0,7,-219.89892578125,77.42793273925781,470.8389892578125,212.3445281982422,M,1,Male,Caucasian
24,25 - 45,0,7,0,0,11,-253.6143035888672,109.13485717773438,776.0704345703125,371.6319274902344,M,1,Male,Other
34,Greater than 45,0,2,0,0,1,95.31927490234375,2.564382553100586,-93.88095092773438,16.657472610473633,F,0,Male,Other
25,25 - 45,0,7,0,0,9,-243.302734375,98.4501724243164,647.2149047851562,306.6540832519531,M,1,Male,Other
25,25 - 45,0,7,0,0,8,-234.04806518554688,86.12854766845703,571.4102783203125,262.78582763671875,M,1,Male,Caucasian
27,Less than 25,0,4,0,0,1,-32.41845703125,3.935770034790039,-116.92875671386719,12.778470993041992,M,0,Male,Caucasian
54,25 - 45,0,2,0,0,0,153.594482421875,3.7140464782714844,-84.44123840332031,20.381919860839844,F,0,Female,Caucasian
38,25 - 45,0,3,0,0,1,209.49725341796875,2.8585824966430664,-108.22906494140625,14.302696228027344,F,1,Male,Other
24,25 - 45,0,7,1,0,13,-263.30364990234375,162.83453369140625,964.35107421875,571.68115234375,M,1,Female,Other
24,25 - 45,0,7,0,0,9,-227.13465881347656,101.25984191894531,675.59765625,278.52618408203125,M,1,Male,Other
24,25 - 45,0,7,0,0,9,-230.06520080566406,98.62127685546875,675.697265625,278.4418640136719,M,1,Male,Other
35,25 - 45,0,4,0,0,1,109.78436279296875,2.521629810333252,-92.30551147460938,16.24344253540039,F,1,Male,Caucasian
24,25 - 45,0,7,0,0,11,-252.63328552246094,113.84139251708984,736.8026123046875,363.55462646484375,M,1,Male,Other
25,Less than 25,0,7,0,0,4,-182.6599578857422,54.05027770996094,265.22894287109375,121.00456237792969,M,1,Male,Caucasian
62,Greater than 45,0,1,0,0,2,-45.158294677734375,20.169153213500977,420.7606201171875,126.47872161865234,F,0,Male,Other
25,Less than 25,0,7,0,0,3,-166.92311096191406,56.25209426879883,244.79052734375,112.61543273925781,M,1,Male,Other
25,25 - 45,0,7,0,0,8,-232.88291931152344,90.56306457519531,554.496826171875,266.55242919921875,M,1,Male,Caucasian
31,25 - 45,0,3,0,0,0,233.12445068359375,4.725317478179932,-96.07112121582031,14.991838455200195,F,1,Female,Other
79,Greater than 45,0,1,0,0,5,-186.94387817382812,33.33361053466797,784.059814453125,254.52903747558594,F,0,Male,Other
89,Greater than 45,0,1,0,0,2,-235.82568359375,52.886165618896484,930.9962158203125,358.74444580078125,F,0,Female,Other
40,25 - 45,0,3,0,0,1,137.4490966796875,2.441516160964966,-89.43559265136719,15.502633094787598,F,1,Male,Other
24,25 - 45,0,7,0,0,12,-260.371826171875,148.3046417236328,894.8916015625,504.3945007324219,M,1,Female,Caucasian
25,Less than 25,0,6,0,0,2,-129.69613647460938,20.405344009399414,40.365875244140625,43.011199951171875,M,1,Male,Other
26,Less than 25,0,5,0,0,1,-25.947662353515625,4.763001918792725,-107.69865417480469,13.825441360473633,M,0,Male,Other
24,25 - 45,0,7,0,0,12,-257.05377197265625,131.4429168701172,828.4940185546875,437.852783203125,M,1,Male,Other
25,25 - 45,0,6,0,0,2,-17.69403076171875,14.362284660339355,63.605865478515625,32.1895637512207,M,1,Female,Other
