age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,blue-collar,divorced,secondary,no,49901,no,no,telephone,19,apr,2503,25,44,20,unknown,no
1,admin.,married,secondary,no,49534,no,no,cellular,17,may,2493,25,35,1,unknown,no
1,admin.,married,secondary,no,50261,no,no,cellular,19,aug,2493,25,43,1,failure,no
1,blue-collar,married,secondary,no,48426,no,no,telephone,21,apr,2497,25,61,5,unknown,no
1,admin.,single,secondary,no,48287,no,no,cellular,18,apr,2494,25,38,3,unknown,no
1,blue-collar,married,primary,no,58372,no,no,telephone,16,feb,2493,25,55,8,failure,yes
1,blue-collar,divorced,secondary,no,51535,no,no,cellular,17,feb,2524,26,62,10,unknown,no
1,blue-collar,married,primary,no,48051,no,no,telephone,22,apr,2501,25,27,4,unknown,no
1,blue-collar,single,secondary,no,48623,no,no,cellular,23,jul,2490,25,28,6,unknown,no
1,blue-collar,married,secondary,no,48705,no,no,cellular,17,aug,2491,25,40,3,unknown,no
1,admin.,married,secondary,no,48691,no,no,cellular,19,may,2474,25,33,1,unknown,no
1,admin.,married,secondary,no,48360,no,no,cellular,20,aug,2470,25,25,2,other,no
1,blue-collar,single,primary,no,50165,no,no,cellular,16,apr,2512,26,49,5,unknown,no
1,blue-collar,single,secondary,no,48833,no,no,cellular,19,apr,2492,25,39,1,unknown,no
1,blue-collar,married,primary,no,48871,no,no,telephone,19,apr,2491,25,39,2,unknown,no
1,blue-collar,married,secondary,no,49533,no,no,cellular,24,jun,2489,25,29,1,unknown,no
1,blue-collar,single,secondary,no,48811,no,no,telephone,24,jul,2511,26,848,1,other,no
1,blue-collar,single,secondary,no,48127,no,no,cellular,25,jun,2486,25,39,0,unknown,no
1,admin.,married,secondary,no,64251,no,no,cellular,17,apr,2523,26,38,52,unknown,no
1,blue-collar,single,primary,no,66698,no,yes,telephone,19,jun,2526,26,743,57,unknown,no
1,blue-collar,single,primary,no,47444,no,no,telephone,27,jul,2465,25,21,1,failure,no
1,blue-collar,married,secondary,no,48484,no,no,cellular,21,may,2476,25,25,1,unknown,no
1,blue-collar,married,secondary,no,48283,no,no,cellular,21,jul,2481,25,18,0,failure,no
1,admin.,divorced,secondary,no,47861,no,yes,telephone,25,oct,2501,25,776,2,other,no
1,admin.,married,secondary,no,49589,no,no,cellular,20,may,2475,25,28,1,unknown,no
1,blue-collar,married,secondary,no,48349,no,no,cellular,24,aug,2496,25,243,0,failure,yes
1,admin.,divorced,secondary,no,49128,no,no,cellular,27,may,2480,25,57,1,unknown,yes
1,admin.,single,tertiary,yes,102109,no,yes,unknown,17,nov,2507,26,854,50,unknown,yes
1,admin.,married,primary,yes,49281,no,no,telephone,17,apr,2530,26,29,56,unknown,no
