age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,technician,single,tertiary,no,919.3536,no,no,cellular,19.0,aug,133.0,1.0,-1.0,0.0,unknown,no
1,services,married,secondary,no,431.22867,yes,yes,unknown,25.0,may,0.0,2.0,-1.0,0.0,unknown,no
1,blue-collar,divorced,secondary,no,597.2465,no,no,cellular,31.0,jan,551.0134,1.0,-1.0,0.0,unknown,no
1,blue-collar,married,primary,no,459.01608,yes,yes,unknown,1.0,may,131.0,1.0,-1.0,0.0,unknown,no
1,services,married,secondary,no,1834.0498,yes,yes,cellular,17.0,aug,4918.0,3.0,-1.0,0.0,unknown,no
1,entrepreneur,married,tertiary,no,85.07658,yes,no,cellular,9.0,apr,59.571262,2.0,-1.0,0.0,unknown,no
1,self-employed,married,tertiary,no,-8019.0,yes,no,cellular,8.0,apr,382.12585,2.0,-1.0,0.0,unknown,yes
1,services,single,secondary,no,245.38603,yes,yes,cellular,9.0,apr,559.7601,50.0,-1.0,0.0,unknown,no
1,technician,divorced,secondary,no,1.0,yes,no,unknown,18.0,may,436.46927,1.0,-1.0,0.0,unknown,no
1,management,married,secondary,no,-34.87581,no,yes,unknown,31.0,may,151.0,1.0,-1.0,0.0,unknown,no
1,services,single,secondary,no,859.89746,no,no,unknown,20.0,mar,408.0,3.0,-1.0,0.0,unknown,no
1,blue-collar,single,secondary,no,0.0,yes,no,unknown,21.0,may,126.0,3.0,-1.0,0.0,unknown,no
1,entrepreneur,married,tertiary,no,9.837537,yes,no,cellular,1.0,may,58.0,1.0,364.0,0.0,failure,no
1,services,divorced,secondary,no,740.3395,yes,no,unknown,20.0,may,850.56726,4.0,-1.0,0.0,unknown,no
1,management,married,primary,no,663.8524,no,no,unknown,19.0,may,147.0,50.0,-1.0,0.0,unknown,no
1,unemployed,married,secondary,no,102127.0,no,no,cellular,14.0,apr,222.0,1.0,171.7553,0.0,failure,no
1,self-employed,married,tertiary,no,2148.9385,no,no,cellular,13.0,apr,175.0,1.0,-1.0,58.0,success,no
1,admin.,married,secondary,no,285.15247,yes,no,telephone,16.0,jan,118.0,1.0,294.24155,1.0,failure,no
1,blue-collar,married,primary,no,553.9437,no,no,cellular,20.0,jul,4918.0,2.0,-1.0,0.0,unknown,yes
1,management,married,secondary,no,390.00946,yes,no,cellular,7.0,jul,284.0,1.0,-1.0,0.0,unknown,yes
1,admin.,divorced,secondary,no,0.0,no,yes,cellular,17.0,jul,106.0,4.0,-1.0,0.0,unknown,no
1,blue-collar,married,secondary,no,-8019.0,yes,no,unknown,24.200233,may,234.0,1.0,-1.0,0.0,unknown,no
1,student,single,secondary,no,646.73816,no,no,cellular,28.0,nov,41.0,2.0,-1.0,58.0,failure,no
1,admin.,single,secondary,no,46.123737,no,no,unknown,6.0,jun,116.0,3.0,-1.0,0.0,unknown,no
1,admin.,married,secondary,no,106.0,yes,yes,cellular,31.0,jul,243.0,3.7273703,-1.0,0.0,unknown,no
1,management,single,tertiary,no,31040.19,no,no,cellular,28.0,jan,235.0,2.0,-1.0,0.0,unknown,no
1,blue-collar,married,primary,no,0.0,yes,no,cellular,20.0,aug,175.0,3.0,-1.0,3.0,failure,no
0,blue-collar,married,secondary,no,691.24774,no,no,unknown,6.0,may,215.95918,4.0,-1.0,0.0,unknown,no
1,blue-collar,married,secondary,no,3708.8347,yes,yes,cellular,19.0,may,212.36125,7.0,-1.0,0.0,unknown,yes
1,blue-collar,married,secondary,no,-294.819,yes,no,cellular,12.0,may,81.0,2.0,-1.0,0.0,unknown,no
1,blue-collar,divorced,secondary,no,263.69968,yes,no,unknown,30.0,may,344.29227,2.0,-1.0,0.0,unknown,no
1,student,divorced,tertiary,no,181.99687,no,no,unknown,21.0,may,4918.0,2.0,-1.0,0.0,unknown,no
1,unemployed,single,unknown,no,-983.6717,no,no,unknown,5.0,jun,356.0,2.0,-1.0,0.0,unknown,no
1,retired,married,tertiary,no,102127.0,no,no,cellular,7.0,dec,43.0,1.0,86.2004,0.0,success,yes
1,services,single,secondary,no,693.1147,no,no,cellular,29.0,jan,57.0,1.0,-1.0,0.0,unknown,no
0,admin.,married,secondary,no,171.40465,yes,no,cellular,20.0,jul,365.7231,1.0,-1.0,0.0,unknown,no
1,blue-collar,single,secondary,yes,60.969566,yes,no,unknown,27.0,may,382.52728,1.0,-1.0,0.0,unknown,no
1,blue-collar,married,secondary,no,-8019.0,no,yes,unknown,23.0,jun,179.0,2.0,-1.0,0.0,unknown,no
1,admin.,single,secondary,no,102127.0,no,no,cellular,14.0,jul,317.0,1.0,-1.0,0.0,unknown,no
1,management,divorced,secondary,no,1210.4012,no,no,cellular,13.0,aug,190.0,2.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,-8019.0,no,no,unknown,14.0,may,123.0,3.0,-1.0,0.0,unknown,no
1,housemaid,married,primary,no,102127.0,no,no,unknown,15.0,jun,237.78423,3.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,631.6527,yes,no,unknown,31.0,may,110.0,1.0,-1.0,0.0,unknown,no
1,blue-collar,married,secondary,no,211.0,yes,no,unknown,16.51564,may,397.0,1.0,-1.0,0.0,unknown,no
0,self-employed,single,tertiary,no,300.09918,no,no,cellular,17.0,jul,316.13068,1.0,-1.0,0.0,unknown,no
1,management,single,tertiary,no,-111.73204,yes,no,cellular,18.0,jul,278.0,1.0,854.0,1.0,failure,no
1,admin.,married,secondary,no,627.9443,yes,yes,cellular,20.0,jul,237.0,1.0,-1.0,0.0,unknown,no
1,admin.,single,tertiary,no,1048.5931,no,yes,cellular,20.0,jul,0.0,1.0,-1.0,0.0,unknown,no
1,blue-collar,married,secondary,no,124.0,no,yes,cellular,6.0,jul,238.41055,4.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,4470.6104,yes,no,cellular,1.0,apr,190.78853,1.0,-1.0,0.0,unknown,no
1,management,divorced,tertiary,no,282.22314,yes,no,unknown,1.0,jun,144.0,2.0,-1.0,0.0,unknown,no
1,unemployed,married,tertiary,no,427.78528,no,no,cellular,16.0,aug,71.0,1.0,-1.0,0.0,unknown,no
1,blue-collar,married,secondary,no,170.7546,yes,no,cellular,27.0,aug,213.0,5.0,-1.0,0.0,unknown,no
1,retired,married,primary,no,0.0,yes,no,unknown,27.0,jun,268.0,1.0,-1.0,0.0,unknown,no
1,admin.,married,secondary,no,2382.3623,yes,no,telephone,17.0,jul,4918.0,2.0,-1.0,0.0,unknown,no
1,blue-collar,married,primary,no,1777.0156,yes,no,cellular,8.0,jul,9.435768,2.0,-1.0,0.0,unknown,no
0,technician,married,secondary,no,405.4244,no,yes,cellular,19.0,jul,404.0,1.0,-1.0,0.0,unknown,yes
1,blue-collar,married,primary,no,1005.8647,no,no,unknown,1.0,jun,489.12814,3.0,-1.0,0.0,unknown,no
1,technician,married,primary,no,69.0,yes,no,telephone,17.0,nov,239.0,1.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,-8019.0,no,yes,cellular,21.0,jul,453.3443,2.0,-1.0,0.0,unknown,yes
1,admin.,married,secondary,no,4590.902,yes,no,cellular,20.0,apr,211.0,1.0,99.0,1.0,failure,no
1,services,married,secondary,no,255.29532,yes,no,cellular,30.0,aug,0.0,50.0,-1.0,0.0,unknown,no
1,retired,divorced,secondary,no,314.07718,no,no,cellular,30.0,jan,0.0,2.0,-1.0,0.0,unknown,no
1,blue-collar,married,secondary,no,936.4399,yes,no,cellular,5.0,may,102.512436,1.0,100.0,0.0,failure,no
1,management,married,tertiary,no,-8019.0,yes,no,cellular,20.0,nov,105.0,2.0,132.62845,58.0,failure,no
1,management,single,tertiary,no,-271.52502,yes,no,cellular,19.0,jul,119.0,2.0,-1.0,0.0,unknown,no
1,admin.,single,primary,yes,-8019.0,no,no,cellular,27.0,jul,168.79634,2.0,-1.0,0.0,other,no
1,management,married,secondary,no,102127.0,yes,no,cellular,16.0,may,4918.0,3.0,-1.0,0.0,failure,no
1,blue-collar,divorced,secondary,no,-8019.0,yes,yes,cellular,16.0,apr,83.0,3.0,854.0,0.0,failure,no
1,admin.,married,secondary,yes,183.0,no,no,cellular,11.0,jul,104.0,1.0,-1.0,0.0,unknown,no
1,admin.,single,secondary,no,515.35297,yes,no,unknown,1.0,may,280.0,2.0,-1.0,0.0,unknown,no
1,admin.,married,secondary,no,102127.0,yes,no,cellular,6.0,may,72.05466,4.0,854.0,1.0,failure,no
1,technician,single,secondary,no,387.08322,no,no,cellular,10.0,jul,69.0,3.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,803.03845,yes,no,telephone,8.0,nov,76.0,3.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,27.58893,yes,no,cellular,6.0,may,112.0,4.0,328.74612,2.0,failure,no
1,management,single,tertiary,no,1319.6873,yes,no,cellular,15.0,nov,163.0,1.0,-1.0,0.0,success,no
1,services,married,secondary,no,933.31824,yes,yes,unknown,7.0,jun,156.0,1.0,-1.0,0.0,unknown,no
1,blue-collar,married,primary,no,195.0,yes,no,unknown,12.0,may,208.3726,2.0,-1.0,0.0,unknown,no
1,admin.,single,secondary,no,121.53023,yes,no,cellular,19.0,apr,155.0,3.0,-1.0,0.0,unknown,no
1,technician,single,tertiary,no,366.58743,yes,no,cellular,26.0,oct,153.0,3.0,-1.0,0.0,unknown,yes
1,management,divorced,tertiary,no,215.99727,yes,no,unknown,30.0,may,141.98897,1.0,-1.0,0.0,unknown,no
1,management,single,tertiary,no,139.50534,yes,no,cellular,7.0,may,15.0,2.0,-1.0,0.0,unknown,no
1,technician,single,secondary,no,330.6064,yes,no,cellular,19.0,apr,436.32156,4.0,-1.0,0.0,unknown,yes
1,technician,single,secondary,no,713.8313,no,no,cellular,21.0,aug,214.0,2.0,-1.0,0.0,unknown,no
1,management,married,tertiary,no,184.536,no,yes,cellular,14.0,jul,54.557842,3.0,-1.0,0.0,unknown,no
1,services,married,secondary,no,-16.997095,no,no,cellular,19.0,jul,0.0,4.0,-1.0,0.0,unknown,no
1,admin.,married,primary,no,357.441,no,yes,cellular,21.0,aug,320.88837,2.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,102127.0,yes,no,unknown,3.0,may,490.76907,2.0,-1.0,0.0,unknown,no
1,admin.,married,secondary,no,145.56711,yes,no,unknown,5.0,may,225.0,1.0,-1.0,0.0,unknown,no
1,management,divorced,tertiary,no,-8019.0,yes,no,cellular,22.0,may,158.0,2.0,854.0,58.0,failure,no
1,blue-collar,married,primary,no,17.0,yes,no,cellular,19.0,may,111.0,1.0,-1.0,0.0,unknown,no
1,management,married,tertiary,no,372.0,yes,no,cellular,19.0,aug,138.0,1.0,-1.0,0.0,unknown,no
1,services,married,secondary,no,764.63446,yes,no,cellular,7.0,may,207.0,1.0,-1.0,0.0,unknown,no
1,blue-collar,married,secondary,no,417.6835,yes,no,unknown,11.0,may,163.0,1.0,-1.0,0.0,unknown,yes
1,management,married,tertiary,no,619.9095,no,no,cellular,15.0,jan,0.0,1.0,-1.0,0.0,unknown,no
1,management,married,tertiary,no,-8019.0,yes,no,cellular,1.0,may,315.6357,2.0,113.0,0.0,other,no
1,technician,single,secondary,no,-981.27515,yes,no,unknown,23.0,may,331.79126,1.0,-1.0,0.0,unknown,no
1,blue-collar,single,secondary,no,681.3565,yes,no,cellular,16.0,may,83.0,2.0,-1.0,0.0,unknown,no
1,blue-collar,married,primary,no,324.6121,yes,no,cellular,20.0,aug,0.0,3.0,-1.0,0.0,unknown,no
1,management,married,tertiary,no,612.0893,yes,no,cellular,14.0,jul,139.0,1.0,-1.0,0.0,unknown,no
1,blue-collar,married,secondary,no,1617.6511,no,no,telephone,18.0,mar,275.76587,1.0,-1.0,58.0,other,no
1,blue-collar,single,primary,no,-144.95676,yes,yes,cellular,9.0,feb,173.564,2.0,-1.0,0.0,other,yes
1,housemaid,married,primary,no,80.58278,no,no,cellular,4.0,jul,4918.0,3.0,-1.0,0.0,unknown,no
1,services,single,secondary,no,195.51299,yes,no,cellular,8.0,may,136.0,1.0,-1.0,0.0,unknown,no
1,student,single,secondary,no,103.02879,yes,yes,telephone,11.0,nov,142.0,1.0,524.8358,2.0,failure,no
1,management,single,tertiary,no,1807.2463,yes,no,unknown,20.0,may,111.0,1.0,-1.0,0.0,unknown,no
1,services,married,tertiary,no,2874.507,yes,no,unknown,23.0,may,491.2969,1.0,-1.0,0.0,unknown,yes
1,admin.,married,unknown,no,448.3395,yes,no,cellular,21.0,apr,761.8373,1.0,-1.0,4.0,other,yes
1,admin.,single,unknown,no,2152.653,no,no,cellular,10.0,apr,189.0,2.0,-1.0,0.0,failure,yes
1,technician,married,secondary,no,68.94311,yes,no,unknown,9.0,jun,252.0,5.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,222.00716,no,no,cellular,17.0,aug,161.90662,2.0,-1.0,0.0,unknown,no
1,admin.,married,secondary,no,-39.127487,yes,no,cellular,14.0,may,194.0,3.0,-1.0,0.0,unknown,no
1,self-employed,divorced,tertiary,no,679.0644,no,no,cellular,31.0,jul,0.0,1.0,-1.0,0.0,unknown,no
1,unemployed,married,primary,no,452.47607,no,no,unknown,15.0,jun,0.0,4.0,-1.0,0.0,unknown,no
0,management,married,tertiary,yes,426.61584,no,no,cellular,20.0,nov,99.532745,1.0,-1.0,0.0,other,no
1,technician,single,tertiary,no,552.961,no,no,cellular,16.0,jul,269.0,1.0,-1.0,0.0,unknown,yes
1,management,married,tertiary,no,181.3568,no,no,cellular,30.0,nov,314.242,1.0,-1.0,0.0,unknown,no
1,admin.,married,secondary,no,147.79,yes,no,unknown,31.0,may,240.0,1.0,-1.0,0.0,unknown,no
1,technician,single,secondary,yes,-8019.0,yes,no,cellular,15.0,may,139.0,1.0,-1.0,0.0,unknown,no
1,management,married,tertiary,no,4.0,yes,no,cellular,8.0,jul,4918.0,4.0,-1.0,0.0,unknown,no
1,management,divorced,tertiary,no,53.334553,yes,no,unknown,18.0,may,73.0,1.0,-1.0,0.0,unknown,no
1,self-employed,divorced,tertiary,no,16.0,yes,yes,telephone,21.0,jul,247.0,1.0,-1.0,0.0,unknown,no
1,services,married,unknown,no,-8019.0,yes,no,cellular,16.0,apr,4918.0,1.0,-1.0,0.0,unknown,yes
1,services,married,secondary,no,256.51984,yes,yes,unknown,1.0,may,147.0,1.0,-1.0,0.0,unknown,no
1,retired,married,primary,no,-8019.0,no,no,cellular,13.0,feb,4918.0,1.0,-1.0,0.0,unknown,no
1,management,married,tertiary,no,102127.0,yes,no,cellular,26.0,oct,144.0,1.0,-1.0,0.0,unknown,no
1,technician,single,tertiary,no,858.1462,yes,no,cellular,31.0,jul,249.06133,14.0,-1.0,0.0,unknown,no
1,services,single,secondary,no,-8019.0,yes,yes,cellular,28.0,jul,778.6386,1.0,-1.0,0.0,unknown,no
0,retired,married,tertiary,no,3317.0542,no,no,cellular,13.0,oct,114.0,1.0,190.50682,2.0,other,no
1,technician,divorced,secondary,no,2465.6191,no,no,cellular,16.0,feb,119.0,3.0,-1.0,0.0,unknown,no
1,blue-collar,married,primary,no,199.0,yes,no,unknown,22.0,may,144.0,1.0,-1.0,0.0,unknown,no
1,technician,single,tertiary,no,1246.618,yes,no,cellular,1.0,feb,4918.0,1.0,-1.0,0.0,unknown,no
1,management,single,tertiary,no,2312.4993,no,no,unknown,1.0,jun,1084.9906,1.0,-1.0,0.0,unknown,no
1,management,single,tertiary,yes,-8019.0,yes,no,cellular,16.0,aug,396.0,3.0,-1.0,0.0,unknown,yes
1,services,single,secondary,no,2017.7535,yes,no,cellular,29.0,nov,268.0,1.0,854.0,1.0,failure,yes
1,blue-collar,married,primary,no,0.0,yes,no,unknown,21.0,may,207.0,2.0,-1.0,0.0,unknown,no
1,self-employed,married,tertiary,no,479.51746,yes,no,unknown,20.0,may,0.0,1.0,-1.0,0.0,unknown,no
1,management,married,secondary,no,521.7134,no,no,cellular,31.0,jan,161.0,3.0,-1.0,0.0,unknown,no
1,admin.,single,secondary,no,2029.3002,no,yes,cellular,1.0,feb,129.0,1.0,-1.0,0.0,unknown,no
0,retired,married,secondary,no,1320.195,no,no,cellular,18.0,oct,118.0,2.0,169.84607,1.0,other,yes
1,technician,single,tertiary,no,0.0,no,no,cellular,27.0,aug,543.63153,2.0,-1.0,0.0,unknown,no
1,blue-collar,single,primary,no,-288.81793,yes,no,cellular,12.0,may,213.0,2.0,854.0,0.0,failure,no
