age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,services,divorced,secondary,no,5219.8257,no,no,cellular,1.0,aug,223.0,1.0,-1.0,0.0,unknown,no
1,blue-collar,single,unknown,no,160.97008,no,yes,cellular,30.0,jul,157.0,4.0,-1.0,0.0,unknown,no
1,services,single,secondary,no,242.68286,yes,no,unknown,12.0,may,178.0,1.0,-1.0,0.0,unknown,no
1,services,single,secondary,no,231.51706,yes,no,cellular,8.0,jul,263.0,4.0,-1.0,0.0,unknown,no
0,blue-collar,married,primary,no,938.9543,yes,no,cellular,16.0,nov,216.54356,4.0,854.0,5.0,other,no
1,management,single,tertiary,no,1133.378,no,no,cellular,31.0,jul,0.0,4.0,-1.0,0.0,unknown,no
1,services,married,secondary,no,293.25546,no,no,cellular,20.0,aug,146.0,3.0,-1.0,0.0,unknown,no
1,housemaid,single,tertiary,no,571.578,no,no,telephone,30.0,oct,43.0,1.0,-1.0,0.0,unknown,no
1,technician,single,secondary,no,179.0,no,no,cellular,20.0,jan,160.0,1.0,-1.0,0.0,unknown,no
1,admin.,single,tertiary,no,264.0,no,no,cellular,29.0,jan,4918.0,1.0,-1.0,0.0,success,no
1,unknown,married,tertiary,no,734.0021,yes,no,unknown,12.0,may,4918.0,1.0,-1.0,0.0,unknown,yes
1,management,single,tertiary,no,404.54807,yes,yes,cellular,20.762333,jul,230.05074,1.0,-1.0,0.0,unknown,yes
1,services,married,secondary,no,102127.0,no,no,cellular,11.0,jul,167.0,1.0,-1.0,0.0,unknown,no
1,blue-collar,married,secondary,no,538.17584,yes,no,cellular,13.0,apr,240.0,2.0,126.67499,1.0,failure,no
1,admin.,married,secondary,no,270.4971,yes,no,unknown,7.0,may,114.0,1.0,-1.0,0.0,unknown,no
1,admin.,single,secondary,no,268.0,yes,no,cellular,11.0,may,221.0,1.0,-1.0,0.0,unknown,no
1,services,married,secondary,no,904.34424,yes,yes,unknown,31.0,may,157.68501,6.0,-1.0,0.0,unknown,no
1,management,married,tertiary,no,102127.0,no,no,unknown,20.0,jun,47.0,3.0,-1.0,0.0,unknown,no
1,services,divorced,secondary,no,376.54193,yes,no,unknown,12.0,jun,236.53145,1.0,-1.0,0.0,unknown,no
