age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
32,203176,6,0,0,39,Local-gov,11th,Never-married,Adm-clerical,Own-child,Black,Vietnam,unpriv,unpref
45,103917,13,0,1561,39,Private,HS-grad,Married-AF-spouse,Priv-house-serv,Husband,Other,South,Male,unpref
58,184590,9,0,0,43,Private,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,Other,United-States,Male,unpref
58,24098,13,0,1573,41,Self-emp-inc,HS-grad,Never-married,Priv-house-serv,Other-relative,White,Yugoslavia,Male,>50K
36,84225,8,0,0,40,Self-emp-inc,Masters,Divorced,Other-service,Not-in-family,White,Vietnam,Male,unpref
58,207946,9,0,0,45,Private,Doctorate,Married-civ-spouse,Protective-serv,Not-in-family,White,Thailand,Male,unpref
42,423123,9,0,0,39,Federal-gov,Assoc-acdm,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Nicaragua,unpriv,unpref
37,182361,8,0,0,52,Self-emp-inc,Masters,Married-AF-spouse,Other-service,Not-in-family,White,Yugoslavia,Male,unpref
37,45130,12,0,0,40,Self-emp-inc,Masters,Married-spouse-absent,Craft-repair,Other-relative,White,Trinadad&Tobago,Male,unpref
40,203249,13,0,0,39,Local-gov,Doctorate,Married-civ-spouse,Farming-fishing,Husband,White,Trinadad&Tobago,Male,unpref
75,181747,9,4683,0,51,Self-emp-inc,Some-college,Separated,Transport-moving,Other-relative,White,Yugoslavia,Male,>50K
25,70211,8,0,0,30,Local-gov,HS-grad,Married-spouse-absent,Handlers-cleaners,Own-child,White,Vietnam,unpriv,unpref
50,236166,13,0,1917,39,Private,Preschool,Married-civ-spouse,Priv-house-serv,Husband,White,Vietnam,Male,>50K
48,202712,9,0,0,30,Private,10th,Married-spouse-absent,Adm-clerical,Own-child,White,Poland,unpriv,unpref
43,110466,13,0,0,39,Private,Assoc-acdm,Divorced,Other-service,Husband,Other,Trinadad&Tobago,Male,>50K
27,183845,9,0,0,39,?,HS-grad,Never-married,?,Not-in-family,Asian-Pac-Islander,Cambodia,Male,unpref
44,91987,13,0,0,40,Without-pay,1st-4th,Divorced,Protective-serv,Husband,Black,Hungary,unpriv,unpref
36,73233,8,0,0,39,Self-emp-inc,Masters,Married-spouse-absent,Exec-managerial,Husband,White,Philippines,Male,unpref
48,121908,14,0,0,39,Private,Preschool,Married-civ-spouse,Prof-specialty,Not-in-family,White,Yugoslavia,Male,unpref
76,223868,8,0,0,40,Private,Preschool,Never-married,Sales,Unmarried,Black,Vietnam,Male,unpref
33,298730,6,0,0,39,Self-emp-inc,11th,Married-civ-spouse,Handlers-cleaners,Husband,Other,Trinadad&Tobago,Male,unpref
24,283251,6,0,0,52,Self-emp-inc,5th-6th,Never-married,Machine-op-inspct,Other-relative,White,Trinadad&Tobago,Male,unpref
19,173496,8,0,0,39,Self-emp-inc,Masters,Never-married,Adm-clerical,Own-child,White,Trinadad&Tobago,unpriv,unpref
47,23915,6,0,0,39,Without-pay,7th-8th,Never-married,Sales,Own-child,White,Thailand,Male,>50K
36,277154,9,0,0,39,Self-emp-inc,Masters,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Vietnam,Male,unpref
29,109408,8,0,0,40,Private,Masters,Married-civ-spouse,Farming-fishing,Not-in-family,White,Portugal,Male,unpref
19,320913,7,0,0,14,Self-emp-inc,12th,Married-civ-spouse,Other-service,Unmarried,White,Vietnam,Male,unpref
37,328849,7,0,0,29,Self-emp-inc,5th-6th,Married-spouse-absent,Priv-house-serv,Husband,White,Vietnam,Male,unpref
23,225618,3,0,0,33,Self-emp-inc,Assoc-acdm,Separated,Prof-specialty,Own-child,White,Taiwan,unpriv,unpref
71,765576,9,0,0,51,Self-emp-inc,Preschool,Married-spouse-absent,Handlers-cleaners,Other-relative,White,Vietnam,Male,unpref
59,104165,9,0,0,40,Self-emp-inc,7th-8th,Separated,Priv-house-serv,Unmarried,White,Honduras,unpriv,>50K
21,135671,9,0,0,39,Private,HS-grad,Married-spouse-absent,Sales,Husband,White,United-States,Male,unpref
17,97145,10,0,0,15,Self-emp-inc,Preschool,Separated,Exec-managerial,Other-relative,White,United-States,Male,unpref
37,102889,7,0,0,40,Private,9th,Never-married,Other-service,Other-relative,White,Vietnam,unpriv,unpref
59,179323,9,0,0,49,Private,Prof-school,Married-spouse-absent,Transport-moving,Husband,White,Vietnam,Male,>50K
25,29356,13,0,0,25,Private,Bachelors,Never-married,Tech-support,Unmarried,White,Vietnam,unpriv,unpref
22,115074,10,0,0,28,Private,Some-college,Married-civ-spouse,Sales,Own-child,White,Outlying-US(Guam-USVI-etc),unpriv,unpref
50,100919,14,0,0,52,,Prof-school,Married-AF-spouse,Machine-op-inspct,Husband,Other,Philippines,unpriv,>50K
45,93868,9,0,0,53,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Vietnam,Male,>50K
35,53826,13,0,0,40,Private,1st-4th,Divorced,Farming-fishing,Unmarried,Black,Mexico,unpriv,>50K
22,219300,6,0,0,30,,1st-4th,Never-married,Other-service,Own-child,White,Scotland,unpriv,unpref
22,203458,9,0,0,8,Private,Some-college,Never-married,Priv-house-serv,Own-child,White,Thailand,Male,unpref
79,192362,13,0,0,39,Self-emp-inc,HS-grad,Married-AF-spouse,Farming-fishing,Not-in-family,White,United-States,Male,unpref
