age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
57,179893,9,0,0,40,Private,HS-grad,Divorced,Other-service,Not-in-family,White,United-States,Male,unpref
51,213691,12,0,1623,61,Private,11th,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Iran,Male,>50K
36,359430,12,0,0,40,Private,Bachelors,Separated,Prof-specialty,Not-in-family,White,United-States,Male,>50K
46,416380,13,0,0,20,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male,>50K
23,138550,10,0,0,21,Private,Some-college,Never-married,Sales,Own-child,White,United-States,unpriv,unpref
23,140314,10,0,0,22,Private,9th,Never-married,Sales,Own-child,White,United-States,unpriv,unpref
32,197484,8,0,0,39,Private,HS-grad,Never-married,Exec-managerial,Unmarried,White,United-States,unpriv,unpref
39,33144,8,0,0,26,Private,HS-grad,Never-married,Other-service,Own-child,Asian-Pac-Islander,United-States,unpriv,unpref
29,56006,9,0,0,48,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
31,333710,13,5286,0,33,Private,Masters,Separated,Prof-specialty,Unmarried,White,United-States,Male,unpref
58,369471,10,0,0,65,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,United-States,Male,>50K
41,199529,9,0,0,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
19,59890,8,0,0,28,Private,12th,Never-married,Other-service,Own-child,White,United-States,unpriv,unpref
43,176842,9,0,0,40,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
54,250987,6,0,0,39,Private,10th,Married-civ-spouse,Farming-fishing,Husband,White,United-States,Male,unpref
55,172842,14,0,0,48,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,unpref
38,142493,8,0,0,55,Private,HS-grad,Never-married,Other-service,Not-in-family,White,United-States,Male,unpref
60,198943,7,0,0,40,Private,12th,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,unpref
36,158202,9,0,0,39,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,United-States,Male,unpref
23,103330,9,3928,0,40,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,United-States,unpriv,unpref
23,384003,6,0,0,40,Private,11th,Never-married,Transport-moving,Not-in-family,White,United-States,Male,unpref
38,36178,4,0,0,32,Private,9th,Never-married,Handlers-cleaners,Unmarried,White,United-States,unpriv,unpref
24,105933,9,3837,0,40,Private,HS-grad,Never-married,Tech-support,Own-child,White,United-States,unpriv,unpref
25,240307,12,0,0,26,Private,Bachelors,Married-civ-spouse,Prof-specialty,Not-in-family,White,United-States,unpriv,unpref
46,94546,10,0,0,28,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,United-States,Male,>50K
41,206241,9,0,0,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
19,203562,10,0,0,39,Private,Some-college,Divorced,Adm-clerical,Own-child,White,United-States,unpriv,unpref
34,175519,9,0,0,40,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,United-States,unpriv,unpref
46,57937,13,0,0,48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
22,36761,13,0,0,30,Private,Bachelors,Never-married,Exec-managerial,Wife,White,United-States,unpriv,unpref
45,85002,8,0,0,48,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,>50K
35,165775,9,0,1928,47,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
39,129833,9,0,0,39,Private,Some-college,Divorced,Adm-clerical,Wife,White,United-States,unpriv,unpref
19,202873,9,0,0,39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
30,171392,13,0,0,39,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,United-States,unpriv,unpref
