age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1,entrepreneur,single,tertiary,no,102127.0,yes,no,cellular,20.0,nov,101.0,1.0,-1.0,0.0,unknown,no
1,management,single,tertiary,no,337.16003,no,no,cellular,31.0,aug,4918.0,2.0,-1.0,0.0,unknown,yes
1,blue-collar,married,primary,no,799.5741,yes,yes,cellular,6.0,feb,313.0,1.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,480.32245,yes,no,cellular,17.0,aug,42.0,3.0,-1.0,0.0,failure,no
1,services,married,secondary,no,0.0,yes,no,cellular,13.0,may,99.0,6.0,854.0,58.0,other,no
1,technician,married,secondary,no,698.35974,no,no,cellular,1.0,feb,934.7093,1.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,696.89386,yes,no,cellular,7.0,feb,4918.0,4.0,364.0,2.0,failure,no
1,services,married,secondary,no,321.20685,no,no,cellular,15.0,feb,213.32,2.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,7.0,no,no,cellular,10.0,jul,236.45912,1.0,-1.0,0.0,unknown,no
1,management,married,primary,no,11890.6875,no,no,cellular,2.0,aug,290.0,2.0,-1.0,0.0,unknown,yes
1,blue-collar,married,secondary,no,0.0,yes,no,unknown,19.0,may,337.0,4.0,-1.0,0.0,unknown,no
1,technician,single,secondary,no,709.8808,no,no,cellular,21.0,oct,207.99962,1.0,-1.0,0.0,failure,yes
1,technician,married,tertiary,no,861.9995,no,no,cellular,21.0,aug,193.0,2.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,2485.1443,no,no,cellular,28.0,aug,4918.0,3.0,-1.0,0.0,unknown,yes
1,admin.,single,secondary,no,457.37598,no,no,cellular,21.0,jul,4918.0,1.0,-1.0,0.0,unknown,yes
1,blue-collar,single,secondary,no,0.0,yes,no,unknown,5.0,jun,131.0,1.0,-1.0,0.0,unknown,no
1,services,married,secondary,no,5837.833,yes,no,unknown,18.0,jun,121.0,50.0,-1.0,0.0,unknown,no
1,student,single,tertiary,no,686.4576,yes,no,cellular,20.0,nov,406.1406,1.0,-1.0,0.0,failure,no
1,management,single,tertiary,no,221.0,yes,no,unknown,6.0,jun,129.0,1.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,1474.1304,no,no,unknown,1.0,jun,169.0,3.0,-1.0,0.0,unknown,no
1,management,divorced,tertiary,no,460.84967,no,no,cellular,21.0,nov,2.4491217,3.0,-1.0,0.0,unknown,no
1,housemaid,divorced,primary,no,817.80505,yes,no,unknown,6.0,jun,4918.0,3.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,62.37293,no,yes,cellular,2.358306,jul,104.10842,2.0,-1.0,0.0,unknown,no
1,admin.,divorced,secondary,no,296.24554,yes,no,unknown,21.0,may,108.0,1.0,-1.0,0.0,unknown,no
1,blue-collar,married,primary,no,3042.493,yes,yes,unknown,21.0,may,60.0,3.0,-1.0,0.0,unknown,no
1,admin.,married,secondary,no,-8019.0,yes,yes,cellular,17.0,jul,163.24371,5.0,-1.0,0.0,unknown,no
1,technician,married,tertiary,no,50.0,yes,yes,unknown,12.0,may,239.0,2.0,-1.0,0.0,unknown,no
1,admin.,divorced,unknown,no,-157.41087,yes,no,unknown,17.0,may,332.0,4.0,-1.0,0.0,unknown,no
1,admin.,married,secondary,no,79.0,no,yes,cellular,1.0,jul,546.49194,1.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,503.06696,no,no,cellular,18.0,nov,0.0,1.0,-1.0,0.0,failure,no
1,management,married,tertiary,no,1219.9792,yes,no,cellular,18.0,may,0.0,2.0,-1.0,0.0,unknown,no
1,management,married,secondary,no,1358.6075,yes,no,unknown,28.0,may,0.0,4.0,-1.0,0.0,unknown,no
1,technician,married,secondary,no,861.66016,yes,yes,cellular,15.0,feb,129.0,1.0,139.33505,0.0,other,yes
1,management,single,tertiary,yes,810.0327,yes,no,unknown,20.0,may,331.0,3.0,-1.0,0.0,unknown,no
1,management,married,tertiary,no,0.0,no,no,cellular,19.0,aug,399.9824,3.0,-1.0,0.0,unknown,no
1,technician,married,tertiary,no,94.0,yes,no,cellular,11.0,may,182.0,1.0,-1.0,0.0,failure,no
1,technician,married,secondary,no,251.52092,no,no,cellular,6.0,aug,80.0,5.0,-1.0,0.0,unknown,no
1,management,married,tertiary,no,261.27722,yes,no,telephone,21.0,may,255.0,3.0,-1.0,0.0,unknown,no
