sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,29.0,Greater than 45,Other,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,F,0
Male,34.0,Less than 25,Other,0.0,1.0,0.0,0.0,0.0,-414.0,10.0,1.0,1.0,F,0
Male,28.0,25 - 45,Caucasian,0.0,3.0,0.0,0.0,6.0,-1.0,0.0,7603.0,1.0,F,1
Male,27.0,Less than 25,Other,0.0,6.0,0.0,0.0,0.0,-2.0,1.0,0.0,1.0,M,0
Male,21.0,25 - 45,Other,0.0,3.0,0.0,0.0,38.0,-1.0,135.89394,0.0,1.0,M,1
Male,24.0,Less than 25,Other,0.0,6.0,0.0,0.0,1.0,-1.0,749.0,0.0,1.0,F,1
Female,35.0,Greater than 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,0
Female,26.0,Less than 25,Other,0.0,7.0,0.0,0.0,38.0,0.0,749.0,0.0,1.0,M,1
Female,29.0,25 - 45,Other,0.0,3.0,0.0,0.0,0.0,-1.0,0.0,7603.0,0.0,F,0
Male,46.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,38.0,-1.0,749.0,1.0,7604.0,F,0
Male,42.0,Greater than 45,Other,0.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,0
Male,26.0,25 - 45,Other,0.0,10.0,0.0,7.0,0.0,-1.0,-1.0,0.0,1.0,F,1
Male,29.0,Less than 25,Other,0.0,6.0,0.0,0.0,0.0,-414.0,0.0,0.0,7604.0,F,0
Male,30.0,25 - 45,Caucasian,0.0,7.0,0.0,0.0,6.0,-1.0,1.0,0.0,1.0,F,1
Female,25.0,Greater than 45,Other,0.0,4.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,M,0
Male,33.0,25 - 45,Other,0.0,1.0,0.0,0.0,38.0,-1.0,1.0,0.0,1.0,M,1
Male,18.0,Less than 25,Other,0.0,10.0,0.0,7.0,0.0,-1.0,1.0,0.0,1.0,F,1
Male,31.0,Greater than 45,Other,0.0,4.0,0.0,0.0,38.0,-414.0,1.0,0.0,7604.0,F,0
Male,21.0,25 - 45,Other,0.0,9.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,F,1
Male,30.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,6.0,M,1
Male,34.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,M,1
Female,23.0,25 - 45,Caucasian,0.0,5.0,0.0,0.0,0.0,-7.0,1.0,0.0,1.0,F,0
Male,44.0,Greater than 45,Caucasian,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,0
Male,35.0,25 - 45,Other,0.0,2.0,0.0,0.0,1.0,-1.0,749.0,0.0,3.1455693,F,0
Male,40.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,13.0,-1.0,0.0,0.0,35.954025,F,0
Female,26.0,25 - 45,Other,0.0,2.0,0.0,0.0,1.0,-1.0,749.0,0.0,1.0,M,1
Male,32.0,Greater than 45,Other,0.0,3.341788,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,M,1
Male,50.0,Greater than 45,Other,0.0,2.0,0.0,0.0,1.0,-1.0,6.0,0.0,1.0,F,1
Male,26.0,25 - 45,Other,0.0,10.0,0.0,0.0,5.0,-1.0,749.0,0.0,7604.0,F,1
Male,29.0,25 - 45,Other,0.0,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,F,0
Male,27.0,25 - 45,Caucasian,0.0,6.0,0.0,0.0,4.0,-1.0,27.0,0.0,1.0,M,1
Male,33.0,Greater than 45,Caucasian,0.0,2.0,0.0,0.0,0.0,0.0,749.0,0.0,0.0,M,0
Male,25.0,25 - 45,Caucasian,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,F,0
Male,28.0,25 - 45,Other,0.0,10.0,0.0,0.0,38.0,-1.0,749.0,510.02954,1.0,F,1
Male,29.0,Less than 25,Other,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,7603.0,1.0,M,0
Male,30.0,Less than 25,Caucasian,0.0,4.0,0.0,0.0,0.0,-1.0,2.0,0.0,1.0,F,1
Male,28.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,3.0,-10.048084,749.0,0.0,1.0,M,0
Male,32.0,25 - 45,Caucasian,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-300.0,1.0,F,0
Female,24.0,25 - 45,Other,0.0,4.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,M,1
Male,30.0,25 - 45,Other,0.0,6.0,0.0,0.0,1.0,1001.0,-1.0,0.0,0.0,M,1
Male,30.0,25 - 45,Caucasian,0.0,1.0,0.0,0.0,14.0,-1.0,1.0,0.0,2.0,F,1
Male,30.0,25 - 45,Caucasian,0.0,3.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,F,0
Male,27.0,Less than 25,Other,0.0,3.0,0.0,0.0,0.0,-1.0,1.0,7603.0,0.0,M,0
Male,27.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,0.0,-3.0,-1.0,0.0,1.0,M,0
Male,24.0,25 - 45,Other,0.0,9.0,0.0,0.0,9.645139,0.0,0.0,0.0,1.0,F,1
Male,52.0,25 - 45,Caucasian,0.0,2.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,M,0
Male,42.0,25 - 45,Other,0.0,2.0,0.0,0.0,2.0,-1.0,7.0,0.0,1.0,F,0
Male,28.0,25 - 45,Other,0.0,4.0,0.0,0.0,2.0,-1.0,1.0,0.0,1.0,F,0
Male,34.0,25 - 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,-0.021868411,0.0,1.0,M,0
Female,28.0,25 - 45,Caucasian,0.0,7.0,0.0,0.0,1.0,-1.0,0.0,149.29381,1.0,F,1
Male,27.0,Less than 25,Caucasian,0.0,3.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,M,0
Female,30.0,Less than 25,Other,0.0,4.0,0.0,0.0,5.0,-1.0,34.0,0.0,1.0,M,1
Female,45.0,Greater than 45,Other,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,2.0,M,0
Male,27.0,25 - 45,Other,0.0,6.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,F,1
Male,39.0,Less than 25,Other,0.0,4.0,0.0,0.0,38.0,-1.0,749.0,1.0,1.0,F,0
Male,38.0,Greater than 45,Caucasian,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,3.0,M,0
Male,30.0,25 - 45,Other,0.0,5.0,0.0,0.0,38.0,0.0,1.0,0.0,1.0,M,0
Male,27.0,25 - 45,Other,0.0,10.0,0.0,0.0,1.0,-1.0,749.0,0.0,1.0,F,1
Male,27.0,25 - 45,Other,0.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,F,1
Female,26.0,25 - 45,Other,0.0,10.0,0.0,0.0,16.0,16.176954,1.0,0.0,0.0,F,0
Male,24.0,25 - 45,Other,0.0,4.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,M,1
Male,25.0,25 - 45,Other,0.0,3.0,0.0,0.0,38.0,-1.0,749.0,0.0,1.0,M,0
Male,42.0,Greater than 45,Other,0.0,1.0,0.0,0.0,1.0,-1.0,5.0,0.0,1.0,F,1
Male,33.0,25 - 45,Other,0.0,4.0,0.0,0.0,4.0,-1.0,-1.0,0.0,3.0,F,0
Male,34.442997,25 - 45,Caucasian,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,M,0
