age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
19,201715,9,0,0,23,Private,Bachelors,Never-married,Other-service,Own-child,White,United-States,unpriv,unpref
24,19606,9,0,0,39,?,HS-grad,Never-married,?,Not-in-family,White,United-States,unpriv,unpref
61,166178,13,0,0,39,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
34,164905,10,0,0,30,Private,Some-college,Never-married,Sales,Own-child,White,United-States,Male,unpref
27,339550,8,0,0,39,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,United-States,Male,unpref
37,87584,9,0,0,39,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Black,United-States,unpriv,unpref
58,238746,9,0,0,40,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,United-States,Male,unpref
20,254523,10,0,0,29,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
38,157128,9,0,0,40,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,United-States,unpriv,unpref
50,270357,10,0,0,17,Local-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,United-States,unpriv,unpref
30,16269,8,0,0,39,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
39,22461,9,0,0,18,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Philippines,unpriv,unpref
40,292140,10,0,0,40,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,United-States,Male,unpref
29,196107,10,0,0,40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,Male,unpref
20,165674,4,0,0,47,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
43,299265,7,0,0,40,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
48,174959,12,0,0,43,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,United-States,unpriv,unpref
40,90600,5,0,0,33,Private,10th,Married-civ-spouse,Transport-moving,Husband,Black,United-States,Male,unpref
37,160267,9,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
21,259513,8,0,0,46,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,Male,unpref
30,185705,13,0,0,48,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male,>50K
40,12069,12,0,0,39,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,United-States,unpriv,unpref
37,270872,10,0,0,47,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
47,125526,8,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
36,30994,8,4361,1927,51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Mexico,Male,>50K
59,223515,13,0,0,40,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,unpriv,unpref
21,99412,9,0,0,43,Private,Some-college,Never-married,Other-service,Own-child,White,United-States,unpriv,>50K
41,199516,12,0,0,47,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,Male,>50K
25,182715,9,0,0,39,Private,Some-college,Never-married,Sales,Own-child,White,United-States,Male,unpref
61,108082,10,6442,0,40,Local-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,Black,United-States,Male,unpref
29,208762,10,0,0,33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
31,116123,12,0,0,15,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,?,unpriv,unpref
48,172014,3,0,0,39,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,United-States,Male,unpref
17,114560,4,0,0,33,Private,11th,Never-married,Other-service,Own-child,White,United-States,Male,unpref
23,418305,9,0,0,40,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,United-States,unpriv,>50K
44,259112,8,0,0,40,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Mexico,Male,unpref
25,227379,10,0,0,39,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,United-States,Male,unpref
25,282594,9,0,0,26,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Not-in-family,White,United-States,Male,unpref
36,176676,8,0,0,40,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
32,271517,5,0,0,24,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
23,139080,9,0,0,39,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
28,100080,9,0,0,40,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
48,105897,13,4999,1931,39,Private,Bachelors,Married-civ-spouse,Tech-support,Unmarried,White,United-States,Male,unpref
39,323683,9,0,0,40,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,>50K
19,167431,9,0,0,15,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,?,unpriv,unpref
38,284231,8,0,0,16,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
62,237736,15,0,0,39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Mexico,unpriv,unpref
48,396519,14,6793,0,26,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Mexico,Male,>50K
25,258059,10,0,0,31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
48,183544,9,0,0,11,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,>50K
60,218497,13,15189,0,60,Local-gov,Masters,Never-married,Farming-fishing,Not-in-family,Black,Cuba,Male,>50K
47,243889,8,0,0,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
43,87428,10,0,0,50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
27,262209,10,0,0,39,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,United-States,Male,unpref
18,245743,9,0,0,39,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,Male,>50K
27,352024,9,0,0,22,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,Husband,White,United-States,Male,unpref
