age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
43,243434,7,648,46,34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,Male,unpref
35,169431,12,10041,458,49,Private,HS-grad,Divorced,Other-service,Husband,White,Vietnam,Male,unpref
43,188928,10,10374,378,40,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Husband,Black,Guatemala,Male,unpref
37,636086,10,37169,1456,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,unpriv,unpref
42,236895,8,13797,560,52,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
34,124888,11,8382,245,17,Local-gov,Some-college,Never-married,Other-service,Own-child,Black,United-States,Male,unpref
56,212995,1,13994,591,4,Local-gov,HS-grad,Married-civ-spouse,Tech-support,Unmarried,Black,Poland,Male,unpref
19,305128,9,5304,251,28,Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,Unmarried,Black,United-States,unpriv,unpref
28,196185,9,11384,555,30,Private,Some-college,Never-married,Prof-specialty,Husband,White,United-States,unpriv,unpref
22,134266,11,170,61,40,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,Male,unpref
28,503101,9,27502,1048,20,Private,Some-college,Never-married,Adm-clerical,Husband,White,United-States,unpriv,unpref
28,414329,8,2692,96,44,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Mexico,Male,unpref
33,34191,3,5671,323,15,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Philippines,unpriv,unpref
36,200283,9,12770,522,31,Private,HS-grad,Divorced,Sales,Not-in-family,White,England,unpriv,unpref
89,1490153,1,99987,3898,98,Private,HS-grad,Widowed,Transport-moving,Own-child,Black,United-States,Male,>50K
25,174628,12,12102,429,26,Private,Some-college,Married-civ-spouse,Prof-specialty,Unmarried,White,United-States,Male,unpref
31,288756,10,3510,159,47,Private,Some-college,Never-married,Prof-specialty,Husband,White,Mexico,Male,unpref
37,177150,9,9823,393,39,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
44,188181,7,92,12,23,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,Male,unpref
79,522490,6,35652,1417,81,Self-emp-not-inc,Masters,Never-married,Other-service,Own-child,Black,Cambodia,Male,unpref
41,148387,10,8999,320,43,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
41,131094,10,7867,297,34,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,United-States,unpriv,unpref
23,121278,11,7712,336,28,Local-gov,Some-college,Never-married,Other-service,Own-child,Black,Mexico,Male,unpref
40,331548,7,616,18,46,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
40,220850,10,12288,412,28,Private,Bachelors,Never-married,Adm-clerical,Husband,White,United-States,Male,unpref
31,137661,11,6080,260,43,Private,Bachelors,Married-civ-spouse,Sales,Not-in-family,White,United-States,unpriv,unpref
25,131280,11,96,21,39,Private,Some-college,Never-married,Adm-clerical,Wife,White,United-States,unpriv,unpref
33,204953,10,13660,431,26,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Mexico,Male,unpref
32,173423,12,11066,450,33,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Mexico,Male,unpref
28,152881,10,10440,451,41,Private,HS-grad,Married-civ-spouse,Prof-specialty,Not-in-family,White,Mexico,Male,unpref
59,166961,8,8237,351,62,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
51,180630,11,9966,412,49,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
47,200234,15,12154,470,84,Local-gov,HS-grad,Divorced,Sales,Not-in-family,White,Mexico,unpriv,unpref
27,270595,12,17262,730,38,Private,HS-grad,Never-married,Other-service,Husband,White,?,Male,unpref
37,223495,8,15328,628,31,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,Male,unpref
