age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,native-country,sex,income
32,112183,11,534,17,28,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
23,138792,13,1030,164,42,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,Male,>50K
66,1478087,10,99326,3874,42,Local-gov,11th,Divorced,Handlers-cleaners,Unmarried,Black,Hong,Male,unpref
51,254406,10,13973,590,65,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,United-States,Male,unpref
77,1487992,10,99755,3889,50,Private,HS-grad,Divorced,Adm-clerical,Husband,Black,Honduras,Male,unpref
29,210562,11,13379,561,31,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
45,167874,10,12683,453,34,Private,Some-college,Never-married,Craft-repair,Husband,White,United-States,Male,unpref
61,56445,3,375,37,10,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,Male,unpref
35,201331,4,13730,457,61,Private,Some-college,Married-civ-spouse,Prof-specialty,Unmarried,White,United-States,Male,unpref
29,188358,10,11229,424,35,Private,HS-grad,Divorced,Sales,Not-in-family,White,Trinadad&Tobago,Male,unpref
40,169096,4,9820,398,57,Private,11th,Married-civ-spouse,Tech-support,Husband,White,China,Male,unpref
46,1489962,8,99976,3898,13,Private,Bachelors,Never-married,Other-service,Own-child,Black,United-States,Male,unpref
50,294755,8,184,35,21,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Mexico,Male,unpref
88,1490377,7,6,3899,84,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Mexico,Male,>50K
34,223398,10,3771,162,48,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Mexico,Male,unpref
30,199930,9,13130,520,34,Private,Some-college,Divorced,Sales,Not-in-family,White,United-States,unpriv,unpref
